页码,汉字,拼音,Unnamed: 3,其他读法,标记,后续汉字,IPA识别
222,鼻头,beq1deu52,,biq8;biq8,,,llŋbʔiʔdɤlliktffl
222,重度鼻炎,dzon11du55beq5yen52,,dzon4;dzon4gbopbiq8;biq8,,不辨香臭伊嗅勿出气息,
222,是个,zy115ko52,,ze4;ze4;zeq8koo;ko5;cox;box,,,l
222,鸟子斑,tiau335tsy55paen52,,tidu5;gnhiau3;ghhiau3;gniau4tsy3;tseq7,,雀斑,fpiɒtspf
222,黑子斑,heoq3tsy55paen52,,tsy3;tseq7,,,lfhəʔtspæ̃
222,雀子斑,chiaq3tsy55paen52,,tsy3;tseq7,,,ftɕʰiaʔtsp
222,寿斑,zeu11paen11,,,,老斑,zpæ̃f
222,痣,tshy33,,,,,flt
222,老鼠奶,lau115tshy55na52,,lau4;lau6tshy3;chiu3na4;nha5,,疣,lɒtsʰna
222,滞气,dzy11chi11,,,,粉刺,dzti
222,瘤,lieu231,,,,肿粒儿,
222,块,khue33,,,,肿块,tkkʰutk
222,杠,gan113,,gan4;kaon1;kaon1;kaon5;kaon5;gaon4,,肿条,tlɡɒŋ
222,雁,ngaen11,,ngaen6;yen6,,痂,
222,疤,po52,,,,,ipo
222,疤迹,po33ciq5,,,,,ipotɕiʔ
222,老,lau113,,lau4;lau6,,,lɒtiẽ
222,影障,in335tsan52,,tsan3;tsaon3,,,iŋtsɒŋ
222,脚上的鸡眼,ciaq3zan55tiq5ci55ngaen52,,zan4;zaon4;zaon4;zaon4;zaon4;zaon6,,,
222,脚,ciaq45,,,,,tɕiaʔts
222,膜,mu231,,mu2;mo2;mo2;moq8,,,fmo
222,毒,doq23,,,,脓,doʔ
222,新肉,shin33gnio55,,gnio6;gnhioq7;gnioq8;gnioq8,,,liŋŋioʔti
222,中医,tson33i52,,tson5;tson5,,,tsoŋi
223,西医,shi33i52,,,,,ii
223,药,yaq23,,,,,ɦiaʔ
223,补药,pu335yaq54,,,,,puɦiaʔ
223,发食,faeq3zeoq5,,faeq7;faeq7,,会引发过敏或上火的食物,fʑʔʔisykt
223,中药,tson33yaq5,,tson5;tson5,,,tsoŋɦiaʔ
223,草药,tshau335yaq54,,,,,tsʰɒɦiaʔ
223,西药,shi33yaq5,,,,,iɦiaʔʔ
223,丸药,woen11yaq5,,,,,ɦuø̃ɦiaʔ
223,药丸,yaq1woen52,,,,,
223,药片,yaq1phien55,,,,,ɦiaʔpʰiẽ
223,药水,yaq1sy55,,sy3;se3,,,zkɦiaʔl
223,药粉,yaq1feen55,,,,,ɦiaʔf
223,药膏,yaq1kau52,,,,,ɦiaʔkɒ
223,膏药,kau33yaq5,,,,,kɒɦiaʔi
223,膏药黏,kau33yaq5gnhien52,,,,膏药中的膏,iʑkɒɦiaʔ
223,药方,yaq1faon52,,,,,ɦiaʔfɒŋ
223,单方,taen33faon52,,taen1;zeen4;zeen4;zoen4,,民间偏方,ttfɒŋl
223,药店,yaq1tien55,,,,药店旧指中药店,ɦiaʔtiẽll
223,药房,yaq1vaon52,,,,,ɦiaʔvŋtt
223,药店,yaq1tien55,,,,旧指西药店,ɦiaʔtiẽll
223,医院,i33yoen55,,,,,iɦi
223,防疫站,baon11yoeq5dzaen52,,yoq8;yoeq8,,,bɒŋɦioʔdzæ̃l
223,卫生院,we115san55yoen52,,we4;we6san1;seon1,,,lɦsəŋɦ
223,病房,bin11vaon11,,,,,biŋvɒŋʔ
223,药砂罐,yaq1so55kuoen52,,,,,ltɦiaʔsokuø
223,药罐,yaq1kuoen55,,,,,ɦiaʔku
223,头煎,deu11cien52,,,,,dɤtɕiẽ
223,二煎,gni11cien11,,16;ghi6;i6,,,itɕiẽ
223,药渣,yaq1tso52,,,,,ɦiaʔtso
223,男人,ne11zeen52,,ne2;neen2;neen2;noen2gnin2,,,nȵiŋnẽŋŋ
224,第七章,di11chiq1tsaon11,,,,,
224,男人家,ne11zeen55cia52,,ne2;neen2;neen2;noen2gnin2ke1;ko1;ko1;ko1;cio1,,,ʑnʔȵiŋko
224,女人,gniu115zeen52,,gniu4;no4gnin2,,,ȵyȵiŋ
224,女人家,gniu115zeen55cia52,,gniu4;no4gnin2ke1;ko1;ko1;ko1;cio1,,,ʑnyŋiŋko
224,太太们,tha33tha33meen33,,,,指已结婚的女人不限单数,tʰatʰamẽt
224,老,lau113,,lau4;lau6,,年人,lɒȵiẽȵiŋ
224,老人家,lau115zeen55cia52,,lau4;lau6gnin2ke1;ko1;ko1;ko1;cio1,,,lɒiŋko
224,老太公,lau115tha55kuon52,,lau4;lau6,,对男性老人的尊称,lɒtʰakuoŋttʰtt
224,老公公,lau115kuon55kuon52,,lau4;lau6,,,lɒkuoŋkuoŋ
224,老头子,lau115deu55tsy52,,lau4;lau6tsy3;tseq7,,,lɒdɤtskll
224,老婆婆,lau115bo55bo52,,lau4;lau6mo2mo2,,,lɒbobo
224,老太太,lau115tha55tha52,,lau4;lau6,,,kklntʰatʰa
224,老太婆,lau115tha55bo52,,lau4;lau6mo2,,,ilɒtabo
224,后生家,gheu115san55cia52,,gheu4;gheu4;gheu4;gheu6san1;seon1ke1;ko1;ko1;ko1;cio1,,青年,ɦɤsaŋkoitf
224,小后生,shiau335gheu55san52,,gheu4;gheu4;gheu4;gheu6san1;seon1,,男青,vlɕiɒɦsaŋit
224,小伙子,shiau335hu55tsy52,,hu3;hu3tsy3;tseq7,,,lkɕiɒhuts
224,大姑娘,da11ku11gnian11,,do6,,女青年,lokuniaŋ
224,小人,shiau335zeen52,,gnin2,,小孩子,lɕiɒȵiŋff
224,小佬,shiau335lau52,,,,,ilnl
224,小官人,shiau335kuoen55zeen52,,gnin2,,,iɕikuŋiŋv
224,小男孩,shiau335ne55ghe52,,ne2;neen2;neen2;noen2,,,
224,阿官,o33kuoen52,,to;lba,,,tkuø̃
224,老小官人,lau115shiau55kuoen55zeen52,,lau4;lau6gnin2,,,lɒɕiɒkuø̃ŋiŋ
224,小女孩,shiau335gniu55ghe52,,gniu4;no4,,,
224,小,shiau335,,,,大姑娘,llɕiɒdokuŋȵiaŋ
224,小毛头,shiau335mhau55deu52,,mhau1;mau2,,婴儿,ɕiŋmdɤlll
224,娃,ua52,,ton,&,,
224,肉肉,gnio11gnio11,,gnio6;gnhioq7;gnioq8;gnioq8gnio6;gnhioq7;gnioq8;gnioq8,,对小孩的昵称或小孩自称,ȵioʔŋioʔȵioȵioʔlllff
224,小鬼头,shiau335ciu55deu52,,kue3,,对小孩的责骂或爱称,ɕiɒtydɤlf
224,陌生人,maq1san55zeen52,,san1;seon1gnin2,,,maʔsaŋŋiŋs
224,熟,zoq23,,,,视人,zoʔzkȵiŋ
224,外人,nga11zeen11,,nga6;wa6gnin2,,,ŋaȵiŋ
225,城里人,dzeon11li55zeen52,,li4;114;li4gnin2,,,lllkdzəŋlniŋ
225,乡下人,shian33gho55zeen52,,gho4;gho6;yo4gnin2,,,lɕiaŋɦoȵiŋs
225,大头寸,da11deu11tsheen11,,do6tshoen5;tshoen5,,指官高有权势的人,dodɤtsʰẽll
225,有铜钱人,yeu115don55dien55zeen52,,lien2;jien2gnin2,,,lkɦiɤldoŋliẽȵiŋs
225,有细人,yeu115shi55zeen52,,gnin2,,,
225,穷,jion231,,,,苦人,idʑioŋkʰuȵiŋ
225,独个头人,doq1ko55deu55zeen52,,koo;ko5;cox;boxgnin2,,,lldoʔɡəʔkoʔdɤȵiŋ
225,单身,taen33seen52,,taen1;zeen4;zeen4;zoen4seen1;shin1,,,
225,光棍,kuaon33kuen55,,kuaon1kuen3;kuoen3,,单身汉贬称,fkuɒŋkulb
225,老大姑娘,lau115da55ku55gnian52,,lau4;lau6do6,,老姑娘,lɒdokuniaŋt
225,孤老,ku33lau55,,lau4;lau6,,老年单身的人,kulɒlt
225,孤老头,ku33lau55deu52,,lau4;lau6,,老年的鳏夫或单身汉,kl
225,孤老太婆,ku33lau55tha55bo52,,lau4;lau6mo2,,老年的寡妇或无子女者,kultʰabtttt
225,孤孀,ku33saon52,,,,寡妇一般指中青年的,
225,填房,dien11vaon52,,grcr2;dien4,,继室,tidiẽvɒŋk
225,二婚头,gni11huen11deu11,,16;ghi6;i6huoen1;huoen1,,旧指丈夫死后改嫁的妇女,lȵihuẽdɤlllikfll
225,回头人,we11deu55zeen52,,we2;we2gnin2,,,ɦudɤŋiŋ
225,活彻头,weq1tsheq5deu52,,wog8;woeq8;woq8;woq8lsheg7;tsheoq7,,旧指和丈夫离婚后改嫁的妇女,ɦuʔtɕʰiʔdɤlkllkttt
225,孵床佬,bu11zaon11lau11,,,,旧指寡妇招赘的男人孵训读字本,lkbzɒŋlɒltii
225,字为,zy11we11,,,,伏广韵扶富切,kk
225,孤儿,ku33gni52,,12;ghi2;i2,,,llkul
225,遗腹子,yi11foq5tsy52,,tsy3;tseq7,,,tɦiʔfoʔts
225,拖油瓶,tha33yeu55bin52,,lric1;tho1yeu2;yeu6,,,tʰoɦibiŋklllltlikllllytt
225,儿子,gni11tsy55,,12;ghi2;i2tsy3;tseq7,,,ll
225,阿领,o33lin55,,to;lba,,,tʔliŋl
225,油摄,yeu11seq5,,yeu2;yeu6,,,
226,第七章,di11chiq1tsaon11,,,,,
226,逃生,dau11san52,,san1;seon1,,私生子女,isaŋl
226,新郎官,shin33laon55kuoen52,,,,新郎,fɕiŋlɒŋkuøl
226,新人,shin33zeen52,,gnin2,,,fɕiŋȵiŋ
226,新娘子,shin33gnian55tsy52,,tsy3;tseq7,,,lɕiŋiaŋts
226,伴郎,boen115laon52,,boen4;boen6,,,blɒŋ
226,伴,boen113,,boen4;boen6,,姑娘,lbølkuniaŋ
226,瞎子,haeq3tsy55,,tsy3;tseq7,,,lhts
226,瞎眼佬,haeq3ngaen55lau52,,,,瞎子的贬称,fhʔsŋæ̃lɒllf
226,瞎婆,haeq3bo52,,mo2,,女性的瞎子,lʔbostli
226,独眼龙,doq1ngaen55lon52,,,,,ldoʔŋæ̃kloŋltk
226,喇眼佬,la11ngaen55lau52,,,,,
226,斜视的人,zhia11zy55tiq5zeen52,,gnin2,,,
226,聋,lon231,,,,,
226,聋子,lon11tsy55,,tsy3;tseq7,,,loŋts
226,葛嘴,keq3tsy55,,tsy3;tse3,,佬口吃的人伊阿侄是,
226,个,ko33,,koo;ko5;cox;box,,一句说话有半日好话味葛本字为吃,iiti
226,葛嘴脯,keq3tsy55bu52,,tsy3;tse3fu3,,,kʔtsbu
226,执嘴,tseq3tsy55,,tsy3;tse3,,,kltsʔtstsʔtsll
226,读成,doeq1dzeon52,,doq8dzeon4;dzeon4,,鸡启西之类,i
226,大舌头,da11zeq1deu11,,do6,,,kldozʔdɤ
226,倭子,o33tsy55,,tsy3;tseq7,,口齿不清的人倭原指宋时倭寇入侵后与国人,otsllklil
226,哑子,o335tsy52,,tsy3;tseq7,,哑巴,otsotsʔllll
226,哑婆,o335bo52,,mo2,,女性的哑巴,lobollll
226,缺嘴龙,chioeq3tsy55lon52,,chioq7;chioq7tsy3;tse3,,豁唇的人,kltʰiøʔtsloŋ
226,缺嘴脯,chioeq3tsy55bu52,,chioq7;chioq7tsy3;tse3fu3,,,klftɕiøtsbu
226,麻子,mo11tsy55,,mo2;mo2;mo2;mo2tsy3;tseq7,,,kmotsmotsʔ
226,麻婆,mo11bo52,,mo2;mo2;mo2;mo2mo2,,女性的麻子,kkmoboslkk
226,秃头,thoeq3deu52,,thoeq7;thoq7,,谢顶的人,tʰøʔdɤ
226,瘌痢头,laeq1li55deu52,,,,长秃疮的人,
227,癞头,la11deu11,,,,,
227,子,tsy335,,tsy3;tseq7,,,
227,癞头婆,la11deu11bo11,,mo2,,长秃疮的女性,
227,驼背佬,do11pe55lau52,,pe1;pe5;pe5;be6;be6;be6,,驼,fdoplɒf
227,背,pe52,,pe1;pe5;pe5;be6;be6;be6,,的人,hopl
227,翘脚,chiau33ciaq3,,jiau2,,拐子,tɕʰiɒtiaʔʔ
227,折脚佬,tseq3ciaq5lau52,,tseq7;tseq7;zeq8;zeq8,,,tzʔtiaʔlɒ
227,脚佬,ciaq3lau55,,,,罗圈腿,
227,疯子,fon33tsy55,,tsy3;tseq7,,瘫痪的人,foŋtsi
227,疯瘫佬,fon33thaen55lau52,,,,,foŋtʰlɒ
227,六个手指头,loq1ko55seu55tsy55deu52,,koo;ko5;cox;box,,有枝指的人,floʔɡəʔkoʔsɤtsdɤtl
227,借手佬,cia33seu33lau33,,1;cru5;jia4,,,tiasɤlɒlfi
227,用左手的人,yon11cia11seu11tiq1zeen11,,ciu4;tso3gnin2,,借本字为左广,
227,韵,yoen11,,,,则个切,lll
227,借,cia33,,1;cru5;jia4,,手师父,lttɕiatɕiaʔlɒʔkl
227,借脚佬,cia33ciaq3lau33,,1;cru5;jia4,,里用左手的人贬称借本字为左,
227,讷的疯子,naeq1tiq5fon55tsy52,,tsy3;tseq7,,,f
227,呆婆,te33bo52,,te1;nge2mo2,,,ŋʔbolfʔtt
227,癫子,tien33tsy55,,tsy3;tseq7,,,tislf
227,疯婆,fon33bo52,,mo2,,,foŋbotil
227,头,deu231,,,,傻子,ldoʔdɤ
227,书头,shiu33deu52,,,,,lɕydoʔdɤ
227,直头老虎,dzeoq1deu55lau55hu52,,lau4;lau6,,,pdzəʔdɤlɒhutlltklt
227,指心直口快,tsy335shin55dzeoq5kheu55khua52,,krua5;khau5,,不知转圆的人,
227,直头牛,dzeoq1deu55gnieu52,,,,,ldzəʔdɤiŋi
227,懈胖,ga115phaon52,,ga4;jia4;jia4;ge4,,指心宽发福的人,tɡpʰɒŋlk
227,老实头人,lau115zeq5deu55zeen52,,lau4;lau6gnin2,,老实人,lɒzəʔdɤŋiŋsi
227,经济头人,cin33ci55deu55zeen52,,ci5;ct1;ci5gnin2,,指善于精打细算的人,ʔftɕiŋtɕidɤȵiŋlt
227,老古板,lau115ku55paen52,,lau4;lau6,,,lɒkupæ̃t
228,第七章,di11chiq1tsaon11,,,,,
228,呆大舅,te33da55jieu52,,te1;nge2do6,,指傻瓜,
228,修子,shieu33tsy55,,tsy3;tseq7,,指缺乏经验容易上当的人燕的转写,tkʑstt
228,寿头,zeu11deu11,,,,指背时的人,lzɤdf
228,陈年历日本,dzeen11gnien55liq5gni55peen52,,liq8;liq8;liq8gni6;zeq8;zeq8;gniq8,,,llldzẽȵiẽliʔzʔp
228,滥好人,laen11hau11zeen11,,rdu5;hau3gnin2,,指过分示人以好的人,læ̃hɒŋl
228,哭作猫,khoq3tseq5mau52,,khuoq7tsog7;tsoq7;tsoq7,,指容易受气哭泣的人,tkʰoʔtsoʔɒt
228,偎灶猫,ue33tsa55mau52,,tsau5,,,lutsɒmɒlll
228,夜新鲜,ya11shin11shien11,,,,指越晚越有精神不爱睡觉的人,fɦiaɕiŋɕiẽttlfi
228,摸夜游,mhoq3ya55yeu52,,moq8;moq8,,指梦游人指晚间和白天一样,lmoʔɦiaɦiɤlzʔtʰll
228,惹风骚,gnia115fon55sau52,,gnia4;gnia4;ghia4;ze4,,指经不起旁人的言行冲撞经常反应过度,lŋiafoŋsɒʔttt
228,的人,tiq3zeen52,,gnin2,,,f
228,轻骨头,chin33kueq5deu52,,kuēq7;kuoeq7;kuoq7,,指言行轻浮的人,tiŋkuʔdɤ
228,下作胚,gho115tseq5phe52,,gho4;gho6;yo4tsog7;tsoq7;tsoq7,,指言行下流的人,tkɦotsoʔʔpʰ
228,坏胚子,wa11phe11tsy11,,tsy3;tseq7,,,ɦuapʰtsf
228,壁鬼,piq3ciu55,,kue3,,,
228,阴司鬼,in33sy55ciu52,,kue3,,,liŋstɕytlllf
228,指内心阴暗,tsy335ne55shin55in55een52,,,,爱算计别人的人,
228,极煞鬼,jiq1saeq5ciu52,,kue3,,,
228,力极鬼,liq1jiq5ciu52,,kue3,,,tkliʔdʑiʔtɕy
228,性急鬼,shin33ciq3ciu33,,kue3,,指性情急躁的人,ɕiŋtɕiʔtɕyt
228,倒醉鬼,tau335tse55ciu52,,tau5kue3,,,tɒtstyftsk
228,呆虫,te33dzon52,,te1;nge2,,,ŋdzoŋi
228,责骂人愚蠢,tseq3mo55zeen55gniu55tsheen52,,tseoq7;tseoq7gnin2tshoen3;tshoen3,,,
228,瘟虫,uen33dzon52,,uen1;uoen1,,,udzoŋlkf
228,责骂人熊样,tseq3mo55zeen55yon55yan52,,tseoq7;tseoq7gnin2,,,
228,贱胎,jien11the11,,jien6;zhien6the1;liic1;the3,,,fʑiẽtʰll
228,赤佬,tsheq3lau55,,lsheg7;tsheoq7,,头对人蔑视和辱,ftsʰʔlɒdtsʰoʔlɒdɤlfll
228,贼胚,zhiq1phe52,,dzeoq8;dzeoq8;zeoq8,,责骂男性品行不端,lkzəʔpʰʔ
228,强盗胚,chian335dau55phe52,,jian2,,,dʑiaŋʔdɒpʰ
228,落魄阿四,loq1phaq5o55sy52,,phaq7;pheq7;pheq7;phoq7;boq8;boq8;thoq7to;lba,,指衣冠不整的人,lloʔtʰoʔʔs
229,烂地桩,laen11di11tsaon11,,,,,lllæ̃ditsɒŋ
229,空心大佬,khuon33shin55da55lau52,,khuon5;khuon5do6,,旧指破落户,ikkʰuoŋɕiŋdolɒllllll
229,空壳大少爷,khuon33khoq5da55sau55ya52,,khuon5;khuon5do6sau5,,,lkʰuoŋkoʔdoksɒɦia
229,烂料,laen11liau11,,,,责骂败家子,klæ̃liɒl
229,搭色佬,taeq3seoq5lau52,,,,指已婚男性有外遇的,ttʔsəʔlɒll
229,妍头,deu231,,,&,居的男人或女人,
229,搭头,taeq3deu52,,,,,tʔdɤ
229,花客,huo33khaq5,,,,旧指吃喝嫖赌的人,thuokʰaʔll
229,烂货,laen11hu11,,,,责骂女性作风不正,klhuitfll
229,余客,yu11khaq5,,yu2;yu2,,旧指无业游民,
229,堕贫,do115bin52,,,,,lfdobiŋllltklik
229,老嫚,lau113,,lau4;lau6,&,,
229,嫚线,shien33,,,&,,
229,鳗鱼苗,moen11yu55miau52,,ng2,,,fft
229,告化子,ka33huo33tsy33,,kau5;kau5tsy3;tseq7,,,kɒhuotskahuotsz
229,乞丐,chiq3ke55,,,,,
229,讨饭,thau335vaen52,,thau5;thau5vaen2;vaen6,,,itɒvæ̃
229,讨饭佬,thau335vaen55lau52,,thau5;thau5vaen2;vaen6,,,tʰvllp
229,大班讨饭,da11paen11thau11vaen11,,do6thau5;thau5vaen2;vaen6,,,kittdoptʰɒvtk
229,婊子,piau335tsy52,,tsy3;tseq7,,,lpiɒts
229,天亮嫂,thien33lian55sau52,,,,,tʰiẽliaŋsɒ
229,沿凡咯,yen11vaen55koq54,,yen2;yen6,,,flɦivæ̃ɡoʔk
229,贼骨头,zhiq1kueq5deu52,,dzeoq8;dzeoq8;zeoq8kuēq7;kuoeq7;kuoq7,,小偷,zəʔkuʔdɤlvf
229,暗贼,een33zhiq3,,dzeoq8;dzeoq8;zeoq8,,,lẽzəʔʔ
229,背贼,pe33zhiq5,,pe1;pe5;pe5;be6;be6;be6dzeoq8;dzeoq8;zeoq8,,白天隐藏在人家中晚上出来偷盗的小偷,biẽpzəʔikʔʑllkf
229,撮鸟儿,tseq3tiau55gni52,,tsheq7;tsheq7;tsheg7;tshoeq7tidu5;gnhiau3;ghhiau3;gniau412;ghi2;i2,,手,tsʰøʔtiɒlk
229,三只手,saen33tsy55seu52,,tsy3;tseq7;ciq7;ciq7;ciq7;tseoq7,,,sæ̃tsəʔsɤ
229,骗贼,phien33zhiq3,,dzeoq8;dzeoq8;zeoq8,,,lpʰiẽzəʔ
229,骗子,phien33tsy33,,tsy3;tseq7,,,fpʰiẽts
229,篾骗,miq1phien55,,,,谐音篾片对骗子的谑称,
230,第七章,di11chiq1tsaon11,,,,绍兴方言分类词汇中,
230,强盗,chian335dau52,,jian2,,,iidʑiaŋdɒk
230,破脚骨,pha33ciaq3kueq3,,phā5;pho5kuēq7;kuoeq7;kuoq7,,,pʰatɕiaʔkuʔlifl
230,地痞流氓,di11lieu11maon11,,,&,,
230,地头蛇,di11deu11zo11,,,,,lldidɤzo
230,瘪三,piq3saen52,,,,不务正业的游民,
230,工人,kuon33zeen52,,gnin2,,,lkuoŋȵiŋ
230,做工咯,tso33kuon33koq3,,,,,
230,农民,non11min52,,,,,lnoŋmiŋ
230,种田,tson335dien52,,tson3;tson5,,,
230,务农咯,wu11non11koq1,,wu6;u5,,,
230,田墩头,dien11toen55deu52,,,,旧时指富裕的农民,diẽtdll
230,地主,di11ciu11,,,,,lditɕy
230,老相公,lau115shian55kuon52,,lau4;lau6shian5;shian5,,旧日词,zlɒɕiaŋkuoŋll
230,佃户,dien11wu55,,,,旧日时指向地主租田缴租的农民,diɦuilltlflfk
230,收租老相公,seu33tsu55lau55shian55kuon52,,lau4;lau6shian5;shian5,,旧时指替地主向细户收租的人,fltfstsulɒɕiaŋkuoŋllttlll
230,会计,kue33ci33,,kue5;we6,,,tkutɕi
230,账房先生,tsan33vaon33shien33san33,,san1;seon1,,旧词,kltsaŋvɒŋɕiẽsaŋllli
230,长年,tsan335gnien52,,tsan3;dzan2,,长工,dzaŋȵiẽl
230,短工,toen335kuon52,,,,,ktøkuoŋ
230,临时工,lin11zy55kuon52,,,,,lllliŋzkuoŋ
230,手脚,seu335ciaq54,,,,干活时的进度伊快别人种一埭伊种两埭,stiaʔlttkttft
230,头脑,deu11nau55,,,,领班,ltik
230,做手艺咯,tso33seu33gni33koq3,,,,手艺人,lltsosȵiɡoʔk
230,生活,san33weq5,,san1;seon1wog8;woeq8;woq8;woq8,,活儿,lsaŋɦuʔll
230,百作,paq3tseq5,,tsog7;tsoq7;tsoq7,,各行各业,paʔtsoʔ
230,田作,dien11tseq5,,tsog7;tsoq7;tsoq7,,农事,llldiẽtsoʔ
230,木作师父,moq1tseq5sy55vu52,,tsog7;tsoq7;tsoq7,,,lmoʔtsoʔsɦu
230,木匠,moq1jian55,,jian4;zhian4,,师父,limoʔʑiaŋsɦu
230,作头师父,tseq3deu55sy55vu52,,tsog7;tsoq7;tsoq7,,,ltsoʔdɤsɦu
230,竹作师父,tsoq3tseq5sy55vu52,,tsog7;tsoq7;tsoq7,,,tsoʔtsoʔsʔɦulʔi
231,竹匠,tsoq3jian55,,jian4;zhian4,,,ltsoʔʑiaŋ
231,簟匠,dien115jian52,,jian4;zhian4,,匠,
231,泥水作师父,gni11sy55tseq5sy55vu52,,gni2;gni6sy3;se3tsog7;tsoq7;tsoq7,,,kfliȵistsoʔsɦu
231,泥水匠,gni11sy55jian52,,gni2;gni6sy3;se3jian4;zhian4,,,klȵisʑiaŋk
231,做泥子咯,tso33gni33tsy33koq3,,gni2;gni6tsy3;tseq7,,,
231,石匠,zaq1jian55,,zaq8;zeoq8jian4;zhian4,,,illzaʔʑiaŋk
231,石作师父,zaq1tseq5sy55vu52,,zaq8;zeoq8tsog7;tsoq7;tsoq7,,,fllzaʔtsoʔsɦu
231,织布匠,tseq3pu55jian52,,tseoq7;tseoq7pu5jian4;zhian4,,,iltsʔpuʑiaŋk
231,腰机师父,iau33ci55sy55vu52,,,,,liitɕisɦu
231,榜花师父,paon335huo55sy55vu52,,,,,lpʰɒŋhuosɦullll
231,篷作师父,bon11tseq5sy55vu52,,tsog7;tsoq7;tsoq7,,,liboŋtsoʔsɦuffl
231,染坊师父,zeen115faon55sy55vu52,,zeen4;gnien4;gnien4;zoen4,,,lzẽfɒŋssɦulll
231,印染工,in33zeen33kuon33,,zeen4;gnien4;gnien4;zoen4,,,
231,漆匠,chiq3jian55,,jian4;zhian4,,师父,ltʰiʔʑiaŋsɦu
231,铁匠,thiq3jian55,,jian4;zhian4,,师父,tʰiʔʑiaŋkksɦu
231,打铁佬,to335thiq5lau52,,to3;tan3,,对铁匠的贬称,tftaŋtʰiʔlɒtlt
231,白铁师父,baq1thiq5sy55vu52,,,,用白铁皮制作器具的工匠,lbaʔtʰiʔsɦuillf
231,铜匠,don11jian55,,jian4;zhian4,,师父,tdoŋʑiaŋsɦu
231,箍桶师父,khu33don55sy55vu52,,,,,tkʰudoŋsɦuftf
231,裁缝师父,ze11von55sy55vu52,,von2;von6,,,tzvoŋsɦu
231,裁缝,ze11von52,,von2;von6,,,zʔvoŋ
231,皮匠,bi11jian55,,jian4;zhian4,,师父,lbiʑiaŋsɦu
231,理发匠,li115faeq5jian52,,faeq7;faeq7jian4;zhian4,,,fllifʔʑiaŋ
231,剃头师父,thi33deu33sy33vu33,,,,,ltʰidɤsɦu
231,剃头佬,thi33deu33lau33,,,,对理发匠的贬称,tʰittttf
231,烧饭师父,sau33vaen55sy55vu52,,vaen2;vaen6,,厨,sɒvæ̃sɦulf
231,饭头,vaen11deu52,,vaen2;vaen6,,,tvæ̃dɤʔ
231,船老板,zeen11lau55paen52,,zeen2;zoen2lau4;lau6,,,kzlɒpæ̃
231,船头脑,zeen11deu55nau52,,zeen2;zoen2,,,zẽdɤnɒ
231,老板,lau115paen52,,lau4;lau6,,,lɒpæ̃
232,第七章,di11chiq1tsaon11,,,,,
232,即指,ciq3tsy55,,,,店主的主字,ltt
232,老板娘,lau115paen55gnian52,,lau4;lau6,,,ttlɒlpæ̃ȵiaŋ
232,售货员,dzeu11hu11yoen11,,nzyoen2;yoen6,&,,zɤhuɦiø̃
232,店信,tien33shin33,,,,,tiẽku
232,服务员,voq1wu55yoen52,,wu6;u5yoen2;yoen6,,,kvoʔɦuɦiɕ
232,堂信,daon11shin55,,,,,iidɒŋk
232,朝奉,tsau33von55,,tsau1;dzau2,,旧时指当铺的伙计,zŋvolk
232,老伯,lau115paq54,,lau4;lau6,,老工人多指门房伯有尾是儿化,tllɒpaŋllflpaŋl
232,韵的残余,yoen11tiq1dzaen11yu11,,yu2;yu2,,,f
232,投递员,deu11di55yoen52,,yoen2;yoen6,,,tlddiɦi
232,邮差,yeu11tshy52,,crry1;tsha1;tsha3;tsho1;tsho1;tsho1,,,
232,佣人,yon11zeen11,,gnin2,,,ɦioŋniŋflllu
232,嬷嬷,mo11mo52,,,,保姆,
232,阿姑,o33ku52,,to;lba,,未婚的保姆,ʔkukt
232,丫头使女,ia33deu55sy55gniu52,,o1;ie1;to;to!gniu4;no4,,,iodɤsnylllilytf
232,丫头,ia33deu52,,o1;ie1;to;to!,,,
232,奶娘,na115gnian52,,na4;nha5,,奶妈,tnaliŋ
232,奶,na113,,na4;nha5,,,
232,老娘婆,lau115gnian55bo52,,lau4;lau6mo2,,,ilɒiaŋboii
232,接生婆,ciq3san55bo52,,san1;seon1mo2,,,
232,生意人,san33i55zeen52,,san1;seon1gnin2,,商人,ksaŋiŋiŋ
232,做小生意,tso33shiau33san33i33,,san1;seon1,,小商人,
232,行贩,ghan11paen55,,yin2;yin2;ghaon2;ghaon2paen5;faen5,,小贩,lɦɒŋfæ̃l
232,担货郎担,taen33hu55laon55taen52,,taen1;taen5taen1;taen5,,货郎,
232,客,khaq45,,,,经纪人,ldʑikʰa
232,中央,tson33ian52,,tson5;tson5,,人中人,
232,荐头,cien33deu33,,cien5;cien5,,介绍人,tiẽd
232,同行门,don11ghan55meen52,,yin2;yin2;ghaon2;ghaon2,,同行,
232,内行人,ne11ghan11zeen11,,yin2;yin2;ghaon2;ghaon2gnin2,,,nɦɒŋȵiŋʔ
232,在行人,dze115ghan55zeen52,,uze4;ze4yin2;yin2;ghaon2;ghaon2gnin2,,,zllɦɒŋȵiŋ
233,外行,nga11ghan11,,nga6;wa6yin2;yin2;ghaon2;ghaon2,,外行人,ŋaɦɒŋʔ
233,师爷,sy33ya52,,,,旧时称衙门中的幕僚,lsɦiallllllll
233,教书先生,ka33shiu33shien33san33,,kau5;cnpy;esan1;seon1,&,教师,lkɒɕyɕiẽsaŋli
233,教书咯,ka33shiu33koq3,,kau5;cnpy;e,,,
