split	page	row_index	hanzi	wupin	ipa	ipa_digits	image	quality	match_score	candidate_headword	pdf_text	crop_bbox	tone_position	tone_upper_components	tone_lower_components	tone_paired_components	tone_baseline_y
train	135	6	初初	tshu33tshu52	tsʰu³³tsʰu⁵²	tsʰu33tsʰu52	train/images/page_135_0006.png	matched	1.0	初初	初初tshu~itshu气tshu甘tSh心最初。	(254.0, 429.0, 344.0, 465.75)	both_upper_lower	2	2	3	114.96
train	135	7	最近	tse55jin113	tsᴇ⁵⁵dʑiŋ¹¹³	tsᴇ55dʑiŋ113	train/images/page_135_0007.png	matched	1.0	最近	最近ts忒d砌1 13	(255.0, 469.0, 363.0, 503.25)	both_upper_lower	4	3	2	115.41
review	135	8	后首	gheu115seu52	ɦə¹¹⁵sə⁵²	ɦə115sə52	review/images/page_135_0008.png	weak_match	0.5	后甘	后甘沁：：知s砌后米。	(255.0, 508.0, 362.0, 547.25)	both_upper_lower	5	5	9	109.60
review	135	10	末丫	meq3o52	mᴇʔ³ɒ⁵²	mᴇʔ3ɒ52	review/images/page_135_0010.png	weak_match	0.5	未丫	未丫me?t3o又	(277.0, 586.0, 364.0, 622.75)	upper_only	4	0	0	110.54
train	135	11	今年	cin335gnien52	tɕiŋ³³⁵ȵiẽ⁵²	tɕiŋ335ȵiẽ52	train/images/page_135_0011.png	matched	1.0	今年	今年t~il]品m砌	(256.0, 663.0, 333.0, 702.25)	both_upper_lower	4	1	1	121.04
train	135	12	真年	tseen33gnien52	tsẽ³³ȵiẽ⁵²	tsẽ33ȵiẽ52	train/images/page_135_0012.png	matched	1.0	真年	真年ts昧心甜	(286.0, 702.0, 387.0, 741.25)	both_upper_lower	5	3	5	117.23
review	135	13	干年	keen33gnien52	kẽ³³ȵiẽ⁵²	kẽ33ȵiẽ52	review/images/page_135_0013.png	weak_match	0.5	下年	下年K昧心础	(286.0, 741.0, 383.0, 780.25)	both_upper_lower	5	1	2	116.95
review	135	14	明年	meen115gnien52	mẽ¹¹⁵ȵiẽ⁵²	mẽ115ȵiẽ52	review/images/page_135_0014.png	weak_match	0.5	叨年	叨年mitJit如i砌	(256.0, 781.0, 335.0, 820.25)	upper_only	3	0	0	119.92
train	135	15	门年	meen11gnien52	mẽ¹¹ȵiẽ⁵²	mẽ11ȵiẽ52	train/images/page_135_0015.png	matched	1.0	门年	门年m豁如翡	(287.0, 820.0, 390.0, 858.0)	upper_only	8	0	0	117.34
train	135	16	后年	gheu11gnien55	ɦə¹¹ȵiẽ⁵⁵	ɦə11ȵiẽ55	train/images/page_135_0016.png	matched	1.0	后年	后年fi¥:加i础	(256.0, 859.0, 357.0, 898.25)	both_upper_lower	5	3	4	115.97
train	135	17	大后年	do11gheu11gnien55	dɒ¹¹ɦə¹¹ȵiẽ⁵⁵	dɒ11ɦə11ȵiẽ55	train/images/page_135_0017.png	matched	1.0	大后年	大后年do 11 fi沈加础	(281.0000915527344, 898.0, 419.0002136230469, 934.75)	lower_only	5	2	0	116.30
train	135	18	大大后年	do11do11gheu11gnien55	dɒ¹¹dɒ¹¹ɦə¹¹ȵiẽ⁵⁵	dɒ11dɒ11ɦə11ȵiẽ55	train/images/page_135_0018.png	matched	1.0	大大后年	大大后年do 11do 11 fi沭加础大后年之后的一年。	(305.0, 936.0, 393.0, 974.0)	upper_only	1	0	0	109.90
train	135	19	旧年	jieu11gnien55	dʑiə¹¹ȵiẽ⁵⁵	dʑiə11ȵiẽ55	train/images/page_135_0019.png	matched	1.0	旧年	"旧年［头] d加""n,i础[d咄］去年。"	(257.0, 975.0, 376.0, 1014.25)	upper_only	4	0	0	120.51
train	135	20	前年头	zhien11gnien55deu52	ʑiẽ¹¹ȵiẽ⁵⁵də⁵²	ʑiẽ11ȵiẽ55də52	train/images/page_135_0020.png	matched	0.75	前年头巩	前年头巩L犹如砌d咄前年。	(301.0, 1014.0, 395.0, 1053.25)	both_upper_lower	7	1	1	119.60
train	135	21	大前年	do11zhien11gnien55	dɒ¹¹ʑiẽ¹¹ȵiẽ⁵⁵	dɒ11ʑiẽ11ȵiẽ55	train/images/page_135_0021.png	matched	1.0	大前年	大前年do 11~ i础几i础	(282.0000915527344, 1054.0, 390.0, 1092.0)	upper_only	4	0	0	117.31
train	135	22	大大前年	do11do11zhien11gnien55	dɒ¹¹dɒ¹¹ʑiẽ¹¹ȵiẽ⁵⁵	dɒ11dɒ11ʑiẽ11ȵiẽ55	train/images/page_135_0022.png	matched	1.0	大大前年	大大前年do1 1 do11~i耐扭i础，do 11do 11 ~i豁如甜大前年之前的一年。	(303.0, 1092.0, 391.0, 1131.25)	upper_only	4	0	0	126.35
train	135	23	前几年	zhien11ci55gnien52	ʑiẽ¹¹tɕi⁵⁵ȵiẽ⁵²	ʑiẽ11tɕi55ȵiẽ52	train/images/page_135_0023.png	matched	1.0	前几年	前几年m础t1pi~妞i碑	(283.0, 1133.0, 361.0, 1171.0)	both_upper_lower	3	2	1	115.66
train	135	24	一年到头	iq3gnien55ta55deu52	iʔ³ȵiẽ⁵⁵ta⁵⁵də⁵²	iʔ3ȵiẽ55ta55də52	train/images/page_135_0024.png	matched	1.0	一年到头	一年到头ie?妞i础咄d咄整年。	(307.0, 1171.0, 446.0, 1211.5)	both_upper_lower	8	5	10	122.70
train	135	25	年把	gnien11po55	ȵiẽ¹¹pɒ⁵⁵	ȵiẽ11pɒ55	train/images/page_135_0025.png	matched	1.0	年把	年把m础po穿一年左右。	(258.0, 1211.0, 335.0, 1249.0)	upper_only	2	0	0	118.14
train	135	26	上半年	zaon11poen11gnien55	zɒŋ¹¹pø̃¹¹ȵiẽ⁵⁵	zɒŋ11pø̃11ȵiẽ55	train/images/page_135_0026.png	matched	1.0	上半年	上半年ZDIJIIP翻m砌，ZDI) p01 心1e:s5	(283.0000915527344, 1249.0, 390.0, 1288.25)	upper_only	2	0	0	122.13
train	135	27	下半年	gho115poen55gnien52	ɦɒ¹¹⁵pø̃⁵⁵ȵiẽ⁵²	ɦɒ115pø̃55ȵiẽ52	train/images/page_135_0027.png	matched	1.0	下半年	下半年加盄pm她i砌，	(282.0002136230469, 1288.0, 385.0, 1327.25)	upper_only	1	0	0	118.18
train	136	1	年初	gnien11tshu52	ȵiẽ¹¹tsʰu⁵²	ȵiẽ11tsʰu52	train/images/page_136_0001.png	matched	1.0	年初	年初m础tshu '2	(222.0, 221.0, 330.00018310546875, 256.5)	upper_only	5	0	0	118.23
train	136	2	年底	gnien11ti55	ȵiẽ¹¹ti⁵⁵	ȵiẽ11ti55	train/images/page_136_0002.png	matched	0.6667	年底压	年底压i础td?	(221.0, 260.0, 287.0, 299.25)	upper_only	6	0	0	117.91
train	136	3	年脚	gnien11ciaq5	ȵiẽ¹¹tɕiaʔ⁵	ȵiẽ11tɕiaʔ5	train/images/page_136_0003.png	matched	1.0	年脚	年脚n,i础t¥ia?;5	(222.0, 299.0, 338.0, 337.0)	both_upper_lower	9	2	3	117.86
train	136	4	年外头	gnien11nga55deu52	ȵiẽ¹¹ŋa⁵⁵də⁵²	ȵiẽ11ŋa55də52	train/images/page_136_0004.png	matched	1.0	年外头	年外头m础lJ忒d¥铲过年以后。	(222.0, 338.0, 335.0, 378.5)	both_upper_lower	6	3	5	122.66
train	136	5	上个月	zaon115geq5yoeq54	zɒŋ¹¹⁵ɡᴇʔ⁵ɦiøʔ⁵⁴	zɒŋ115ɡᴇʔ5ɦiøʔ54	train/images/page_136_0005.png	matched	0.6667	个月	L个月ZDIJ盄ge?t5 (ko? ) fii0?~ 	(220.0, 411.412109375, 390.0, 456.82830810546875)	both_upper_lower	4	2	2	147.78
train	136	6	前个月	zhien11geq5yoeq54	ʑiẽ¹¹ɡᴇʔ⁵ɦiøʔ⁵⁴	ʑiẽ11ɡᴇʔ5ɦiøʔ54	train/images/page_136_0006.png	matched	1.0	前个月	前个月m础ge?15 (ko? ) fii0忧	(244.0, 450.412109375, 414.0, 495.82830810546875)	both_upper_lower	6	2	2	151.28
review	136	8	上半个月	zaon115poen55geq5yoeq54	zɒŋ¹¹⁵pø̃⁵⁵ɡᴇʔ⁵ɦiøʔ⁵⁴	zɒŋ115pø̃55ɡᴇʔ5ɦiøʔ54	review/images/page_136_0008.png	weak_match	0.5714	平个月	1平个月ZDI) 盄p础gen (ko? ) fii0忧	(244.00021362304688, 528.412109375, 459.0002136230469, 573.8283081054688)	both_upper_lower	8	7	9	147.53
train	136	9	下半个月	gho115poen55geq5yoeq54	ɦɒ¹¹⁵pø̃⁵⁵ɡᴇʔ⁵ɦiøʔ⁵⁴	ɦɒ115pø̃55ɡᴇʔ5ɦiøʔ54	train/images/page_136_0009.png	matched	1.0	下半个月	下半个月fio盄p础ge?f( ko? ) 加?B	(244.0, 573.0, 450.0, 611.0)	both_upper_lower	7	7	13	112.52
train	136	10	月初	yoeq1tshu52	ɦiøʔ¹tsʰu⁵²	ɦiøʔ1tsʰu52	train/images/page_136_0010.png	matched	1.0	月初	月初fii0?? t shu '1	(198.0, 612.0, 311.0, 647.5)	both_upper_lower	7	1	2	115.60
train	136	11	月半	yoeq1poen55	ɦiøʔ¹pø̃⁵⁵	ɦiøʔ1pø̃55	train/images/page_136_0011.png	matched	1.0	月半	月半fii0汗p睬衣加I - /J~Fl 。	(198.0, 651.0, 314.0, 690.25)	both_upper_lower	6	2	4	116.72
train	136	13	闰月	yoen11yoeq1	ɦiø̃¹¹ɦiøʔ¹	ɦiø̃11ɦiøʔ1	train/images/page_136_0013.png	matched	1.0	闰月	闰月画”而？；｀	(197.0, 730.0, 303.0002136230469, 768.0)	both_upper_lower	7	1	2	114.86
train	136	14	月份	yoeq1veen55	ɦiøʔ¹vẽ⁵⁵	ɦiøʔ1vẽ55	train/images/page_136_0014.png	matched	1.0	月份	月份fii0?汃v拟	(199.0, 769.0, 297.0, 807.0)	both_upper_lower	5	3	5	113.83
train	136	18	今朝	cin33tsau52	tɕiŋ³³tsɤ⁵²	tɕiŋ33tsɤ52	train/images/page_136_0018.png	matched	1.0	今朝	今朝t<;ilJ品tso51 今人	(199.0, 963.0, 312.0, 1001.0)	lower_only	5	1	0	118.86
review	136	19	真朝	tseen33tsau52	tsẽ³³tsɤ⁵²	tsẽ33tsɤ52	review/images/page_136_0019.png	weak_match	0.5	页朝	页朝ts昢tso51	(229.0, 1003.0, 322.0, 1038.5)	both_upper_lower	3	4	5	111.23
review	136	20	干朝	keen33tsau52	kẽ³³tsɤ⁵²	kẽ33tsɤ52	review/images/page_136_0020.png	weak_match	0.5	下朝	下朝ke盓tso'1	(229.0, 1042.0, 318.0, 1078.75)	both_upper_lower	4	3	4	115.90
train	136	21	明朝	meen115tsau52	mẽ¹¹⁵tsɤ⁵²	mẽ115tsɤ52	train/images/page_136_0021.png	matched	1.0	明朝	明朝mil)沿tso52 叭人u	(199.0, 1081.0, 313.0, 1117.75)	lower_only	6	1	0	117.12
review	136	22	门朝	meen11tsau52	mẽ¹¹tsɤ⁵²	mẽ11tsɤ52	review/images/page_136_0022.png	weak_match	0.5	门刑	门刑Jm础tso51	(223.0, 1120.0, 325.0, 1155.5)	both_upper_lower	5	4	7	112.71
review	136	23	后日	gheu11gniq5	ɦə¹¹ȵiʔ⁵	ɦə11ȵiʔ5	review/images/page_136_0023.png	weak_match	0.5	后天	后目fi¥ i 加ie?r 后天。	(371.0, 1159.0, 399.0, 1197.0)	no_detected_tone_digits	0	0	0	137.55
train	136	24	大后日	do11gheu11gniq5	dɒ¹¹ɦə¹¹ȵiʔ⁵	dɒ11ɦə11ȵiʔ5	train/images/page_136_0024.png	matched	1.0	大后日	大后日do 11 fi忒加en3大后）《。	(220.0, 1198.0, 300.0, 1233.5)	upper_only	2	0	0	107.08
train	136	25	大大后日	do11do11gheu11gniq1	dɒ¹¹dɒ¹¹ɦə¹¹ȵiʔ¹	dɒ11dɒ11ɦə11ȵiʔ1	train/images/page_136_0025.png	matched	0.75	大人后日	"大人后日do 11do 11 fi i1 ~沁ien3,do11d""!!""11fi¥1.1i3 n,ie?f大后天之后的"	(252.0, 1229.412109375, 367.0, 1274.8282470703125)	upper_only	5	0	0	152.55
train	137	1	前日	jien11gni55	dʑiẽ¹¹ȵi⁵⁵	dʑiẽ11ȵi55	train/images/page_137_0001.png	matched	1.0	前日	前日z面如心前人。	(292.0, 195.0, 395.0, 234.25)	both_upper_lower	6	2	3	118.01
train	137	3	大前日	do11jien11gni11	dɒ¹¹dʑiẽ¹¹ȵi¹¹	dɒ11dʑiẽ11ȵi11	train/images/page_137_0003.png	matched	0.6667	大前	大前Udo11*i耐忨咄入前天。	(291.0, 278.0, 371.0, 316.0)	no_detected_tone_digits	0	0	0	111.34
train	137	4	大大前日	do11do11jien11gni11	dɒ¹¹dɒ¹¹dʑiẽ¹¹ȵi¹¹	dɒ11dɒ11dʑiẽ11ȵi11	train/images/page_137_0004.png	matched	0.75	大大前	大大前Fldo 11 do 11勾舌如心大前大之前的一天。	(315.0, 317.0, 414.0, 353.75)	upper_only	3	0	0	104.78
review	137	5	第二日	di11gni11gni11	di¹¹ȵi¹¹ȵi¹¹	di11ȵi11ȵi11	review/images/page_137_0005.png	promoted_low_cer0.2	0.4	第七	第＿七Idi1 加II n,ie背第二天。	(309.00006103515625, 356.0, 414.0, 391.5)	upper_only	6	0	0	115.62
train	137	9	歇	shiq45	ɕiʔ⁴⁵	ɕiʔ45	train/images/page_137_0009.png	matched	1.0	歇	歇［两］日邺1砌[ lial)步]n,ie?t' 过一段时间。	(268.0, 473.0, 339.0, 512.25)	upper_only	1	0	0	105.77
train	137	11	前两日	jien11lian55gni52	dʑiẽ¹¹liaŋ⁵⁵ȵi⁵²	dʑiẽ11liaŋ55ȵi52	train/images/page_137_0011.png	matched	0.6667	前呐日	前呐日远讲liaIJl扭ie?B	(337.00006103515625, 551.0, 432.0, 590.25)	both_upper_lower	5	2	4	119.70
review	137	12	成日	dzeon11gni55	dzəŋ¹¹ȵi⁵⁵	dzəŋ11ȵi55	review/images/page_137_0012.png	weak_match	0.5	成	成1」dZ~IJ甘虹ie?r整天c	(269.0, 591.0, 340.0, 627.75)	lower_only	0	2	0	103.97
train	137	15	夜头	ya11deu11	ɦa¹¹də¹¹	ɦa11də11	train/images/page_137_0015.png	matched	1.0	夜头	夜头fi i a1 1d设晚l二。	(294.0, 707.0, 392.0, 743.75)	both_upper_lower	5	2	4	112.53
train	137	16	天亮快	thien33lian55khua52	tʰiẽ³³liaŋ⁵⁵kʰua⁵²	tʰiẽ33liaŋ55kʰua52	train/images/page_137_0016.png	matched	0.6667	犬亮快	犬亮快t州睬lial)i如ua~大快如1寸	(318.0002136230469, 746.0, 408.0, 784.0)	both_upper_lower	4	1	1	117.02
review	137	17	天亮	thien33lian55	tʰiẽ³³liaŋ⁵⁵	tʰiẽ33liaŋ55	review/images/page_137_0017.png	weak_match	0.5	大亮	大亮［头]thj睬lialJ~~[d忒］人刚归叭	(294.0, 785.0, 437.0, 824.25)	both_upper_lower	8	1	2	117.50
review	137	18	清早	chin33tsau55	tɕʰiŋ³³tsɤ⁵⁵	tɕʰiŋ33tsɤ55	review/images/page_137_0018.png	weak_match	0.5	沾早	沾早［头] tchilJ~hs曲[d咄］	(318.0, 824.0, 436.0, 863.25)	both_upper_lower	5	4	3	116.52
train	137	19	早起头	tsau335chi55deu52	tsɤ³³⁵tɕʰi⁵⁵də⁵²	tsɤ335tɕʰi55də52	train/images/page_137_0019.png	matched	1.0	早起头	早起头tso335 t砂i矿d¥钓早J心。	(319.0002136230469, 863.0, 401.0, 901.0)	upper_only	5	0	0	116.29
train	137	20	早起	tsau335chi52	tsɤ³³⁵tɕʰi⁵²	tsɤ335tɕʰi52	train/images/page_137_0020.png	matched	1.0	早起	早起tso' ·10 t砂i铲	(319.0, 902.0, 401.0, 938.75)	upper_only	3	0	0	113.81
review	137	21	上昼	zan115tseu52	zaŋ¹¹⁵tsə⁵²	zaŋ115tsə52	review/images/page_137_0021.png	weak_match	0.5	昼	L昼［头] ZDl)11ts戏[d烛JL:/F 。	(296.0, 941.0, 401.0, 980.25)	lower_only	3	2	0	115.35
train	137	23	晏快	aen33khua33	æ̃³³kʰua³³	æ̃33kʰua33	train/images/page_137_0023.png	matched	1.0	晏快	晏快无Hk11ua3' 将近中午的时候	(296.0, 1019.0, 412.0, 1054.5)	both_upper_lower	5	1	1	113.32
review	137	24	晏昼	aen33tseu33	æ̃³³tsə³³	æ̃33tsə33	review/images/page_137_0024.png	weak_match	0.5	晏社	晏社［头］无33 ts跺[d咄］中午。	(296.0, 1058.0, 383.0, 1096.0)	lower_only	4	1	0	121.49
train	137	25	晏午时	aen33wu33zy33	æ̃³³ɦu³³zɿ³³	æ̃33ɦu33zɿ33	train/images/page_137_0025.png	matched	1.0	晏午时	晏午时无33 fiU扩芍铲正午	(320.00006103515625, 1098.0, 394.0, 1136.0)	upper_only	2	0	0	116.75
train	137	26	当晏昼头	taon33aen55tseu55deu52	tɒŋ³³æ̃⁵⁵tsə⁵⁵də⁵²	tɒŋ33æ̃55tsə55də52	train/images/page_137_0026.png	matched	1.0	当晏昼头	当晏昼头tol){i忒ts忒d戏I ,tol)n武ts裕d戏	(368.0, 1137.0, 459.0, 1175.0)	both_upper_lower	4	5	8	114.99
train	137	27	晏过	aen33ku33	æ̃³³ku³³	æ̃33ku33	train/images/page_137_0027.png	matched	1.0	晏过	晏过无33kuJJ中午刚过的时候。	(297.0, 1176.0, 395.0, 1212.75)	lower_only	4	1	0	112.27
train	137	29	下昼	gho115tseu52	ɦɒ¹¹⁵tsə⁵²	ɦɒ115tsə52	train/images/page_137_0029.png	matched	1.0	下昼	下昼fio 盄ts戏下午	(297.0, 1253.0, 413.0, 1292.25)	both_upper_lower	2	3	3	114.28
train	137	30	下昼头	gho115tseu55deu52	ɦɒ¹¹⁵tsə⁵⁵də⁵²	ɦɒ115tsə55də52	train/images/page_137_0030.png	matched	1.0	下昼头	下昼头加盄ts戏d匐	(345.0002136230469, 1293.0, 444.0, 1331.0)	both_upper_lower	5	4	9	111.25
val	138	1	夜快	ya11khua11	ɦa¹¹kʰua¹¹	ɦa11kʰua11	val/images/page_138_0001.png	matched	1.0	夜快	夜快［头]fiia 11 k11ua什[d础］傍晚c	(160.0, 188.0, 276.0, 224.75)	both_upper_lower	2	2	1	112.99
val	138	2	黄昏头	huaon33huen55deu52	huɒŋ³³huẽ⁵⁵də⁵²	huɒŋ33huẽ55də52	val/images/page_138_0002.png	matched	0.6667	货昏头	货昏头fiuo咄hu睬d1<~~ 1天色刚，电的时候c	(184.00010681152344, 227.0, 277.0, 265.0)	both_upper_lower	3	2	4	112.91
val	138	3	前半夜	jien11poen55ya52	dʑiẽ¹¹pø̃⁵⁵ɦa⁵²	dʑiẽ11pø̃55ɦa52	val/images/page_138_0003.png	matched	1.0	前半夜	前半夜m础p础fiia~~	(184.00010681152344, 265.0, 319.0, 304.25)	both_upper_lower	11	4	9	121.23
val	138	4	上半夜	zan115poen55ya52	zaŋ¹¹⁵pø̃⁵⁵ɦa⁵²	zaŋ115pø̃55ɦa52	val/images/page_138_0004.png	matched	1.0	上半夜	上半夜ZDl)l:tp础fiia片	(208.00021362304688, 305.0, 331.0, 343.0)	both_upper_lower	5	5	6	114.25
val	138	5	后半夜	gheu115poen55ya52	ɦə¹¹⁵pø̃⁵⁵ɦa⁵²	ɦə115pø̃55ɦa52	val/images/page_138_0005.png	matched	1.0	后半夜	后半夜fi1< : :~pill灿a甘	(184.0, 344.0, 297.0, 383.25)	both_upper_lower	5	5	7	114.47
val	138	6	下半夜	gho115poen55ya52	ɦɒ¹¹⁵pø̃⁵⁵ɦa⁵²	ɦɒ115pø̃55ɦa52	val/images/page_138_0006.png	matched	0.6667	卜半夜	卜半夜fio盄p础fiia片	(198.0, 383.0, 310.0, 422.25)	both_upper_lower	7	1	2	119.50
review	138	7	半夜	poen33ya33	pø̃³³ɦa³³	pø̃33ɦa33	review/images/page_138_0007.png	weak_match	0.5	平夜	平夜［三史] p033fiia片[s諒ka1Js1] 指深夜。	(160.0, 422.0, 267.0, 460.0)	upper_only	3	0	0	117.07
val	138	8	成更半夜	dzeon11kan55poen55ya52	dzəŋ¹¹kaŋ⁵⁵pø̃⁵⁵ɦa⁵²	dzəŋ11kaŋ55pø̃55ɦa52	val/images/page_138_0008.png	matched	1.0	成更半夜	成更半夜dz~IJ钳kaJJ ~ip础fiia甘	(208.0, 461.0, 334.0, 501.5)	both_upper_lower	3	2	1	120.95
val	138	9	一个钟头	iq3ko55tson55deu52	iʔ³kɒ⁵⁵tsoŋ⁵⁵də⁵²	iʔ3kɒ55tsoŋ55də52	val/images/page_138_0009.png	matched	0.75	个钟头	－个钟头ie汗ge?~5 (ko? ) tS OIJ甘d¥铲	(208.0, 534.0438232421875, 387.0, 578.6597290039062)	both_upper_lower	4	2	2	138.77
val	138	11	五分钟	wu115feen55tson52	ɦu¹¹⁵fẽ⁵⁵tsoŋ⁵²	ɦu115fẽ55tsoŋ52	val/images/page_138_0011.png	matched	0.6667	几分钟	几分钟Q:: ~醇tSO l)52	(185.00010681152344, 617.0, 306.0, 655.0)	both_upper_lower	6	2	1	119.55
review	138	12	时辰	zy11zeen52	zɿ¹¹zẽ⁵²	zɿ11zẽ52	review/images/page_138_0012.png	weak_match	0.5	肘辰	肘辰勾轩z础传统的计时中位，相当卜讷个钟头，一大一夜共	(162.0, 656.0, 269.0, 695.25)	both_upper_lower	2	4	3	116.04
review	138	14	一歇	iq3shiq5	iʔ³ɕiʔ⁵	iʔ3ɕiʔ5	review/images/page_138_0014.png	weak_match	0.5	一	一歇［歇] ie? 扣e?n1pie背］一会儿。	(415.0, 770.0438232421875, 470.0, 814.6597290039062)	lower_only	0	1	0	129.94
val	138	17	短	toen335	tø̃³³⁵	tø̃335	val/images/page_138_0017.png	matched	1.0	短	短；～咯，天咦仪落哉。	(162.0, 890.0, 242.0, 929.25)	lower_only	0	3	0	89.50
review	138	20	候来日子	gheu11le11gni11tsy11	ɦə¹¹lᴇ¹¹ȵi¹¹tsɿ¹¹	ɦə11lᴇ11ȵi11tsɿ11	review/images/page_138_0020.png	weak_match	0.5	攸来日千	攸来日千fi'1s' 11 i df1 0,ie汗ts常说不准的日千：我动身咯日千还唔有	(211.0, 1008.0, 321.0, 1047.25)	both_upper_lower	6	2	5	114.37
val	138	21	定	din11	diŋ¹¹	diŋ11	val/images/page_138_0021.png	matched	1.0	定	定｀～未话动身就动身哉r	(162.0, 1047.0, 233.0, 1086.25)	lower_only	1	1	0	109.26
val	138	24	夏场	gho11dzan11	ɦɒ¹¹dzaŋ¹¹	ɦɒ11dzaŋ11	val/images/page_138_0024.png	matched	1.0	夏场	夏场［呈]fio 11dza咄[Ii ::' ]夏大（	(163.0, 1203.0, 276.0, 1241.0)	lower_only	1	2	0	104.66
review	138	25	暖天	noen115thien52	nø̃¹¹⁵tʰiẽ⁵²	nø̃115tʰiẽ52	review/images/page_138_0025.png	weak_match	0.5	暖人	暖人画：沪ie52 指盛及时。	(163.0, 1241.0, 269.0, 1277.75)	both_upper_lower	6	1	2	116.56
test	139	0	冷天	lan115thien52	laŋ¹¹⁵tʰiẽ⁵²	laŋ115tʰiẽ52	test/images/page_139_0000.png	matched	1.0	冷天	冷天la!J 出t叮e52 指严冬时。	(262.0, 350.0, 372.0, 388.0)	both_upper_lower	5	2	2	116.40
test	139	1	冷天家	lan115thien55cia52	laŋ¹¹⁵tʰiẽ⁵⁵tɕia⁵²	laŋ115tʰiẽ55tɕia52	test/images/page_139_0001.png	matched	1.0	冷天家	冷天家la1J : :如昧ko~2	(310.0002136230469, 389.0, 449.0, 425.75)	both_upper_lower	6	5	6	115.31
test	139	2	春花头里	tsheen33huo55deu55li52	tsʰẽ³³huɒ⁵⁵də⁵⁵li⁵²	tsʰẽ33huɒ55də55li52	test/images/page_139_0002.png	matched	0.75	春化头里	春化头里tSh躲hu碌d心li界收吞花作物（如小麦、鱼豆、汕	(316.0, 428.0, 395.0, 467.25)	both_upper_lower	3	1	1	114.89
test	139	5	麦市里	maq1zy55li52	maʔ¹zɿ⁵⁵li⁵²	maʔ1zɿ55li52	test/images/page_139_0005.png	matched	0.6667	麦市出	麦市出ma?壮襟l 出｀收小麦的时候。	(287.0000915527344, 507.0, 421.0000915527344, 545.0)	both_upper_lower	10	4	9	113.50
test	139	6	稻市里	dau115zy55li52	dɤ¹¹⁵zɿ⁵⁵li⁵²	dɤ115zɿ55li52	test/images/page_139_0006.png	matched	0.6667	稻市甩	稻市甩do监咄l翡收早稻的时候c	(287.0002136230469, 546.0, 430.0002136230469, 585.25)	both_upper_lower	9	8	11	111.39
test	139	7	连作稻市里	lien11tseq5dau55zy55li52	liẽ¹¹tsᴇʔ⁵dɤ⁵⁵zɿ⁵⁵li⁵²	liẽ11tsᴇʔ5dɤ55zɿ55li52	test/images/page_139_0007.png	matched	1.0	连作稻市里	连作稻市里li础tso?15do矿芍耜l 齿双抢季节。	(334.9999694824219, 585.0, 459.0, 623.0)	upper_only	6	0	0	111.47
review	139	8	元月	gnioen11gnioeq5	ȵiø̃¹¹ȵiøʔ⁵	ȵiø̃11ȵiøʔ5	review/images/page_139_0008.png	weak_match	0.5	兀月	兀月fii0if' fij0?扎0,i0科' fii0n)公历一月。	(261.0, 663.0, 357.0, 699.75)	upper_only	6	0	0	111.23
review	139	9	正月	tseon33gnioeq5	tsəŋ³³ȵiøʔ⁵	tsəŋ33ȵiøʔ5	review/images/page_139_0009.png	weak_match	0.5	止月	止月tSdl)j汕5fu07~~ 衣历一月。	(261.0, 702.0, 386.0, 740.0)	upper_only	5	0	0	112.80
review	139	10	二月	gni11gnioeq1	ȵi¹¹ȵiøʔ¹	ȵi11ȵiøʔ1	review/images/page_139_0010.png	weak_match	0.5	二	二月t),i II 侐？？	(239.0, 741.0, 346.0, 776.5)	upper_only	4	0	0	109.42
review	139	11	三月	saen33gnioeq5	sæ̃³³ȵiøʔ⁵	sæ̃33ȵiøʔ5	review/images/page_139_0011.png	weak_match	0.5	月	＝月s諒sfii0汶	(262.0, 781.0, 341.0, 817.75)	both_upper_lower	3	4	5	110.82
test	139	12	四月	sy33gnioeq3	sɿ³³ȵiøʔ³	sɿ33ȵiøʔ3	test/images/page_139_0012.png	matched	1.0	四月	四月sl3fii0?i3	(261.0, 819.0, 354.0, 855.75)	both_upper_lower	7	2	2	115.53
test	139	13	五月	wu115gnioeq54	ɦu¹¹⁵ȵiøʔ⁵⁴	ɦu115ȵiøʔ54	test/images/page_139_0013.png	matched	1.0	五月	五月I)::~fii0?~3 	(262.0, 852.3068237304688, 356.4091796875, 897.8563842773438)	lower_only	6	1	0	149.18
test	139	14	六月	loq1gnioeq5	loʔ¹ȵiøʔ⁵	loʔ1ȵiøʔ5	test/images/page_139_0014.png	matched	1.0	六月	六月lo?i3 fii0?~3 	(262.0, 890.3068237304688, 369.0, 935.8563842773438)	both_upper_lower	7	2	3	142.18
test	139	15	五荒六月	wu115huaon55loq5gnioeq54	ɦu¹¹⁵huɒŋ⁵⁵loʔ⁵ȵiøʔ⁵⁴	ɦu115huɒŋ55loʔ5ȵiøʔ54	test/images/page_139_0015.png	matched	1.0	五荒六月	五荒六月。盄buo咄lo?;3 fii0?~ 指衣历五六月间天气炎热，义丿丿111上	(311.0, 936.0, 382.0, 974.0)	both_upper_lower	3	2	3	114.47
test	139	16	稼青黄不接	cia33chin33huaon33peq3ciq3	tɕia³³tɕʰiŋ³³huɒŋ³³pᴇʔ³tɕiʔ³	tɕia33tɕʰiŋ33huɒŋ33pᴇʔ3tɕiʔ3	test/images/page_139_0016.png	matched	0.8	稼占黄不接	稼占黄不接，旧时衣民牛活常不顺利。	(359.99993896484375, 974.0, 633.0, 1013.25)	both_upper_lower	5	9	4	104.49
