source_dataset,source_path,row_number_0based,sample_id,page,pdf_page,row_index,source_split,quality,hanzi,candidate_headword,wupin,canonical_wupin,current_label,cleaning_flags,issue_type,ipa_from_wupin,wupin_back,error_code,why_not_ok,recommended_action
source_clean,result_all_converted.clean.csv,4252,,267,,,,,天夜,,thien33ya55,thien33ya55,,,roundtrip_mismatch,tʰiẽ33ɦia55,thien33yia55,roundtrip_mismatch,? 2 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4257,,267,,,,,彩色跃动,,tshe335seoq5yaq5don52,tshe335seoq5yaq5don52,,,roundtrip_mismatch,tsʰᴇ335səʔ5ɦiaʔ5doŋ52,tshe335seoq5yiaq5don52,roundtrip_mismatch,? 3 ?? yaq->yiaq?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4261,,267,,,,,刮龙卷风,,kuaeq3lon55cioen55fon52,kuaeq3lon55cioen55fon52,,,roundtrip_mismatch,kuæʔ3loŋ55tɕiø̃55foŋ52,kuaeq3lon55tcioen55fon52,roundtrip_mismatch,? 3 ?? cioen->tcioen?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4265,,267,,,,,打雨毛丝,,to335yu55mhau55sy52,to335yu55mhau55sy52,,,forward_error,to335ɦy55<mhau55>sɿ52,,unknown_final:hau:mhau,???? mhau ??? hau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4285,,268,,,,,出蛟,,tsheq3ciau52,tsheq3ciau52,,,roundtrip_mismatch,tsʰeʔ3tɕiɒ52,tsheq3tciau52,roundtrip_mismatch,? 2 ?? ciau->tciau?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4291,,268,,,,,结冰,,ciq3pin52,ciq3pin52,,,roundtrip_mismatch,tɕieʔ3piŋ52,tciq3pin52,roundtrip_mismatch,? 1 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4294,,268,,,,,夜寒雾冷,,ya11gheen11wu11lan11,ya11gheen11wu11lan11,,,roundtrip_mismatch,ɦia11ɦẽ11ɦu11laŋ11,yia11gheen11wu11lan11,roundtrip_mismatch,? 1 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4297,,268,,,,,烊雪,,yan11shiq5,yan11shiq5,,,roundtrip_mismatch,ɦiaŋ11ɕieʔ5,yian11shiq5,roundtrip_mismatch,? 1 ?? yan->yian?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4300,,268,,,,,孵太阳,,bu11tha11yan11,bu11tha11yan11,,,roundtrip_mismatch,bu11tʰa11ɦiaŋ11,bu11tha11yian11,roundtrip_mismatch,? 3 ?? yan->yian?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4302,,269,,,,,晒太阳,,sa33tha33yan33,sa33tha33yan33,,,roundtrip_mismatch,sa33tʰa33ɦiaŋ33,sa33tha33yian33,roundtrip_mismatch,? 3 ?? yan->yian?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4318,,269,,,,,鴆,,,,,,empty_wupin,,,empty_wupin,??????????????,?????????????????? IPA?
source_clean,result_all_converted.clean.csv,4319,,269,,,,,还潮,,waen11dzau52,waen11dzau52,,,roundtrip_mismatch,ɦuæ̃11dzɒ52,wuaen11dzau52,roundtrip_mismatch,? 1 ?? waen->wuaen?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4338,,270,,,,,烊,,yan231,yan231,,,roundtrip_mismatch,ɦiaŋ231,yian231,roundtrip_mismatch,? 1 ?? yan->yian?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4340,,270,,,,,逃患,,dau11waen55,dau11waen55,,,roundtrip_mismatch,dɒ11ɦuæ̃55,dau11wuaen55,roundtrip_mismatch,? 2 ?? waen->wuaen?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4341,,270,,,,,看见,,kheen33cien33,kheen33cien33,,,roundtrip_mismatch,kʰẽ33tɕiẽ33,kheen33tcien33,roundtrip_mismatch,? 2 ?? cien->tcien?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4344,,270,,,,,盱,,,,,,empty_wupin,,,empty_wupin,??????????????,?????????????????? IPA?
source_clean,result_all_converted.clean.csv,4345,,270,,,,,横,,wan231,wan231,,,roundtrip_mismatch,ɦuaŋ231,wuan231,roundtrip_mismatch,? 1 ?? wan->wuan?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4348,,270,,,,,哨,,,,,,empty_wupin,,,empty_wupin,??????????????,?????????????????? IPA?
source_clean,result_all_converted.clean.csv,4352,,270,,,,,听见,,thin33cien33,thin33cien33,,,roundtrip_mismatch,tʰiŋ33tɕiẽ33,thin33tcien33,roundtrip_mismatch,? 2 ?? cien->tcien?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4357,,271,,,,,食祭,,zeoq1ci55,zeoq1ci55,,,roundtrip_mismatch,zəʔ1tɕi55,zeoq1tci55,roundtrip_mismatch,? 2 ?? ci->tci?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4388,,272,,,,,项颈伸直,,ghaon115cin55seen55dzeoq54,ghaon115cin55seen55dzeoq54,,,roundtrip_mismatch,ɦɒŋ115tɕiŋ55sẽ55dzəʔ54,ghaon115tcin55seen55dzeoq54,roundtrip_mismatch,? 2 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4392,,272,,,,,摇,,yau231,yau231,,,roundtrip_mismatch,ɦiɒ231,yiau231,roundtrip_mismatch,? 1 ?? yau->yiau?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4395,,272,,,,,拱,,cion335,cion335,,,roundtrip_mismatch,tɕioŋ335,tcion335,roundtrip_mismatch,? 1 ?? cion->tcion?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4397,,272,,,,,拱,,cion335,cion335,,,roundtrip_mismatch,tɕioŋ335,tcion335,roundtrip_mismatch,? 1 ?? cion->tcion?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4404,,273,,,,,挠,,nhau52,nhau52,,,forward_error,<nhau52>,,unknown_final:hau:nhau,???? nhau ??? hau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4407,,273,,,,,撸,,ihu52,ihu52,,,forward_error,<ihu52>,,unknown_final:ihu:ihu,???? ihu ??? ihu ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4409,,273,,,,,摞,,iho335,iho335,,,forward_error,<iho335>,,unknown_final:iho:iho,???? iho ??? iho ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4410,,273,,,,,撩,,ihiau52,ihiau52,,,forward_error,<ihiau52>,,unknown_final:ihiau:ihiau,???? ihiau ??? ihiau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4417,,273,,,,,搂,,,,,,empty_wupin,,,empty_wupin,??????????????,?????????????????? IPA?
source_clean,result_all_converted.clean.csv,4422,,273,,,,,卷,,cioen335,cioen335,,,roundtrip_mismatch,tɕiø̃335,tcioen335,roundtrip_mismatch,? 1 ?? cioen->tcioen?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4425,,273,,,,,揭,,ciq45,ciq45,,,roundtrip_mismatch,tɕieʔ45,tciq45,roundtrip_mismatch,? 1 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4429,,273,,,,,研,,gnhien52,gnhien52,,,forward_error,<gnhien52>,,unknown_final:hien:gnhien,???? gnhien ??? hien ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4430,,273,,,,,掣,,,,,,empty_wupin,,,empty_wupin,??????????????,?????????????????? IPA?
source_clean,result_all_converted.clean.csv,4439,,274,,,,,拎,,ihin52,ihin52,,,forward_error,<ihin52>,,unknown_final:ihin:ihin,???? ihin ??? ihin ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4445,,274,,,,,拉,,iha52,iha52,,,forward_error,<iha52>,,unknown_final:iha:iha,???? iha ??? iha ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4451,,274,,,,,掬,,cioeq45,cioeq45,,,roundtrip_mismatch,tɕiøʔ45,tcioeq45,roundtrip_mismatch,? 1 ?? cioeq->tcioeq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4468,,275,,,,,橋,,dzip115552,dzip115552,,,forward_error,<dzip115552>,,unknown_final:ip:dzip,???? dzip ??? ip ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4480,,275,,,,,鳜,,ci33,ci33,,,roundtrip_mismatch,tɕi33,tci33,roundtrip_mismatch,? 1 ?? ci->tci?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4488,,276,,,,,丢患,,tieu33waen55,tieu33waen55,,,roundtrip_mismatch,tiɤ33ɦuæ̃55,tieu33wuaen55,roundtrip_mismatch,? 2 ?? waen->wuaen?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4513,,277,,,,,系,,ci33,ci33,,,roundtrip_mismatch,tɕi33,tci33,roundtrip_mismatch,? 1 ?? ci->tci?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4517,,277,,,,,闷,,mheen52,mheen52,,,forward_error,<mheen52>,,unknown_final:heen:mheen,???? mheen ??? heen ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4532,,277,,,,,捶,,,,,,empty_wupin,,,empty_wupin,??????????????,?????????????????? IPA?
source_clean,result_all_converted.clean.csv,4534,,277,,,,,塞进,,sa33cin33,sa33cin33,,,roundtrip_mismatch,sa33tɕiŋ33,sa33tcin33,roundtrip_mismatch,? 2 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4554,,278,,,,,踮,,,,,,empty_wupin,,,empty_wupin,??????????????,?????????????????? IPA?
source_clean,result_all_converted.clean.csv,4583,,279,,,,,汇,,we113,we113,,,roundtrip_mismatch,ɦuᴇ113,wue113,roundtrip_mismatch,? 1 ?? we->wue?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4586,,279,,,,,拦,,ihaen52,ihaen52,,,forward_error,<ihaen52>,,unknown_final:ihaen:ihaen,???? ihaen ??? ihaen ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4590,,279,,,,,做生活,,tso33san33weq3,tso33san33weq3,,,roundtrip_mismatch,tso33saŋ33ɦueʔ3,tso33san33wueq3,roundtrip_mismatch,? 3 ?? weq->wueq?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4595,,280,,,,,上夜班,,zan115ya55paen52,zan115ya55paen52,,,roundtrip_mismatch,zaŋ115ɦia55pæ̃52,zan115yia55paen52,roundtrip_mismatch,? 2 ?? ya->yia?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4599,,280,,,,,了手,,iiau115seu52,iiau115seu52,,,forward_error,<iiau115>sɤ52,,unknown_final:iiau:iiau,???? iiau ??? iiau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4610,,280,,,,,车水,,ciu33sy55,ciu33sy55,,,roundtrip_mismatch,tɕy33sɿ55,tciu33sy55,roundtrip_mismatch,? 1 ?? ciu->tciu?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4623,,281,,,,,浇水,,ciau33sy55,ciau33sy55,,,roundtrip_mismatch,tɕiɒ33sɿ55,tciau33sy55,roundtrip_mismatch,? 1 ?? ciau->tciau?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4630,,281,,,,,挑毛线,,thiau33mhau55shien52,thiau33mhau55shien52,,,forward_error,tʰiɒ33<mhau55>ɕiẽ52,,unknown_final:hau:mhau,???? mhau ??? hau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4631,,281,,,,,结毛线,,ciq3mhau55shien52,ciq3mhau55shien52,,,forward_error,tɕieʔ3<mhau55>ɕiẽ52,,unknown_final:hau:mhau,???? mhau ??? hau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4655,,282,,,,,黏,,gnhien52,gnhien52,,,forward_error,<gnhien52>,,unknown_final:hien:gnhien,???? gnhien ??? hien ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4671,,282,,,,,剪,,cien335,cien335,,,roundtrip_mismatch,tɕiẽ335,tcien335,roundtrip_mismatch,? 1 ?? cien->tcien?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4690,,283,,,,,肩浴,,cien33gnioeq5,cien33gnioeq5,,,roundtrip_mismatch,tɕiẽ33ȵiøʔ5,tcien33gnioeq5,roundtrip_mismatch,? 1 ?? cien->tcien?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4712,,284,,,,,浇,,ciau52,ciau52,,,roundtrip_mismatch,tɕiɒ52,tciau52,roundtrip_mismatch,? 1 ?? ciau->tciau?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4721,,284,,,,,拎水,,ihin33sy55,ihin33sy55,,,forward_error,<ihin33>sɿ55,,unknown_final:ihin:ihin,???? ihin ??? ihin ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4730,,284,,,,,起油锅,,chi335yeu55ku52,chi335yeu55ku52,,,roundtrip_mismatch,tɕʰi335ɦiɤ55ku52,chi335yieu55ku52,roundtrip_mismatch,? 2 ?? yeu->yieu?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4738,,285,,,,,回陶,,we11dau52,we11dau52,,,roundtrip_mismatch,ɦuᴇ11dɒ52,wue11dau52,roundtrip_mismatch,? 1 ?? we->wue?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4739,,285,,,,,回笼,,we11lon52,we11lon52,,,roundtrip_mismatch,ɦuᴇ11loŋ52,wue11lon52,roundtrip_mismatch,? 1 ?? we->wue?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4745,,285,,,,,缴,,ciau52,ciau52,,,roundtrip_mismatch,tɕiɒ52,tciau52,roundtrip_mismatch,? 1 ?? ciau->tciau?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4749,,285,,,,,盐,,yen231,yen231,,,forward_error,<yen231>,,unknown_final:en:yen,???? yen ??? en ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4755,,286,,,,,患咯,,waen11koq1,waen11koq1,,,roundtrip_mismatch,ɦuæ̃11koʔ1,wuaen11koq1,roundtrip_mismatch,? 1 ?? waen->wuaen?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4761,,286,,,,,剑,,cien33,cien33,,,roundtrip_mismatch,tɕiẽ33,tcien33,roundtrip_mismatch,? 1 ?? cien->tcien?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4773,,286,,,,,头唔有咽熟,,deu11nh55yeu55ien55zoq54,deu11nh55yeu55ien55zoq54,,,forward_error,dɤ11<nh55>ɦiɤ55iẽ55zoʔ54,,unknown_final:h:nh,???? nh ??? h ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4777,,286,,,,,话梦话,,wo11mon11wo11,wo11mon11wo11,,,roundtrip_mismatch,ɦuo11moŋ11ɦuo11,wuo11mon11wuo11,roundtrip_mismatch,? 1 ?? wo->wuo?w- ???/????????? wu-??????????? 3 ?? wo->wuo?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4790,,287,,,,,走阳,,tseu335yan52,tseu335yan52,,,roundtrip_mismatch,tsɤ335ɦiaŋ52,tseu335yian52,roundtrip_mismatch,? 2 ?? yan->yian?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4792,,287,,,,,痱迹,,fi33ciq3,fi33ciq3,,,roundtrip_mismatch,fi33tɕieʔ3,fi33tciq3,roundtrip_mismatch,? 2 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4793,,287,,,,,搔痱迹,,tsau33fi55ciq54,tsau33fi55ciq54,,,roundtrip_mismatch,tsɒ33fi55tɕieʔ54,tsau33fi55tciq54,roundtrip_mismatch,? 3 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4798,,287,,,,,筋绊牢,,cin33paen55lau52,cin33paen55lau52,,,roundtrip_mismatch,tɕiŋ33pæ̃55lɒ52,tcin33paen55lau52,roundtrip_mismatch,? 1 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4799,,287,,,,,筋吊牢,,cin33tiau55lau52,cin33tiau55lau52,,,roundtrip_mismatch,tɕiŋ33tiɒ55lɒ52,tcin33tiau55lau52,roundtrip_mismatch,? 1 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4800,,287,,,,,生毛病,,san33mhau55bin52,san33mhau55bin52,,,forward_error,saŋ33<mhau55>biŋ52,,unknown_final:hau:mhau,???? mhau ??? hau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4804,,287,,,,,见轻,,cien33chin33,cien33chin33,,,roundtrip_mismatch,tɕiẽ33tɕʰiŋ33,tcien33chin33,roundtrip_mismatch,? 1 ?? cien->tcien?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4815,,288,,,,,气急,,chi33ciq3,chi33ciq3,,,roundtrip_mismatch,tɕʰi33tɕieʔ3,chi33tciq3,roundtrip_mismatch,? 2 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4816,,288,,,,,厥起,,cioeq3chi55,cioeq3chi55,,,roundtrip_mismatch,tɕiøʔ3tɕʰi55,tcioeq3chi55,roundtrip_mismatch,? 1 ?? cioeq->tcioeq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4831,,288,,,,,疰夏,,ciu33gho33,ciu33gho33,,,roundtrip_mismatch,tɕy33ɦo33,tciu33gho33,roundtrip_mismatch,? 1 ?? ciu->tciu?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4834,,288,,,,,胃气痛,,we11chi11thon11,we11chi11thon11,,,roundtrip_mismatch,ɦuᴇ11tɕʰi11tʰoŋ11,wue11chi11thon11,roundtrip_mismatch,? 1 ?? we->wue?w- ???/????????? wu-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4836,,288,,,,,刮急,,kuaeq3ciq5,kuaeq3ciq5,,,roundtrip_mismatch,kuæʔ3tɕieʔ5,kuaeq3tciq5,roundtrip_mismatch,? 2 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4837,,288,,,,,积食,,ciq3zeoq5,ciq3zeoq5,,,roundtrip_mismatch,tɕieʔ3zəʔ5,tciq3zeoq5,roundtrip_mismatch,? 1 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4847,,289,,,,,抽筋,,tsheu33cin52,tsheu33cin52,,,roundtrip_mismatch,tsʰɤ33tɕiŋ52,tsheu33tcin52,roundtrip_mismatch,? 2 ?? cin->tcin?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4857,,289,,,,,结,,ciq45,ciq45,,,roundtrip_mismatch,tɕieʔ45,tciq45,roundtrip_mismatch,? 1 ?? ciq->tciq?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4862,,289,,,,,看毛病,,kheen33mhau33bin33,kheen33mhau33bin33,,,forward_error,kʰẽ33<mhau33>biŋ33,,unknown_final:hau:mhau,???? mhau ??? hau ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4865,,289,,,,,开药方,,khe33yaq5faon52,khe33yaq5faon52,,,roundtrip_mismatch,kʰᴇ33ɦiaʔ5fɒŋ52,khe33yiaq5faon52,roundtrip_mismatch,? 2 ?? yaq->yiaq?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4866,,289,,,,,吃药,,keq3yaq5,keq3yaq5,,,roundtrip_mismatch,keʔ3ɦiaʔ5,keq3yiaq5,roundtrip_mismatch,? 2 ?? yaq->yiaq?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4867,,289,,,,,煎药,,cien33yaq5,cien33yaq5,,,roundtrip_mismatch,tɕiẽ33ɦiaʔ5,tcien33yiaq5,roundtrip_mismatch,? 1 ?? cien->tcien?IPA ???? c ?????? tc/tci/tcia???????????? 2 ?? yaq->yiaq?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4868,,289,,,,,搽药,,dzo11yaq5,dzo11yaq5,,,roundtrip_mismatch,dzo11ɦiaʔ5,dzo11yiaq5,roundtrip_mismatch,? 2 ?? yaq->yiaq?y- ???/????????? yi-?????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4872,,290,,,,,打针灸,,to335tseen55cieu52,to335tseen55cieu52,,,roundtrip_mismatch,to335tsẽ55tɕiɤ52,to335tseen55tcieu52,roundtrip_mismatch,? 3 ?? cieu->tcieu?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4873,,290,,,,,灸,,cieu33,cieu33,,,roundtrip_mismatch,tɕiɤ33,tcieu33,roundtrip_mismatch,? 1 ?? cieu->tcieu?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
source_clean,result_all_converted.clean.csv,4876,,290,,,,,扭痧,,gnhieu335so52,gnhieu335so52,,,forward_error,<gnhieu335>so52,,unknown_final:hieu:gnhieu,???? gnhieu ??? hieu ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4878,,290,,,,,推拿,,the33nha52,the33nha52,,,forward_error,tʰᴇ33<nha52>,,unknown_final:ha:nha,???? nha ??? ha ??????? finals ???????? IPA???????????????????????????,???????????? wupin_ipa_map.json???????????
source_clean,result_all_converted.clean.csv,4882,,290,,,,,将息,,cian33shiq5,cian33shiq5,,,roundtrip_mismatch,tɕiaŋ33ɕieʔ5,tcian33shiq5,roundtrip_mismatch,? 1 ?? cian->tcian?IPA ???? c ?????? tc/tci/tcia??????????,????????????????????????????? reverse_preferences / ?????????? IPA ???????????????????
