合并状态,source_page,pdf_page,词条,OCR行号,OCR页码,OCR汉字,VLM_IPA,OCR_IPA,IPA完全相同,IPA数字相同,IPA音段相同,IPA只有数字不同,IPA相似度,VLM吴拼_由IPA反推,OCR吴拼,吴拼完全相同,吴拼数字相同,吴拼字母相同,吴拼只有数字不同,吴拼相似度,VLM吴拼反推状态,VLM_IPA来源,VLM_原始IPA字段,VLM_ipa_raw,VLM置信度,VLM备注,OCR后续汉字
仅VLM,280,158,落班,,,,loʔ1pæ̃52,,否,否,否,否,,loq1paen52,,否,否,否,否,,ok,syllables_json.final,loʔ1pæ52,loʔ1pæ̃52,1.0,,
仅VLM,280,158,起屋,,,,tɕʰiʔ5uoʔ45,,否,否,否,否,,chi5uoq45,,否,否,否,否,,unknown_ipa:ʔ,syllables_json.final,tɕʰiʔ5uoʔ45,tɕʰiʔ5uoʔ45,1.0,,
仅OCR,280,,上夜砃,599,280,上夜砃,,zaŋ115ɦa52,否,否,否,否,,,zan115gha52,否,否,否,否,,ok,,,,,,上夜砃ZOl)~~fiia11p諒
仅OCR,280,,加,608,280,加,,i52,否,否,否,否,,,i52,否,否,否,否,,ok,,,,,,捻河泥几l无县3fio~加i守嚣河泥。
仅OCR,280,,悯,617,280,悯,,koʔ3dɤ55,否,否,否,否,,,koq3deu55,否,否,否,否,,ok,,,,,,悯r11gon3d呼＇水稻长到一定时候，需停止泭水于一段时间，以
仅OCR,280,,才,602,280,才,,ɕiɤ33,否,否,否,否,,,shieu33,否,否,否,否,,ok,,,,,,打短ta9铲t0m才」知丁。
仅OCR,280,,捅秧,615,280,捅秧,,tsʰæʔ3iaŋ52,否,否,否,否,,,tshaeq3ian52,否,否,否,否,,ok,,,,,,捅秧tSh祒陌a1Js2
仅OCR,280,,捉晶,606,280,捉晶,,tsoʔ3lɤ55,否,否,否,否,,,tsoq3leu55,否,否,否,否,,ok,,,,,,"捉晶tson5l¥11修补房屋犹雨处。＂捉＂，训读字，木字为“堡,,'"
仅OCR,280,,朼种,614,280,朼种,,tsæʔ3tsoŋ335,否,否,否,否,,,tsaeq3tson335,否,否,否,否,,ok,,,,,,朼种tsre行tSOl)335播种。
仅OCR,280,,杆,610,280,杆,,ȵi52,否,否,否,否,,,gni52,否,否,否,否,,ok,,,,,,出浮泥tshe71V¥杆＇几m·
仅OCR,280,,牵启,621,280,牵启,,tɕʰiẽ33mo11,否,否,否,否,,,chien33mo11,否,否,否,否,,ok,,,,,,牵启t砂i睬rno11拉磨。
仅OCR,280,,耕旧,612,280,耕旧,,kaŋ33diẽ52,否,否,否,否,,,kan33dien52,否,否,否,否,,ok,,,,,,耕旧kaIJ~M心”
仅OCR,280,,落玑,598,280,落玑,,loʔ1pæ̃52,否,否,否,否,,,loq1paen52,否,否,否,否,,ok,,,,,,落玑lo?T3P元52
仅OCR,280,,起届,605,280,起届,,tɕʰi335uoʔ54,否,否,否,否,,,chi335uoq54,否,否,否,否,,ok,,,,,,起届t砂i贷uo?~5
两边都有,281,159,做衣裳,632,281,做衣裳,tso335zɒŋ231,tso33i33zɒ55,否,否,否,否,0.416667,tso335zaon231,tso33i33zau55,否,否,否,否,0.384615,ok,syllables_json.final,tso335zɒŋ231,tso335zɔŋ231,0.95,,做衣裳tso~擂zo咄
两边都有,281,159,和,649,281,和,ɦu11,ɦu231,否,否,是,是,0.6,wu11,wu231,否,否,是,是,0.6,ok,syllables_json.final,ɦu11,ɦu11,0.95,,和fiu11
两边都有,281,159,托袜底,639,281,托袜底,tʰoʔ45mæʔ23ti335,tʰoʔ3mẽ55,否,否,否,否,0.375,thoq45maeq23ti335,thoq3meen55,否,否,否,否,0.411765,ok,syllables_json.final,tʰoʔ45mæʔ23ti335,tʰoʔ45mæʔ23ti335,0.95,,托袜底tho守m无汗ti铲给整个祩底缝上布块。
两边都有,281,159,扦,624,281,扦,tɕʰiɛ52,tɕʰiẽ52,否,是,否,否,0.857143,chi52,chien52,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tɕʰiɛ52,tɕʰiɛ52,0.95,,扦t砂ies2移苗。
两边都有,281,159,拆开,650,281,拆开,tsʰaʔ45kʰɛ52,tsʰaʔ3kʰᴇ52,否,否,否,否,0.75,tshaq45kh52,tshaq3khe52,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tsʰaʔ45kʰɛ52,tsʰaʔ45kʰɛ52,0.95,,拆开ts11a许khES2
两边都有,281,159,拌,648,281,拌,bø113,bø̃231,否,否,否,否,0.5,b113,boen231,否,否,否,否,,unknown_ipa:ø,syllables_json.final,bø113,bø113,0.95,,拌b矿把不同的东西掺在一起和匀：盐～仆豆腐r
两边都有,281,159,拷边,641,281,拷边,kʰɒ52piɛ52,kʰɒ33pi55,否,否,否,否,0.6,khau52pi52,khau33pi55,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,kʰɒ52piɛ52,kʰɔ52piɛ52,0.95,,拷边kh咄pi铲锁边。
两边都有,281,159,挑毛线,633,281,挑毛线,tʰiɒ52mɒ231çiɛ33,tʰiɒ33ma55,否,否,否,否,0.3125,thiau52mau231i33,thiau33ma55,否,否,否,否,,unknown_ipa:ç;unknown_ipa:ɛ,syllables_json.final,tʰiɒ52mɒ231çiɛ33,tʰiɔ52mɔ231çiɛ33,0.95,,挑毛线t11i咄mo铲ci豁打毛线：葛玑大姑娘一丿E会就～。
两边都有,281,159,挑边,642,281,挑边,tʰiɒ52piɛ52,tʰiɒ33piẽ52,否,否,否,否,0.727273,thiau52pi52,thiau33pien52,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tʰiɒ52piɛ52,tʰiɔ52piɛ52,0.95,,挑边thionpi守
两边都有,281,159,掺,647,281,掺,tsʰæ52,tsʰæ̃33,否,否,否,否,0.571429,tsh52,tshaen33,否,否,否,否,,unknown_ipa:æ,syllables_json.final,tsʰæ52,tsʰæ52,0.95,,掺tS11无“把一种东西混合到另一种东西里：老洒里头勿可～水
两边都有,281,159,收作,646,281,收作,sɤ33tsoʔ45,sɤ33tsoʔ5,否,否,是,是,0.9,seu33tsoq45,seu33tsoq5,否,否,是,是,0.909091,ok,syllables_json.final,sɤ33tsoʔ45,sɤ33tsoʔ45,0.95,,收作s戏tso?~~收拾。
两边都有,281,159,浇水,626,281,浇水,tɕiɒ52sɿ335,tsɿ335sɿ55,否,否,否,否,0.363636,ciau52sy335,tsy335sy55,否,否,否,否,0.272727,ok,syllables_json.final,tɕiɒ52sɿ335,tɕiɔ52sɿ335,0.95,,浇水t<;呻s产
两边都有,281,159,纺纱,628,281,纺纱,fɒŋ335so52,fɒŋ335so52,是,是,是,否,1.0,faon335so52,faon335so52,是,是,是,否,1.0,ok,syllables_json.final,fɒŋ335so52,fɔŋ335so52,0.95,,纺纱fo咄s0'2
两边都有,281,159,织布,629,281,织布,tseʔ45pu33,tsɿ335pu52,否,否,否,否,0.5,tseq45pu33,tsy335pu52,否,否,否,否,0.5,ok,syllables_json.final,tseʔ45pu33,tseʔ45pu33,0.95,Alternative form: tseʔ45pu335,"织布tse背pu33,tse芹pu裴"
两边都有,281,159,结毛线,636,281,结毛线,tɕieʔ45mɒ231çiɛ33,tsɿ335mɒ55tsɿ52,否,否,否,否,0.235294,ciq45mau231i33,tsy335mau55tsy52,否,否,否,否,,unknown_ipa:ç;unknown_ipa:ɛ,syllables_json.final,tɕieʔ45mɒ231çiɛ33,tɕieʔ45mɔ231çiɛ33,0.95,,结毛线t邓ie背mo西i睬
两边都有,281,159,绣花,631,281,绣花,çiɤ33huo52,ɕiɤ33huo33,否,否,否,否,0.7,ieu33huo52,shieu33huo33,否,否,否,否,,unknown_ipa:ç,syllables_json.final,çiɤ33huo52,çiɤ33huo52,0.95,,绣花0炉huo52
两边都有,281,159,补补丁,643,281,补补丁,pu335pu335tiŋ52,pu335pu335tiŋ52,是,是,是,否,1.0,pu335pu335tin52,pu335pu335tin52,是,是,是,否,1.0,ok,syllables_json.final,pu335pu335tiŋ52,pu335pu335tiŋ52,0.95,,补补丁pu铲puJJstiIJs2打补丁。
两边都有,281,159,败蓬,625,281,败蓬,ba11boŋ231,ba11boŋ11,否,否,是,是,0.8,ba11bon231,ba11bon11,否,否,是,是,0.8,ok,syllables_json.final,ba11boŋ231,ba11boŋ231,0.95,,败蓬ba11bo1J和滕坐作物柏株哀亡。
两边都有,281,159,造,651,281,造,zo113,zɒ113,否,是,否,否,0.8,zo113,zau113,否,是,否,否,0.666667,ok,syllables_json.final,zo113,zo113,0.95,,造Z0113
两边都有,281,159,钉扣,644,281,钉扣,tiŋ33kʰɤ33,təŋ33kʰɤ33,否,是,否,否,0.9,tin33kheu33,teon33kheu33,否,是,否,否,0.833333,ok,syllables_json.final,tiŋ33kʰɤ33,tiŋ33kʰɤ33,0.95,,钉扣til)33kh戏缝扣f。
仅VLM,281,159,修,,,,çiɤ52,,否,否,否,否,,ieu52,,否,否,否,否,,unknown_ipa:ç,syllables_json.final,çiɤ52,çiɤ52,0.95,,
仅VLM,281,159,削地,,,,çiaʔ45di11,,否,否,否,否,,iaq45di11,,否,否,否,否,,unknown_ipa:ç,syllables_json.final,çiaʔ45di11,çiaʔ45di11,0.95,,
仅VLM,281,159,扖鱼,,,,kʰo33ŋ231,,否,否,否,否,,kho33ng231,,否,否,否,否,,ok,syllables_json.final,kʰo33ŋ231,kʰo33ŋ231,0.9,"First syllable unclear, possibly kʰo",
仅VLM,281,159,敬苗,,,,sã33miɒ̃231,,否,否,否,否,,s33miau231,,否,否,否,否,,unknown_ipa:ã;unknown_ipa:̃,syllables_json.final,sã33miɒ̃231,sã33miɔ̃231,0.95,,
仅VLM,281,159,绱鞋底,,,,tɕʰieʔ45ɦa231ti335,,否,否,否,否,,chiq45gha231ti335,,否,否,否,否,,ok,syllables_json.final,tɕʰieʔ45ɦa231ti335,tɕʰieʔ45ɦa231ti335,0.95,,
仅VLM,281,159,缲边,,,,tɕʰiɒ52piɛ52,,否,否,否,否,,chiau52pi52,,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tɕʰiɒ52piɛ52,tɕʰiɔ52piɛ52,0.95,,
仅VLM,281,159,锁眼,,,,so335ŋæ113,,否,否,否,否,,so335ng113,,否,否,否,否,,unknown_ipa:æ,syllables_json.final,so335ŋæ113,so335ŋæ113,0.95,,
仅OCR,281,,散泊,623,281,散泊,,sæ̃52,否,否,否,否,,,saen52,否,否,否,否,,ok,,,,,,散泊s忍扣u泸间苗。
仅OCR,281,,无,640,281,无,,tʰiɤ52,否,否,否,否,,,thieu52,否,否,否,否,,ok,,,,,,托袜底tho守m无汗ti铲给整个祩底缝上布块。
仅OCR,281,,柯鱼,627,281,柯鱼,,kʰo33ɦy231,否,否,否,否,,,kho33yu231,否,否,否,否,,ok,,,,,,"柯鱼khoi~IJ231捕鱼。＂柯""'方言芦本字为＂招＇，《共韵》斤驾"
仅OCR,281,,组鞋底,638,281,组鞋底,,tɕʰieʔ3ɦa11tʰᴇ52,否,否,否,否,,,chiq3gha11the52,否,否,否,否,,ok,,,,,,组鞋底t砂ie'n5fiaft1ti矿纳鞋底。
仅OCR,281,,芹,630,281,芹,,pu33,否,否,否,否,,,pu33,否,否,否,否,,ok,,,,,,"织布tse背pu33,tse芹pu裴"
仅OCR,281,,葛玑大姑娘,635,281,葛玑大姑娘,,tsɿ335,否,否,否,否,,,tsy335,否,否,否,否,,ok,,,,,,挑毛线t11i咄mo铲ci豁打毛线：葛玑大姑娘一丿E会就～。
仅OCR,281,,西,637,281,西,,iẽ52,否,否,否,否,,,ien52,否,否,否,否,,ok,,,,,,结毛线t邓ie背mo西i睬
仅OCR,281,,钞甘限,645,281,钞甘限,,so335ŋæ̃113,否,否,否,否,,,so335ngaen113,否,否,否,否,,ok,,,,,,钞甘限so~fTJ元113锁扣限。
仅OCR,281,,铲,634,281,铲,,ɕiẽ52,否,否,否,否,,,shien52,否,否,否,否,,ok,,,,,,挑毛线t11i咄mo铲ci豁打毛线：葛玑大姑娘一丿E会就～。
两边都有,282,160,凿,654,282,凿,dzoʔ23,dzoʔ23,是,是,是,否,1.0,dzoq23,dzoq23,是,是,是,否,1.0,ok,syllables_json.final,dzoʔ23,dzoʔ23,0.95,,凿dzo?:?.J
两边都有,282,160,勋,659,282,勋,fi11,ɦi231,否,否,否,否,0.4,fi11,yi231,否,否,否,否,0.4,ok,syllables_json.final,fi11,fi11,0.95,,勋fijII肝损：钻了－头有些～患哉，上庌磨伊。
两边都有,282,160,戴,663,282,戴,ta33,ta33,是,是,是,否,1.0,ta33,ta33,是,是,是,否,1.0,ok,syllables_json.final,ta33,ta33,0.95,,戴ta33
两边都有,282,160,染,671,282,染,zɛ113ȵiɛ113,zᴇʔ45,否,否,否,否,0.090909,z113gni113,ze45,否,否,否,否,,unknown_ipa:ɛ;unknown_ipa:ɛ,syllables_json.final,"zɛ113,ȵiɛ113",zɛ113ȵiɛ113,0.95,,"染z矿，l).,ie111I门衣裳～一～还们从什好穿咪。"
两边都有,282,160,烁,672,282,烁,saʔ45,saʔ45,是,是,是,否,1.0,saq45,saq45,是,是,是,否,1.0,ok,syllables_json.final,saʔ45,saʔ45,0.95,,烁sa?4'浸泡衣物：衣裳～过佼山丿勺＇
两边都有,282,160,绕,665,282,绕,ȵio11,ȵiɒ11,否,是,否,否,0.8,gnio11,gniau11,否,是,否,否,0.714286,ok,syllables_json.final,ȵio11,ȵio11,0.95,,"绕l),iO11"
两边都有,282,160,缀,666,282,缀,tsa33,tsa33,是,是,是,否,1.0,tsa33,tsa33,是,是,是,否,1.0,ok,syllables_json.final,tsa33,tsa33,0.95,,缀tsa33缝上附加物：～扣，～花边
两边都有,282,160,缝,664,282,缝,voŋ231,voŋ231,是,是,是,否,1.0,von231,von231,是,是,是,否,1.0,ok,syllables_json.final,voŋ231,voŋ231,0.95,,缝VOl)m
两边都有,282,160,脱,660,282,脱,tʰoʔ45,tʰeʔ45,否,是,否,否,0.833333,thoq45,theq45,否,是,否,否,0.833333,ok,syllables_json.final,tʰoʔ45,tʰoʔ45,0.95,,脱th0745
两边都有,282,160,脱绽,670,282,脱绽,tʰoʔ45dzæ11,tʰøʔ3dzɤ55,否,否,否,否,0.454545,thoq45dz11,thoeq3dzeu55,否,否,否,否,,unknown_ipa:æ,syllables_json.final,tʰoʔ45dzæ11,tʰoʔ45dzæ11,0.95,,脱绽th0芹dz忍脱线：拚唔有破，不过～战。
两边都有,282,160,赤卵,662,282,赤卵,tsʰeʔ45lø113,tsʰeʔ45,否,否,否,否,0.583333,tsheq45l113,tsheq45,否,否,否,否,,unknown_ipa:ø,syllables_json.final,tsʰeʔ45lø113,tsʰeʔ45lø113,0.95,,赤卵tshe?打矿光若下身：年纪介大还耍～末有些难为悄和哉咯。
两边都有,282,160,赤膊,661,282,赤膊,tsʰeʔ45poʔ45,tsʰeʔ3po55,否,否,否,否,0.666667,tsheq45poq45,tsheq3po55,否,否,否,否,0.666667,ok,syllables_json.final,tsʰeʔ45poʔ45,tsʰeʔ45poʔ45,0.95,,"赤膊ts""e背po产光若上身：～打拳C."
两边都有,282,160,钉,652,282,钉,tiŋ33,təŋ335,否,否,否,否,0.666667,tin33,teon335,否,否,否,否,0.571429,ok,syllables_json.final,tiŋ33,tiŋ33,0.95,,钉til)3-'
两边都有,282,160,黏,655,282,黏,ȵiɛ52,ȵiẽ52,否,是,否,否,0.8,gni52,gnien52,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,ȵiɛ52,ȵiɛ52,0.95,,"黏T).,i铲粘住n"
仅VLM,282,160,剪,,,,tɕiɛ335,,否,否,否,否,,ci335,,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tɕiɛ335,tɕiɛ335,0.95,,
仅VLM,282,160,嵌,,,,kʰæ33,,否,否,否,否,,kh33,,否,否,否,否,,unknown_ipa:æ,syllables_json.final,kʰæ33,kʰæ33,0.95,,
仅VLM,282,160,戽,,,,hu33,,否,否,否,否,,hu33,,否,否,否,否,,ok,syllables_json.final,hu33,hu33,0.95,,
仅VLM,282,160,披,,,,pʰi52,,否,否,否,否,,phi52,,否,否,否,否,,ok,syllables_json.final,pʰi52,pʰi52,0.95,,
仅VLM,282,160,穿,,,,tsʰɛ52,,否,否,否,否,,tsh52,,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tsʰɛ52,tsʰɛ52,0.95,,
仅VLM,282,160,绗,,,,fiŋ231,,否,否,否,否,,fin231,,否,否,否,否,,ok,syllables_json.final,fiŋ231,fiŋ231,0.95,,
仅VLM,282,160,绲,,,,kuɛ335,,否,否,否,否,,ku335,,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,kuɛ335,kuɛ335,0.95,,
仅VLM,282,160,缲,,,,tɕʰio52,,否,否,否,否,,chio52,,否,否,否,否,,ok,syllables_json.final,tɕʰio52,tɕʰio52,0.95,,
仅VLM,282,160,裁,,,,zɛ231,,否,否,否,否,,z231,,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,zɛ231,zɛ231,0.95,,
仅VLM,282,160,褙,,,,pe33,,否,否,否,否,,pe33,,否,否,否,否,,unknown_ipa:e,syllables_json.final,pe33,pe33,0.95,,
仅VLM,282,160,解,,,,ka335,,否,否,否,否,,ka335,,否,否,否,否,,ok,syllables_json.final,ka335,ka335,0.95,,
仅VLM,282,160,贴,,,,tʰieʔ45tʰiaʔ45,,否,否,否,否,,thiq45thiaq45,,否,否,否,否,,ok,syllables_json.final,"tʰieʔ45,tʰiaʔ45",tʰieʔ45tʰiaʔ45,0.95,,
仅VLM,282,160,镶,,,,ȵiaŋ52,,否,否,否,否,,gnian52,,否,否,否,否,,ok,syllables_json.final,ȵiaŋ52,ȵiaŋ52,0.95,,
仅VLM,282,160,龌,,,,tæʔ45,,否,否,否,否,,taeq45,,否,否,否,否,,ok,syllables_json.final,tæʔ45,tæʔ45,0.95,,
仅OCR,282,,些,658,282,些,,zɿ115zɿ52,否,否,否,否,,,zy115zy52,否,否,否,否,,ok,,,,,,怼t无产出得些订．背脊里有些～中哉。
仅OCR,282,,怼,657,282,怼,,tæ̃52,否,否,否,否,,,taen52,否,否,否,否,,ok,,,,,,怼t无产出得些订．背脊里有些～中哉。
仅OCR,282,,浩,656,282,浩,,pᴇ52,否,否,否,否,,,pe52,否,否,否,否,,ok,,,,,,浩pE'J早介时光，介咯年纪咯大姑娘都来亨屋担头～锡？伴
仅OCR,282,,琨,669,282,琨,,kuẽ335,否,否,否,否,,,kuen335,否,否,否,否,,ok,,,,,,琨kue335缝圆边：～边c
仅OCR,282,,眸,653,282,眸,,ka335,否,否,否,否,,,ka335,否,否,否,否,,ok,,,,,,f眸ka335fM:川锯～树匕
仅OCR,282,,纤,667,282,纤,,ɦɒŋ231,否,否,否,否,,,ghaon231,否,否,否,否,,ok,,,,,,纤ffi01]231缝被子。
仅OCR,282,,纽,668,282,纽,,tɕʰiɒ52,否,否,否,否,,,chiau52,否,否,否,否,,ok,,,,,,纽t<;;hi052缝边：～边。
两边都有,283,161,修胡须,704,283,修胡须,ix52ɦu231y52,ɕiɤ33lu55dɤ52,否,否,否,否,0.307692,ix52wu231iu52,shieu33lu55deu52,否,否,否,否,,unknown_ipa:x,syllables_json.final,ɕix52ɦu231ʂy52,ix52ɦu231y52,1.0,,修胡须Ci¥~rnu归沪
两边都有,283,161,僮,684,283,僮,dzɒŋ113,dzɒŋ113,是,是,是,否,1.0,dzaon113,dzaon113,是,是,是,否,1.0,ok,syllables_json.final,dzɒŋ113,dzɔŋ113,1.0,,僮dzOIJ113一个个合起来：碗要～起安东伽呾
两边都有,283,161,出,674,283,出,tsʰeʔ45,tsʰᴇ33,否,否,否,否,0.428571,tsheq45,tshe33,否,否,否,否,0.571429,ok,syllables_json.final,tsʰeʔ45,tsʰeʔ45,1.0,,出tshe产投衣服：衣裳我肥皂用得府，偌去～～沽爽。
两边都有,283,161,剃头,701,283,剃头,tʰiᵻ33dx231,tʰi33dɤ231,否,是,否,否,0.818182,thi33dx231,thi33deu231,否,否,否,否,,unknown_ipa:ᵻ;unknown_ipa:x,syllables_json.final,tʰiᵻ33dx231,tʰiᵻ33dx231,1.0,,剃头t啸d沪(1)理发：偌～剃西装发好。(2)剃光头。
两边都有,283,161,剃胡须,702,283,剃胡须,tʰiᵻ33ɦu231ʂy52tʰiᵻ33lu231ʂy52,tʰi33lu11ɕy52,否,否,否,否,0.366667,thi33wu231iu52thi33lu231iu52,thi33lu11shiu52,否,否,否,否,,unknown_ipa:ᵻ;unknown_ipa:ʂ;unknown_ipa:ᵻ;unknown_ipa:ʂ,syllables_json.final,"tʰiᵻ33ɦu231ʂy52,tʰiᵻ33lu231ʂy52",tʰiᵻ33ɦu231ʂy52tʰiᵻ33lu231ʂy52,1.0,,"剃胡须t啸fiu铲cy52,t咄lu店yn刮胡了。"
两边都有,283,161,折,683,283,折,tseʔ45,tsᴇ33,否,否,否,否,0.333333,tseq45,tse33,否,否,否,否,0.5,ok,syllables_json.final,tseʔ45,tseʔ45,1.0,,折tse产对折。
两边都有,283,161,掠头,697,283,掠头,liaʔ5dx231,liaʔ1dɤ231,否,否,否,否,0.8,liaq5dx231,liaq1deu231,否,否,否,否,,unknown_ipa:x,syllables_json.final,liaʔ5dx231,liaʔ5dx231,1.0,,掠头lia?fd沪
两边都有,283,161,擦牙齿,691,283,擦牙齿,tsʰæʔ45ŋɒ̃231tsʰ335,tsʰæʔ3ŋo55,否,否,否,否,0.368421,tshaeq45ngau231tsh335,tshaeq3ngo55,否,否,否,否,,unknown_ipa:̃,syllables_json.final,tsʰæʔ45ŋɒ̃231tsʰᵻ335,tsʰæʔ45ŋɔ̃231tsʰ335,0.9,最后一个音节的音标符号较小，推测为tsʰᵻ,擦牙齿tSh汜?151)0和tSh}铲刷牙门
两边都有,283,161,晒,677,283,晒,sa33,sa33,是,是,是,否,1.0,sa33,sa33,是,是,是,否,1.0,ok,syllables_json.final,sa33,sa33,1.0,,晒sa11
两边都有,283,161,梳头,696,283,梳头,ʂy52dʂ231,su33dɤ231,否,否,否,否,0.444444,iu52d231,su33deu231,否,否,否,否,,unknown_ipa:ʂ;unknown_ipa:ʂ,syllables_json.final,ʂy52dʂ231,ʂy52dʂ231,1.0,,梳头cy~~d沪
两边都有,283,161,汰,673,283,汰,da11,da11,是,是,是,否,1.0,da11,da11,是,是,是,否,1.0,ok,syllables_json.final,da11,da11,1.0,,汰da11
两边都有,283,161,烫,679,283,烫,tʰɒŋ33,tʰɒŋ33,是,是,是,否,1.0,thaon33,thaon33,是,是,是,否,1.0,ok,syllables_json.final,tʰɒŋ33,tʰɔŋ33,1.0,,烫th_OIJJJ贞。
两边都有,283,161,荡,675,283,荡,dɒŋ113,dɒŋ113,是,是,是,否,1.0,daon113,daon113,是,是,是,否,1.0,ok,syllables_json.final,dɒŋ113,dɔŋ113,1.0,,荡do1J111i刷：约吃过、嘴脯～～。
两边都有,283,161,荡嘴脯,693,283,荡嘴脯,dŋ113tsɿ335bu231dɒŋ113tsɛ335bu231,dɒŋ11tsɿ55,否,否,否,否,0.242424,dng113tsy335bu231daon113ts335bu231,daon11tsy55,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,"dɒŋ113tsɿ335bu231,dɒŋ113tsɛ335bu231",dŋ113tsɿ335bu231dɔŋ113tsɛ335bu231,1.0,,"荡嘴脯dOl)扩ts俨bu~~1,dol)尉tsE135bu甘悚从1"
两边都有,283,161,躲辫子,699,283,躲辫子,to335biẽ113tsᵻ335,to335biẽ52,否,否,否,否,0.470588,to335bien113ts335,to335bien52,否,否,否,否,,unknown_ipa:ᵻ,syllables_json.final,to335biẽ113tsᵻ335,to335biẽ113tsᵻ335,1.0,,躲辫子to矿bie::监ts常
仅VLM,283,161,,,,,io335,,否,否,否,否,,io335,,否,否,否,否,,ok,syllables_json.final,io335,io335,1.0,,
仅VLM,283,161,,,,,dio113,,否,否,否,否,,dio113,,否,否,否,否,,ok,syllables_json.final,dio113,dio113,1.0,,
仅VLM,283,161,刷,,,,seʔ45,,否,否,否,否,,seq45,,否,否,否,否,,ok,syllables_json.final,seʔ45,seʔ45,1.0,,
仅VLM,283,161,妆粉,,,,tsɒŋ52pʰã335,,否,否,否,否,,tsaon52ph335,,否,否,否,否,,unknown_ipa:ã,syllables_json.final,tsɒŋ52pã335,tsɔŋ52pʰã335,1.0,,
仅VLM,283,161,揩身,,,,kʰa52se52,,否,否,否,否,,kha52se52,,否,否,否,否,,unknown_ipa:e,syllables_json.final,kʰa52se52,kʰa52se52,1.0,,
仅VLM,283,161,搧水粉,,,,tæʔ45sɿ335fẽ335,,否,否,否,否,,taeq45sy335feen335,,否,否,否,否,,ok,syllables_json.final,tʰæ45sɿ335fẽ335,tæʔ45sɿ335fẽ335,1.0,,
仅VLM,283,161,搽水粉,,,,dzo231sɿ335fẽ335,,否,否,否,否,,dzo231sy335feen335,,否,否,否,否,,ok,syllables_json.final,dzo231sɿ335fẽ335,dzo231sɿ335fẽ335,1.0,,
仅VLM,283,161,晾,,,,lɒŋ11,,否,否,否,否,,laon11,,否,否,否,否,,ok,syllables_json.final,lɒŋ11,lɔŋ11,1.0,,
仅VLM,283,161,梳辫子,,,,ʂy52biẽ113tsᵻ335,,否,否,否,否,,iu52bien113ts335,,否,否,否,否,,unknown_ipa:ʂ;unknown_ipa:ᵻ,syllables_json.final,y52biẽ113ts335,ʂy52biẽ113tsᵻ335,1.0,,
仅VLM,283,161,浴,,,,hu33ɦioʔ23,,否,否,否,否,,hu33yoq23,,否,否,否,否,,ok,syllables_json.final,hu33ɦioʔ23,hu33ɦioʔ23,1.0,,
仅VLM,283,161,畚,,,,pʰe52,,否,否,否,否,,phe52,,否,否,否,否,,unknown_ipa:e,syllables_json.final,pʰe52,pʰe52,1.0,,
仅VLM,283,161,脸,,,,hu33liẽ113,,否,否,否,否,,hu33lien113,,否,否,否,否,,ok,syllables_json.final,hu33liẽ113,hu33liẽ113,1.0,,
仅OCR,283,,何勿起来,686,283,何勿起来,,mi115tsɿ52,否,否,否,否,,,mi115tsy52,否,否,否,否,,ok,,,,,,眺dio113一层层科起来介许多铺板，何勿～起来．埭坞也好说
仅OCR,283,,俨,694,283,俨,,bu52dɒŋ11,否,否,否,否,,,bu52daon11,否,否,否,否,,ok,,,,,,"荡嘴脯dOl)扩ts俨bu~~1,dol)尉tsE135bu甘悚从1"
仅OCR,283,,咄,703,283,咄,,lu11ɕy52,否,否,否,否,,,lu11shiu52,否,否,否,否,,ok,,,,,,"剃胡须t啸fiu铲cy52,t咄lu店yn刮胡了。"
仅OCR,283,,和,692,283,和,,mi11,否,否,否,否,,,mi11,否,否,否,否,,ok,,,,,,擦牙齿tSh汜?151)0和tSh}铲刷牙门
仅OCR,283,,妆扮,707,283,妆扮,,tsɒŋ33,否,否,否,否,,,tsaon33,否,否,否,否,,ok,,,,,,妆扮tSOIJ加昢(1)打扮。(2)宰杀家禽：只线．鸡好～｝扛战。
仅OCR,283,,尉,695,283,尉,,tsᴇ335bu55sæʔ54,否,否,否,否,,,tse335bu55saeq54,否,否,否,否,,ok,,,,,,"荡嘴脯dOl)扩ts俨bu~~1,dol)尉tsE135bu甘悚从1"
仅OCR,283,,岔,687,283,岔,,pᴇ52,否,否,否,否,,,pe52,否,否,否,否,,ok,,,,,,岔p铲川簸箕撮：大家来～炉肋帣斗，剩落也勿多战C
仅OCR,283,,崩,676,283,崩,,seʔ45,否,否,否,否,,,seq45,否,否,否,否,,ok,,,,,,崩se?4s
仅OCR,283,,席裕,689,283,席裕,,hu33ɦo52,否,否,否,否,,,hu33gho52,否,否,否,否,,ok,,,,,,席裕hu~rnio沪洗澡。
