合并状态,source_page,pdf_page,词条,OCR行号,OCR页码,OCR汉字,VLM_IPA,OCR_IPA,IPA完全相同,IPA数字相同,IPA音段相同,IPA只有数字不同,IPA相似度,VLM吴拼_由IPA反推,OCR吴拼,吴拼完全相同,吴拼数字相同,吴拼字母相同,吴拼只有数字不同,吴拼相似度,VLM吴拼反推状态,VLM_IPA来源,VLM_原始IPA字段,VLM_ipa_raw,VLM置信度,VLM备注,OCR后续汉字
两边都有,276,154,摘,503,276,摘,tsa45,tsaʔ45,否,是,否,否,0.833333,tsa45,tsaq45,否,是,否,否,0.833333,ok,syllables_json.final,tsaʔ45,tsa45,1.0,,摘tsa?45采。
两边都有,276,154,数,512,276,数,ɕy335,su335,否,是,否,否,0.6,shiu335,su335,否,是,否,否,0.714286,ok,syllables_json.final,y335,ɕy335,1.0,,"数~y1J,"
两边都有,276,154,柯,502,276,柯,kʰo33,kʰo33,是,是,是,否,1.0,kho33,kho33,是,是,是,否,1.0,ok,syllables_json.final,kʰo33,kʰo33,1.0,,柯kho33捉。＂柯”，方言字，本字为＂招＇．《梊韵》枯驾切，
两边都有,276,154,盛,516,276,盛,zəŋ231,zəŋ231,是,是,是,否,1.0,zeon231,zeon231,是,是,是,否,1.0,ok,syllables_json.final,zəŋ231,zəŋ231,1.0,,盛Z~l)m~饭。
两边都有,276,154,约,515,276,约,iaʔ45,iaʔ45,是,是,是,否,1.0,iaq45,iaq45,是,是,是,否,1.0,ok,syllables_json.final,iaʔ45,iaʔ45,1.0,,约ia?4s~得～，只甲鱼只有得半斤重。
两边都有,276,154,绑,505,276,绑,poŋ335,pɒŋ335,否,是,否,否,0.833333,pon335,paon335,否,是,否,否,0.857143,ok,syllables_json.final,poŋ335,poŋ335,1.0,,绑PDIJ儿5
两边都有,276,154,解,508,276,解,ka335,ka335,是,是,是,否,1.0,ka335,ka335,是,是,是,否,1.0,ok,syllables_json.final,ka335,ka335,1.0,,解ka33s
两边都有,276,154,跌,497,276,跌,tieʔ45,tieʔ45,是,是,是,否,1.0,tiq45,tiq45,是,是,是,否,1.0,ok,syllables_json.final,tieʔ45,tieʔ45,1.0,,跌tie?45掉（。
两边都有,277,155,别,526,277,别,pieʔ45,pieʔ45,是,是,是,否,1.0,piq45,piq45,是,是,是,否,1.0,ok,syllables_json.final,pieʔ45,pieʔ45,0.95,,别pi~'J4S紧附：钢笔～东袋袋里。
两边都有,277,155,别,527,277,别,bieʔ23,beʔ23,否,是,否,否,0.833333,biq23,beq23,否,是,否,否,0.8,ok,syllables_json.final,bieʔ23,bieʔ23,0.95,,别bie?23~针。
两边都有,277,155,堵,534,277,堵,tu335,tu335,是,是,是,否,1.0,tu335,tu335,是,是,是,否,1.0,ok,syllables_json.final,tu335,tu335,0.95,,堵tu33S
两边都有,277,155,抢,541,277,抢,tɕiaŋ335,tɕiaŋ335,是,是,是,否,1.0,cian335,cian335,是,是,是,否,1.0,ok,syllables_json.final,tɕiaŋ335,tɕiaŋ335,0.95,,抢t~i叨3JS跑：铜锣响，脚底痒，囡要～，娘要打。
两边都有,277,155,挂,525,277,挂,kuo33,kuo33,是,是,是,否,1.0,kuo33,kuo33,是,是,是,否,1.0,ok,syllables_json.final,kuo33,kuo33,0.95,,挂kuo33
两边都有,277,155,挑,528,277,挑,tʰio52,tʰiɒ52,否,是,否,否,0.833333,thio52,thiau52,否,是,否,否,0.714286,ok,syllables_json.final,tʰio52,tʰio52,0.95,,挑thi052拨动：梗刺有些深带，花备饵线～伊出来。
两边都有,277,155,掖,537,277,掖,ɦieʔ23,ɦieʔ23,是,是,是,否,1.0,yiq23,yiq23,是,是,是,否,1.0,ok,syllables_json.final,ɦieʔ23,ɦieʔ23,0.95,,掖fi记产塞进：棉被～好，夜头勿可冻出来。
两边都有,277,155,掘,529,277,掘,ʥioʔ23,dʑiøʔ23,否,是,否,否,0.571429,ioq23,jioeq23,否,否,否,否,,unknown_ipa:ʥ,syllables_json.final,ʥioʔ23,ʥioʔ23,0.95,,掘d砌?23
两边都有,277,155,系,520,277,系,tɕi33,tɕi33,是,是,是,否,1.0,ci33,ci33,是,是,是,否,1.0,ok,syllables_json.final,tɕi33,tɕi33,0.95,,系t~i33打结了：鞋带～好。
两边都有,278,156,去,566,278,去,tʰi33,tɕʰi33,否,是,否,否,0.833333,thi33,chi33,否,是,否,否,0.8,ok,syllables_json.final,tɕi33,tʰi33,0.95,,去t砂iJ)
两边都有,278,156,戳,560,278,戳,zoʔ23,zoʔ23,是,是,是,否,1.0,zoq23,zoq23,是,是,是,否,1.0,ok,syllables_json.final,zoʔ23,zoʔ23,0.95,,戳zo?23跨：～桨船。
两边都有,278,156,来,565,278,来,le231,lᴇ231,否,是,否,否,0.8,le231,le231,否,否,否,否,,unknown_ipa:e,syllables_json.final,le231,le231,0.95,,来比231
两边都有,278,156,立,564,278,立,lieʔ23,lieʔ23,是,是,是,否,1.0,liq23,liq23,是,是,是,否,1.0,ok,syllables_json.final,lieʔ23,lieʔ23,0.95,,立lie?u
两边都有,278,156,纵,549,278,纵,tsoŋ33,tsoŋ33,是,是,是,否,1.0,tson33,tson33,是,是,是,否,1.0,ok,syllables_json.final,tsoŋ33,tsoŋ33,0.95,,纵tSOIJ33往上跳：个人一～～到屋高头。
两边都有,278,156,让,569,278,让,iaŋ11,ȵiaŋ11,否,是,否,否,0.833333,ian11,gnian11,否,是,否,否,0.714286,ok,syllables_json.final,ȵiaŋ11,iaŋ11,0.95,,"让0,ia1JII"
两边都有,278,156,跑,542,278,跑,pʰɒ52,pʰɒ52,是,是,是,否,1.0,phau52,phau52,是,是,是,否,1.0,ok,syllables_json.final,pʰɒ52,pʰɒ52,0.95,,跑ph0s2指动物奔跑：～马。
两边都有,278,156,跟,567,278,跟,kəŋ52,kəŋ52,是,是,是,否,1.0,keon52,keon52,是,是,是,否,1.0,ok,syllables_json.final,kəŋ52,kəŋ52,0.95,,"跟k:;,gs2"
两边都有,278,156,跨,554,278,跨,kʰo52,kʰo52,是,是,是,否,1.0,kho52,kho52,是,是,是,否,1.0,ok,syllables_json.final,kʰo52,kʰo52,0.95,,"跨k""os2"
两边都有,278,156,跳,546,278,跳,tʰiD33,tʰiɒ33,否,是,否,否,0.833333,thid33,thiau33,否,否,否,否,,unknown_ipa:D,syllables_json.final,tʰiD33,tʰiD33,0.95,韵母符号似D或ɪD，依图提取为D,"跳t""io33跳动，舞动。"
两边都有,278,156,跳,551,278,跳,dio231,diɒ231,否,是,否,否,0.833333,dio231,diau231,否,是,否,否,0.714286,ok,syllables_json.final,dio231,dio231,0.95,,跳dio231原地跳跃舞动：～人阵。
两边都有,278,156,踢,559,278,踢,tʰieʔ45,tʰieʔ45,是,是,是,否,1.0,thiq45,thiq45,是,是,是,否,1.0,ok,syllables_json.final,tʰieʔ45,tʰieʔ45,0.95,,踢thie?~5
两边都有,278,156,转弯,571,278,转弯,tsẽ33uã52,tsẽ33uæ̃52,否,是,否,否,0.8,tseen33u52,tseen33uaen52,否,否,否,否,,unknown_ipa:ã,syllables_json.final,tsẽ33uã̰52,tsẽ33uã52,0.95,第一个音节有上下标调值，取右下角33；第二个音节为鼻化元音,转弯ts砌u驴
两边都有,278,156,逃,568,278,逃,do231,dɒ231,否,是,否,否,0.8,do231,dau231,否,是,否,否,0.666667,ok,syllables_json.final,do231,do231,0.95,,逃do231
两边都有,278,156,避,570,278,避,bi11,bi11,是,是,是,否,1.0,bi11,bi11,是,是,是,否,1.0,ok,syllables_json.final,bi11,bi11,0.95,,避bi11
两边都有,279,157,倒,574,279,倒,tɒ335,tɒ335,是,是,是,否,1.0,tau335,tau335,是,是,是,否,1.0,ok,syllables_json.final,tɒ335,tɔ335,1.0,,倒to335
两边都有,279,157,匐,578,279,匐,boʔ23,boʔ23,是,是,是,否,1.0,boq23,boq23,是,是,是,否,1.0,ok,syllables_json.final,boʔ23,boʔ23,1.0,,匐bo?23(1)向下俯伏：～东地下。(2)向外伈伏：抱乐咯小
两边都有,279,157,拦,591,279,拦,læ231,læ̃231,否,是,否,否,0.833333,l231,laen231,否,否,否,否,,unknown_ipa:æ,syllables_json.final,læ231,læ231,1.0,,拦l志31
两边都有,279,157,挨,587,279,挨,a52,a52,是,是,是,否,1.0,a52,a52,是,是,是,否,1.0,ok,syllables_json.final,a52,a52,1.0,,挨as2人～人。
两边都有,279,157,谋,592,279,谋,mʏ231,mɒŋ231,否,是,否,否,0.666667,m231,maon231,否,否,否,否,,unknown_ipa:ʏ,syllables_json.final,mʏ231,mʏ231,1.0,,谋m芒找工作。
两边都有,279,157,跌,582,279,跌,tieʔ45,tieʔ45,是,是,是,否,1.0,tiq45,tiq45,是,是,是,否,1.0,ok,syllables_json.final,tieʔ45,tieʔ45,1.0,,跌tie?45摔：～落来，～街交。
两边都有,279,157,跪,577,279,跪,dzy113,dʑy113,否,是,否,否,0.833333,dziu113,jiu113,否,是,否,否,0.714286,ok,syllables_json.final,dzy113,dzy113,1.0,,跪d~yll]
两边都有,279,157,骑,580,279,骑,dʑi231,dʑi231,是,是,是,否,1.0,ji231,ji231,是,是,是,否,1.0,ok,syllables_json.final,dʑi231,dʑi231,1.0,,"骑d~i2"""
两边都有,280,158,做工,596,280,做工,tso33kuoŋ52,tso33kuoŋ52,是,是,是,否,1.0,tso33kuon52,tso33kuon52,是,是,是,否,1.0,ok,syllables_json.final,tso33kuoŋ52,tso33kuoŋ52,1.0,,做工tso33kuo952
两边都有,280,158,歇作,604,280,歇作,ɕieʔ3tsoʔ5,ɕieʔ3tseʔ5,否,是,否,否,0.9,shiq3tsoq5,shiq3tseq5,否,是,否,否,0.9,ok,syllables_json.final,ɕieʔ3tsoʔ5,ɕieʔ3tsoʔ5,1.0,,歇作cie?i5tso?15
两边都有,281,159,扦,624,281,扦,tɕʰiɛ52,tɕʰiẽ52,否,是,否,否,0.857143,chi52,chien52,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tɕʰiɛ52,tɕʰiɛ52,0.95,,扦t砂ies2移苗。
两边都有,281,159,纺纱,628,281,纺纱,fɒŋ335so52,fɒŋ335so52,是,是,是,否,1.0,faon335so52,faon335so52,是,是,是,否,1.0,ok,syllables_json.final,fɒŋ335so52,fɔŋ335so52,0.95,,纺纱fo咄s0'2
两边都有,281,159,补补丁,643,281,补补丁,pu335pu335tiŋ52,pu335pu335tiŋ52,是,是,是,否,1.0,pu335pu335tin52,pu335pu335tin52,是,是,是,否,1.0,ok,syllables_json.final,pu335pu335tiŋ52,pu335pu335tiŋ52,0.95,,补补丁pu铲puJJstiIJs2打补丁。
两边都有,281,159,造,651,281,造,zo113,zɒ113,否,是,否,否,0.8,zo113,zau113,否,是,否,否,0.666667,ok,syllables_json.final,zo113,zo113,0.95,,造Z0113
两边都有,281,159,钉扣,644,281,钉扣,tiŋ33kʰɤ33,təŋ33kʰɤ33,否,是,否,否,0.9,tin33kheu33,teon33kheu33,否,是,否,否,0.833333,ok,syllables_json.final,tiŋ33kʰɤ33,tiŋ33kʰɤ33,0.95,,钉扣til)33kh戏缝扣f。
两边都有,282,160,凿,654,282,凿,dzoʔ23,dzoʔ23,是,是,是,否,1.0,dzoq23,dzoq23,是,是,是,否,1.0,ok,syllables_json.final,dzoʔ23,dzoʔ23,0.95,,凿dzo?:?.J
两边都有,282,160,戴,663,282,戴,ta33,ta33,是,是,是,否,1.0,ta33,ta33,是,是,是,否,1.0,ok,syllables_json.final,ta33,ta33,0.95,,戴ta33
两边都有,282,160,烁,672,282,烁,saʔ45,saʔ45,是,是,是,否,1.0,saq45,saq45,是,是,是,否,1.0,ok,syllables_json.final,saʔ45,saʔ45,0.95,,烁sa?4'浸泡衣物：衣裳～过佼山丿勺＇
两边都有,282,160,绕,665,282,绕,ȵio11,ȵiɒ11,否,是,否,否,0.8,gnio11,gniau11,否,是,否,否,0.714286,ok,syllables_json.final,ȵio11,ȵio11,0.95,,"绕l),iO11"
两边都有,282,160,缀,666,282,缀,tsa33,tsa33,是,是,是,否,1.0,tsa33,tsa33,是,是,是,否,1.0,ok,syllables_json.final,tsa33,tsa33,0.95,,缀tsa33缝上附加物：～扣，～花边
两边都有,282,160,缝,664,282,缝,voŋ231,voŋ231,是,是,是,否,1.0,von231,von231,是,是,是,否,1.0,ok,syllables_json.final,voŋ231,voŋ231,0.95,,缝VOl)m
两边都有,282,160,脱,660,282,脱,tʰoʔ45,tʰeʔ45,否,是,否,否,0.833333,thoq45,theq45,否,是,否,否,0.833333,ok,syllables_json.final,tʰoʔ45,tʰoʔ45,0.95,,脱th0745
两边都有,282,160,黏,655,282,黏,ȵiɛ52,ȵiẽ52,否,是,否,否,0.8,gni52,gnien52,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,ȵiɛ52,ȵiɛ52,0.95,,"黏T).,i铲粘住n"
两边都有,283,161,僮,684,283,僮,dzɒŋ113,dzɒŋ113,是,是,是,否,1.0,dzaon113,dzaon113,是,是,是,否,1.0,ok,syllables_json.final,dzɒŋ113,dzɔŋ113,1.0,,僮dzOIJ113一个个合起来：碗要～起安东伽呾
两边都有,283,161,剃头,701,283,剃头,tʰiᵻ33dx231,tʰi33dɤ231,否,是,否,否,0.818182,thi33dx231,thi33deu231,否,否,否,否,,unknown_ipa:ᵻ;unknown_ipa:x,syllables_json.final,tʰiᵻ33dx231,tʰiᵻ33dx231,1.0,,剃头t啸d沪(1)理发：偌～剃西装发好。(2)剃光头。
两边都有,283,161,晒,677,283,晒,sa33,sa33,是,是,是,否,1.0,sa33,sa33,是,是,是,否,1.0,ok,syllables_json.final,sa33,sa33,1.0,,晒sa11
两边都有,283,161,汰,673,283,汰,da11,da11,是,是,是,否,1.0,da11,da11,是,是,是,否,1.0,ok,syllables_json.final,da11,da11,1.0,,汰da11
两边都有,283,161,烫,679,283,烫,tʰɒŋ33,tʰɒŋ33,是,是,是,否,1.0,thaon33,thaon33,是,是,是,否,1.0,ok,syllables_json.final,tʰɒŋ33,tʰɔŋ33,1.0,,烫th_OIJJJ贞。
两边都有,283,161,荡,675,283,荡,dɒŋ113,dɒŋ113,是,是,是,否,1.0,daon113,daon113,是,是,是,否,1.0,ok,syllables_json.final,dɒŋ113,dɔŋ113,1.0,,荡do1J111i刷：约吃过、嘴脯～～。
两边都有,284,162,扫,719,284,扫,sɒ335,sɒ335,是,是,是,否,1.0,sau335,sau335,是,是,是,否,1.0,ok,syllables_json.final,sɒ335,sɔ335,0.95,,扫S-0335
两边都有,284,162,泼,717,284,泼,pʰəʔ45,pʰeʔ45,否,是,否,否,0.833333,pheoq45,pheq45,否,是,否,否,0.857143,ok,syllables_json.final,pʰəʔ45,pʰəʔ45,0.95,,泼phe?45
两边都有,284,162,浇,716,284,浇,tɕiɒ52,tɕiɒ52,是,是,是,否,1.0,ciau52,ciau52,是,是,是,否,1.0,ok,syllables_json.final,tɕiɒ52,tɕiɔ52,0.95,,浇t~io52
两边都有,285,163,切,764,285,切,tɕʰiɛ45,tɕʰieʔ45,否,是,否,否,0.75,chi45,chiq45,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tɕʰiɛʔ45,tɕʰiɛ45,0.99,,切t泸ie?4S
两边都有,285,163,暴,758,285,暴,bɒ113,bɒ113,是,是,是,否,1.0,bau113,bau113,是,是,是,否,1.0,ok,syllables_json.final,bɒ113,bɒ113,0.99,,暴bo'13粗粗腌一下：鱼勿新鲜哉，豪愤～－～。
两边都有,285,163,盐,757,285,盐,ɦiẽ11,ɦiẽ11,是,是,是,否,1.0,yen11,yen11,是,是,是,否,1.0,ok,syllables_json.final,ɦiẽ11,ɦiẽ11,0.99,,盐fiie11用盐腌：～菜。
两边都有,285,163,蒸,738,285,蒸,tsəŋ52,tsəŋ52,是,是,是,否,1.0,tseon52,tseon52,是,是,是,否,1.0,ok,syllables_json.final,tsəŋ52,tsəŋ52,0.99,,蒸tSdl)52
两边都有,285,163,酘,760,285,酘,dɤ11,dɤ11,是,是,是,否,1.0,deu11,deu11,是,是,是,否,1.0,ok,syllables_json.final,dɤ11,dɤ11,0.99,,"酘d1'""掺入：老酒味逍勿对，奥冒～过水咯。"
两边都有,286,164,劈,770,286,劈,pʰieʔ45,pʰieʔ45,是,是,是,否,1.0,phiq45,phiq45,是,是,是,否,1.0,ok,syllables_json.final,pʰieʔ45,pʰieʔ45,0.99,,"劈p""ie?4s"
两边都有,286,164,压,779,286,压,æʔ45,æʔ45,是,是,是,否,1.0,aeq45,aeq45,是,是,是,否,1.0,ok,syllables_json.final,æʔ45,æʔ45,0.99,,压汜?45
两边都有,286,164,戳,776,286,戳,tsʰoʔ45,tsʰoʔ45,是,是,是,否,1.0,tshoq45,tshoq45,是,是,是,否,1.0,ok,syllables_json.final,tsʰoʔ45,tsʰoʔ45,0.99,,戳tsbo产刺：～得个涧眼。
两边都有,286,164,话梦话,796,286,话梦话,ɦuo11moŋ11ɦuo11,ɦo11moŋ11ɦo11,否,是,否,否,0.866667,wo11mon11wo11,gho11mon11gho11,否,是,否,否,0.733333,ok,syllables_json.final,ɦuo11moŋ11ɦuo11,ɦuo11moŋ11ɦuo11,0.99,,"话梦话fiuo县mol)1'fiuo""伊夜头～，拨别人晓得哉。"
两边都有,287,165,见轻,822,287,见轻,tɕie33tɕʰiŋ52,tɕiẽ33tɕʰiŋ52,否,是,否,否,0.923077,cie33chin52,cien33chin52,否,否,否,否,,unknown_ipa:e,syllables_json.final,tɕie33tɕʰiŋ52,tɕie33tɕʰiŋ52,1.0,,见轻t~i护t<;;hit)51病悄好转：倷娘咯病～得些哉。
两边都有,288,166,卯,841,288,卯,mɒ113,ma113,否,是,否,否,0.8,mau113,ma113,否,是,否,否,0.833333,ok,syllables_json.final,m113,mɔ113,0.9,,卯mo113呕吐。
两边都有,288,166,呛,830,288,呛,tɕhian33,tɕʰiaŋ33,否,是,否,否,0.75,chian33,chian33,是,是,是,否,1.0,ok,syllables_json.final,tɕhian33,tɕhian33,0.9,,呛t妒ia1J33咳嗽：冷得冷，有些～带哉。
两边都有,288,166,寨,843,288,寨,dza11,dza11,是,是,是,否,1.0,dza11,dza11,是,是,是,否,1.0,ok,syllables_json.final,dza11,dza11,0.9,,寨dza11fl复西。
两边都有,289,167,抽筋,870,289,抽筋,tsʰɤ̃33tɕiŋ52,tsʰɤ33tɕiŋ52,否,是,否,否,0.923077,tsheu33cin52,tsheu33cin52,否,否,否,否,,unknown_ipa:̃,syllables_json.final,tsʰɤ̃33tɕiŋ52,tsʰɤ̃33tɕiŋ52,0.95,,抽筋ts11戏t~il)52抽疯。
两边都有,289,167,疯瘫,883,289,疯瘫,foŋ33tæ52,foŋ33tʰæ̃52,否,是,否,否,0.818182,fon33t52,fon33thaen52,否,否,否,否,,unknown_ipa:æ,syllables_json.final,foŋ33tæ52,foŋ33tæ52,0.95,,疯瘫fo1J~h11武雄痪。
两边都有,289,167,病妊,858,289,病妊,biŋ11ȵiŋ11,biŋ11zẽ11,否,是,否,否,0.7,bin11gnin11,bin11zeen11,否,是,否,否,0.727273,ok,syllables_json.final,biŋ11iŋ11,biŋ11ȵiŋ11,0.95,,病妊bi1J11几jI)11孕期不适。
两边都有,289,167,肿,876,289,肿,tsoŋ335,tsoŋ335,是,是,是,否,1.0,tson335,tson335,是,是,是,否,1.0,ok,syllables_json.final,tsoŋ335,tsoŋ335,0.95,,肿tSOl)335
两边都有,290,168,养,913,290,养,fiaŋ113,liaŋ113,否,是,否,否,0.857143,fian113,lian113,否,是,否,否,0.857143,ok,syllables_json.final,fiaŋ113,fiaŋ113,0.95,,养fiiaJJ113抚养C
两边都有,290,168,大,917,290,大,do11,da11,否,是,否,否,0.75,do11,da11,否,是,否,否,0.75,ok,syllables_json.final,do11,do11,0.95,,大do11长大
两边都有,290,168,将养,910,290,将养,tɕiaŋ33fiaŋ55,tɕiaŋ33ɦiø̃55,否,是,否,否,0.769231,cian33fian55,cian33yoen55,否,是,否,否,0.75,ok,syllables_json.final,tɕiaŋ33fiaŋ55,tɕiaŋ33fiaŋ55,0.9,,将养t<;:ial)~~fi呴矿
两边都有,290,168,开刀,898,290,开刀,kʰɛ33tɒ52,kʰᴇ33tɒ52,否,是,否,否,0.888889,kh33tau52,khe33tau52,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,kʰɛ33tɒ52,kʰɛ33tɔ52,0.95,,开刀kh点to:12
两边都有,290,168,惹,911,290,惹,ȵia113,ȵia113,是,是,是,否,1.0,gnia113,gnia113,是,是,是,否,1.0,ok,syllables_json.final,ȵia113,ȵia113,0.95,,"惹0,ia113传染：偌做护I小心疤疮疮嫖～得来。"
两边都有,291,169,定亲,929,291,定亲,diŋ11tɕʰiŋ52,diɒ11tɕʰiŋ52,否,是,否,否,0.916667,din11chin52,diau11chin52,否,是,否,否,0.833333,ok,syllables_json.final,diŋ11tɕʰiŋ52,diŋ11tɕʰiŋ52,0.95,,定亲dil)11tc;hil)52订婚。
两边都有,291,169,抢亲,946,291,抢亲,tɕʰiaŋ335tɕʰiŋ52,tɕʰiaŋ335tɕʰi52,否,是,否,否,0.9375,chian335chin52,chian335chi52,否,是,否,否,0.928571,ok,syllables_json.final,tɕʰiaŋ335tɕʰiŋ52,tɕʰiaŋ335tɕʰiŋ52,0.95,,抢亲t砂ialJ罚tc;而“旧指男方因贫穷尤法举行婚礼而与女家父母
两边都有,291,169,拜堂,949,291,拜堂,pa33doŋ231,pa33dɒŋ231,否,是,否,否,0.9,pa33don231,pa33daon231,否,是,否,否,0.909091,ok,syllables_json.final,pa33doŋ231,pa33doŋ231,0.95,,拜堂pa~Mo泸新郎新娘举行成婚仪式尸
两边都有,292,170,继拜,967,292,继拜,tɕi33pa33,tɕi33pa33,是,是,是,否,1.0,ci33pa33,ci33pa33,是,是,是,否,1.0,ok,syllables_json.final,tɕi33pa33,tɕi33pa33,0.9,,继拜t忙pall无血缘关系或亲戚关系的人相认结成父母和子女的
两边都有,293,171,拜岁,1006,293,拜岁,pa33sE33,pa33sᴇ33,否,是,否,否,0.875,pa33se33,pa33se33,否,否,否,否,,unknown_ipa:E,syllables_json.final,pa33sE33,pa33sE33,0.95,,拜岁pa33SE翡拜年C
两边都有,293,171,探亲,992,293,探亲,tʰẽ33tɕʰiŋ52,tʰẽ33tɕʰiŋ52,是,是,是,否,1.0,theen33chin52,theen33chin52,是,是,是,否,1.0,ok,syllables_json.final,tʰẽ33tɕʰiŋ52,tʰẽ33tɕʰiŋ52,0.95,,探亲t'1铲t砂iI]51
两边都有,293,171,送灶,1001,293,送灶,soŋ33tsD33,soŋ33tsɒ33,否,是,否,否,0.9,son33tsd33,son33tsau33,否,否,否,否,,unknown_ipa:D,syllables_json.final,soŋ33tsD33,soŋ33tsD33,0.85,"Second syllable IPA contains 'D' which is non-standard, transcribed as seen.",送灶sotJ33tso~~农历腊月二十三日送灶王爷上天的祭祀活动。
两边都有,294,172,拜忏,1038,294,拜忏,pa33tsʰæ̃33,pa33tsʰɿ33,否,是,否,否,0.818182,pa33tshaen33,pa33tshy33,否,是,否,否,0.75,ok,syllables_json.final,pa33tsʰæ̃33,pa33tsʰæ̃33,0.99,,"拜忏pa'3ts11諒旧时1r外）已超度亡灵IJ,」的仪式。"
两边都有,294,172,死,1026,294,死,ɕi335,sɿ335,否,是,否,否,0.6,shi335,sy335,否,是,否,否,0.666667,ok,syllables_json.final,ɕi335,ɕi335,0.99,,死~jllS
两边都有,295,173,告诉,1057,295,告诉,ko33su33,ka33su33,否,是,否,否,0.875,ko33su33,ka33su33,否,是,否,否,0.875,ok,syllables_json.final,ko33su33,ko33su33,0.95,,告诉ko33su33
两边都有,295,173,告送,1056,295,告送,ko33soŋ33,ka33soŋ33,否,是,否,否,0.888889,ko33son33,ka33son33,否,是,否,否,0.888889,ok,syllables_json.final,ko33soŋ33,ko33soŋ33,0.95,,告送ko33SOIJ33
两边都有,295,173,应,1066,295,应,iŋ33,iŋ33,是,是,是,否,1.0,in33,in33,是,是,是,否,1.0,ok,syllables_json.final,iŋ33,iŋ33,0.98,,应ig3J
两边都有,295,173,理,1070,295,理,li113,li113,是,是,是,否,1.0,li113,li113,是,是,是,否,1.0,ok,syllables_json.final,li113,li113,0.98,,理IiiI)
两边都有,295,173,睬,1071,295,睬,tsʰɛ335,tsʰᴇ335,否,是,否,否,0.857143,tsh335,tshe335,否,否,否,否,,unknown_ipa:ɛ,syllables_json.final,tsʰɛ335,tsʰɛ335,0.98,,睬tshEm
两边都有,295,173,讲,1050,295,讲,koŋ335,kɒŋ335,否,是,否,否,0.833333,kon335,kaon335,否,是,否,否,0.857143,ok,syllables_json.final,koŋ335,koŋ335,0.98,,讲koIJ335
两边都有,295,173,话,1049,295,话,huo11,ɦo11,否,是,否,否,0.6,huo11,gho11,否,是,否,否,0.6,ok,syllables_json.final,huo11,huo11,0.98,,话fiuo11说。
两边都有,296,174,争,1092,296,争,tsa52,tsaŋ52,否,是,否,否,0.833333,tsa52,tsan52,否,是,否,否,0.833333,ok,syllables_json.final,tsaŋ52,tsa52,1.0,,争tsaLJ52
两边都有,296,174,候,1082,296,候,ɦʮ11,ɦɤ11,否,是,否,否,0.75,gh11,gheu11,否,否,否,否,,unknown_ipa:ʮ,syllables_json.final,ɦʮ11,ɦʮ11,1.0,,"候fi1s""lI等待时机：机会总算拨伊～若哉。"
两边都有,296,174,拨,1084,296,拨,pEʔ45,peʔ45,否,是,否,否,0.8,pe45,peq45,否,否,否,否,,unknown_ipa:E;unknown_ipa:ʔ,syllables_json.final,pEʔ45,pEʔ45,1.0,,拨pe产(1)给：老太入欢宫外甥，样式婓～伊咯。(2)被：～
两边都有,296,174,比,1095,296,比,pi335,pi335,是,是,是,否,1.0,pi335,pi335,是,是,是,否,1.0,ok,syllables_json.final,pi335,pi335,1.0,,比pi335比阰。
两边都有,296,174,谢借,1088,296,谢借,ʑia11tɕia11,ʑia11tɕia11,是,是,是,否,1.0,zhia11cia11,zhia11cia11,是,是,是,否,1.0,ok,syllables_json.final,ʑia11tɕia11,ʑia11tɕia11,1.0,,谢借~ia1't<;;iatt肉估用而敛谢。
两边都有,296,174,赔,1094,296,赔,bᴇ231,bᴇ231,是,是,是,否,1.0,be231,be231,是,是,是,否,1.0,ok,syllables_json.final,bᴇ231,bᴇ231,1.0,,赔bE231
两边都有,296,174,还,1090,296,还,ɦuæ231,ɦuæ̃231,否,是,否,否,0.857143,wu231,waen231,否,否,否,否,,unknown_ipa:æ,syllables_json.final,ɦuæ̃231,ɦuæ231,1.0,,还fiu忍31
两边都有,296,174,还杯,1091,296,还杯,ɦuæ̃11pE52,ɦæ̃11pᴇ52,否,是,否,否,0.8,waen11pe52,ghaen11pe52,否,否,否,否,,unknown_ipa:E,syllables_json.final,ɦuæ̃11pE52,ɦuæ̃11pE52,1.0,,还杯fiu无汗pES2回报：勿肯～，们吃亏。
两边都有,296,174,送,1089,296,送,so33,soŋ33,否,是,否,否,0.8,so33,son33,否,是,否,否,0.8,ok,syllables_json.final,soŋ33,so33,1.0,,送SOIJ33
两边都有,296,174,鞠躬,1100,296,鞠躬,tɕioʔ3kuDŋ52,tɕiøʔ3kuoŋ52,否,是,否,否,0.833333,cioq3kudng52,cioeq3kuon52,否,否,否,否,,unknown_ipa:D,syllables_json.final,tɕio3kuDŋ52,tɕioʔ3kuDŋ52,1.0,,鞠躬t~io?饮UOl)s2
两边都有,297,175,作,1133,297,作,tsoʔ45,tsoʔ45,是,是,是,否,1.0,tsoq45,tsoq45,是,是,是,否,1.0,ok,syllables_json.final,tsoʔ45,tsoʔ45,0.99,,作tso'145生书：个小人只管要～咯c
