sample_id	image	label	page	row_index	syllable_index	source_split	quality	tone_position	tone_policy	wupin_base	ipa_base	selected_tone	upper_tone	lower_tone
p131_0017_s01	images/p131_0017_s01.png	1	131	17	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	loen	lø̃	55		55
p131_0017_s02	images/p131_0017_s02.png	1	131	17	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	zaq	zaʔ	54		54
p131_0018_s00	images/p131_0018_s00.png	1	131	18	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	zaq	zaʔ	1		1
p131_0018_s01	images/p131_0018_s01.png	1	131	18	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	khue	kʰuᴇ	55		55
p131_0019_s00	images/p131_0019_s00.png	1	131	19	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	zaq	zaʔ	1		1
p131_0019_s01	images/p131_0019_s01.png	1	131	19	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	diau	diɤ	52		52
p131_0020_s00	images/p131_0020_s00.png	1	131	20	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	zaq	zaʔ	1		1
p131_0020_s01	images/p131_0020_s01.png	1	131	20	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	paen	pæ̃	55		55
p131_0021_s00	images/p131_0021_s00.png	0	131	21	0	train	matched	upper_only	visual_segment_single_tone__lower_null	chian	tɕʰiaŋ	33	33	
p131_0021_s01	images/p131_0021_s01.png	0	131	21	1	train	matched	upper_only	visual_segment_single_tone__lower_null	baen	bæ̃	33	33	
p131_0021_s02	images/p131_0021_s02.png	0	131	21	2	train	matched	upper_only	visual_segment_single_tone__lower_null	zaq	zaʔ	3	3	
p131_0022_s00	images/p131_0022_s00.png	0	131	22	0	train	matched	upper_only	visual_segment_single_tone__lower_null	so	sɒ	52	52	
p131_0023_s00	images/p131_0023_s00.png	1	131	23	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	zaq	zaʔ	1		1
p131_0023_s01	images/p131_0023_s01.png	0	131	23	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	so	sɒ	52	52	
p131_0024_s00	images/p131_0024_s00.png	0	131	24	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	so	sɒ	33	33	
p131_0024_s01	images/p131_0024_s01.png	1	131	24	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	gni	ȵi	52		52
p131_0025_s00	images/p131_0025_s00.png	0	131	25	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	gni	ȵi	11	11	
p131_0025_s01	images/p131_0025_s01.png	0	131	25	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	so	sɒ	52	52	
p131_0026_s00	images/p131_0026_s00.png	0	131	26	0	train	matched	no_detected_tone_digits	visual_segment_single_tone__lower_null	ghaen	ɦæ̃	11	11	
p131_0026_s01	images/p131_0026_s01.png	0	131	26	1	train	matched	no_detected_tone_digits	visual_segment_single_tone__lower_null	so	sɒ	11	11	
p131_0027_s00	images/p131_0027_s00.png	0	131	27	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	wu	ɦu	11	11	
p131_0027_s01	images/p131_0027_s01.png	0	131	27	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	gni	ȵi	52	52	
p132_0001_s00	images/p132_0001_s00.png	1	132	1	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	bon	boŋ	115		115
p132_0001_s01	images/p132_0001_s01.png	1	132	1	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	dzeen	dzẽ	52		52
p132_0002_s00	images/p132_0002_s00.png	1	132	2	0	train	matched	lower_only	visual_segment_selected_as_lower	hue	huᴇ	52		52
p132_0003_s00	images/p132_0003_s00.png	0	132	3	0	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	shieu	ɕiə	33	33	
p132_0004_s00	images/p132_0004_s00.png	1	132	4	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	don	doŋ	11		11
p132_0004_s01	images/p132_0004_s01.png	0	132	4	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	loq	loʔ	5	5	
p132_0006_s00	images/p132_0006_s00.png	0	132	6	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	laeq	læʔ	1	1	
p132_0006_s01	images/p132_0006_s01.png	1	132	6	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	saeq	sæʔ	5		5
p132_0007_s00	images/p132_0007_s00.png	0	132	7	0	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	lo	lɒ	115	115	
p132_0007_s01	images/p132_0007_s01.png	0	132	7	1	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	tso	tsɒ	52	52	
p132_0008_s00	images/p132_0008_s00.png	1	132	8	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	baq	baʔ	1		1
p132_0008_s01	images/p132_0008_s01.png	1	132	8	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	huo	huɒ	52		52
p132_0009_s00	images/p132_0009_s00.png	0	132	9	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	u	u	33	33	
p132_0009_s01	images/p132_0009_s01.png	1	132	9	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	huo	huɒ	52		52
p132_0010_s00	images/p132_0010_s00.png	0	132	10	0	train	matched	upper_only	visual_segment_single_tone__lower_null	hu	hu	335	335	
p132_0011_s00	images/p132_0011_s00.png	1	132	11	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	ien	iẽ	33		33
p132_0011_s01	images/p132_0011_s01.png	1	132	11	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	52		52
p132_0012_s00	images/p132_0012_s00.png	0	132	12	0	train	matched	upper_only	visual_segment_single_tone__lower_null	chi	tɕʰi	33	33	
p132_0012_s01	images/p132_0012_s01.png	0	132	12	1	train	matched	upper_only	visual_segment_single_tone__lower_null	heu	hə	33	33	
p132_0012_s02	images/p132_0012_s02.png	0	132	12	2	train	matched	upper_only	visual_segment_single_tone__lower_null	sy	sɿ	33	33	
p132_0014_s00	images/p132_0014_s00.png	0	132	14	0	train	matched	upper_only	visual_segment_single_tone__lower_null	phau	pʰɤ	33	33	
p132_0014_s01	images/p132_0014_s01.png	0	132	14	1	train	matched	upper_only	visual_segment_single_tone__lower_null	phau	pʰɤ	52	52	
p132_0015_s00	images/p132_0015_s00.png	0	132	15	0	train	matched	upper_only	visual_segment_single_tone__lower_null	vaeq	væʔ	1	1	
p132_0015_s01	images/p132_0015_s01.png	0	132	15	1	train	matched	upper_only	visual_segment_single_tone__lower_null	vaeq	væʔ	5	5	
p132_0016_s00	images/p132_0016_s00.png	1	132	16	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	beq	bᴇʔ	1		1
p132_0016_s01	images/p132_0016_s01.png	1	132	16	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	vaeq	væʔ	5		5
p132_0017_s00	images/p132_0017_s00.png	1	132	17	0	train	weak_match	lower_only	visual_segment_selected_as_lower	kuaon	kuɒŋ	33		33
p132_0017_s01	images/p132_0017_s01.png	1	132	17	1	train	weak_match	lower_only	visual_segment_selected_as_lower	deu	də	52		52
p132_0018_s00	images/p132_0018_s00.png	0	132	18	0	train	matched	upper_only	visual_segment_single_tone__lower_null	lian	liaŋ	11	11	
p132_0018_s01	images/p132_0018_s01.png	0	132	18	1	train	matched	upper_only	visual_segment_single_tone__lower_null	kuaon	kuɒŋ	11	11	
p132_0019_s00	images/p132_0019_s00.png	0	132	19	0	train	matched	upper_only	visual_segment_single_tone__lower_null	in	iŋ	335	335	
p132_0019_s01	images/p132_0019_s01.png	0	132	19	1	train	matched	upper_only	visual_segment_single_tone__lower_null	kuaon	kuɒŋ	52	52	
p132_0020_s00	images/p132_0020_s00.png	0	132	20	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	lian	liaŋ	11	11	
p132_0020_s01	images/p132_0020_s01.png	1	132	20	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	deu	də	11		11
p132_0021_s00	images/p132_0021_s00.png	0	132	21	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	een	ẽ	33	33	
p132_0021_s01	images/p132_0021_s01.png	1	132	21	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	33		33
p132_0022_s00	images/p132_0022_s00.png	1	132	22	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	ngaen	ŋæ̃	11		11
p132_0022_s01	images/p132_0022_s01.png	0	132	22	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	seoq	səʔ	5	5	
p132_0023_s00	images/p132_0023_s00.png	0	132	23	0	train	matched	lower_only	visual_segment_single_tone__lower_null	seon	səŋ	33	33	
p132_0023_s01	images/p132_0023_s01.png	1	132	23	1	train	matched	lower_only	visual_segment_selected_as_lower	shian	ɕiaŋ	55		55
p132_0024_s00	images/p132_0024_s00.png	0	132	24	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	seon	səŋ	33	33	
p132_0024_s01	images/p132_0024_s01.png	0	132	24	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	in	iŋ	52	52	
p132_0025_s00	images/p132_0025_s00.png	0	132	25	0	train	matched	upper_only	visual_segment_single_tone__lower_null	in	iŋ	33	33	
p132_0025_s01	images/p132_0025_s01.png	0	132	25	1	train	matched	upper_only	visual_segment_single_tone__lower_null	seon	səŋ	52	52	
p132_0026_s00	images/p132_0026_s00.png	0	132	26	0	train	weak_match	upper_only	visual_segment_single_tone__lower_null	gniq	ȵiʔ	1	1	
p132_0026_s01	images/p132_0026_s01.png	0	132	26	1	train	weak_match	upper_only	visual_segment_single_tone__lower_null	du	du	55	55	
p133_0000_s00	images/p133_0000_s00.png	0	133	0	0	train	matched	upper_only	visual_segment_single_tone__lower_null	khue	kʰuᴇ	33	33	
p133_0000_s01	images/p133_0000_s01.png	0	133	0	1	train	matched	upper_only	visual_segment_single_tone__lower_null	deu	də	33	33	
p133_0001_s00	images/p133_0001_s00.png	1	133	1	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	gnioen	ȵiø̃	11		11
p133_0001_s01	images/p133_0001_s01.png	1	133	1	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	khue	kʰuᴇ	55		55
p133_0001_s02	images/p133_0001_s02.png	0	133	1	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	deu	də	52	52	
p133_0002_s00	images/p133_0002_s00.png	0	133	2	0	train	matched	lower_only	visual_segment_single_tone__lower_null	poen	pø̃	33	33	
p133_0002_s01	images/p133_0002_s01.png	1	133	2	1	train	matched	lower_only	visual_segment_selected_as_lower	khue	kʰuᴇ	33		33
p133_0002_s02	images/p133_0002_s02.png	0	133	2	2	train	matched	lower_only	visual_segment_single_tone__lower_null	deu	də	33	33	
p133_0003_s00	images/p133_0003_s00.png	1	133	3	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	baeq	bæʔ	1		1
p133_0003_s01	images/p133_0003_s01.png	1	133	3	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	deu	də	52		52
p133_0004_s00	images/p133_0004_s00.png	0	133	4	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	kho	kʰɒ	33	33	
p133_0004_s01	images/p133_0004_s01.png	1	133	4	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	leq	lᴇʔ	5		5
p133_0005_s00	images/p133_0005_s00.png	0	133	5	0	train	low_match	upper_only	visual_segment_single_tone__lower_null	meq	mᴇʔ	1	1	
p133_0005_s01	images/p133_0005_s01.png	0	133	5	1	train	low_match	upper_only	visual_segment_single_tone__lower_null	soeq	søʔ	5	5	
p133_0006_s00	images/p133_0006_s00.png	0	133	6	0	train	matched	upper_only	visual_segment_single_tone__lower_null	feen	fẽ	335	335	
p133_0006_s01	images/p133_0006_s01.png	0	133	6	1	train	matched	upper_only	visual_segment_single_tone__lower_null	meq	mᴇʔ	5	5	
p133_0006_s02	images/p133_0006_s02.png	0	133	6	2	train	matched	upper_only	visual_segment_single_tone__lower_null	soeq	søʔ	54	54	
p133_0007_s00	images/p133_0007_s00.png	0	133	7	0	train	matched	upper_only	visual_segment_single_tone__lower_null	feen	fẽ	335	335	
p133_0007_s01	images/p133_0007_s01.png	0	133	7	1	train	matched	upper_only	visual_segment_single_tone__lower_null	meq	mᴇʔ	5	5	
p133_0007_s02	images/p133_0007_s02.png	0	133	7	2	train	matched	upper_only	visual_segment_single_tone__lower_null	deu	də	52	52	
p133_0008_s00	images/p133_0008_s00.png	0	133	8	0	train	matched	upper_only	visual_segment_single_tone__lower_null	feen	fẽ	335	335	
p133_0009_s00	images/p133_0009_s00.png	0	133	9	0	train	low_match	upper_only	visual_segment_single_tone__lower_null	don	doŋ	11	11	
p133_0009_s01	images/p133_0009_s01.png	0	133	9	1	train	low_match	upper_only	visual_segment_single_tone__lower_null	ngaen	ŋæ̃	11	11	
p133_0011_s00	images/p133_0011_s00.png	0	133	11	0	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	von	voŋ	11	11	
p133_0011_s01	images/p133_0011_s01.png	0	133	11	1	train	weak_match	no_detected_tone_digits	visual_segment_single_tone__lower_null	da	da	55	55	
p133_0012_s00	images/p133_0012_s00.png	1	133	12	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	khoq	kʰoʔ	3		3
p133_0012_s01	images/p133_0012_s01.png	1	133	12	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	loq	loʔ	5		5
p133_0013_s00	images/p133_0013_s00.png	1	133	13	0	train	matched	lower_only	visual_segment_selected_as_lower	ciq	tɕiʔ	3		3
p133_0013_s01	images/p133_0013_s01.png	1	133	13	1	train	matched	lower_only	visual_segment_selected_as_lower	tsoq	tsoʔ	5		5
p133_0014_s00	images/p133_0014_s00.png	1	133	14	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	sy	sɿ	33		33
p133_0014_s01	images/p133_0014_s01.png	1	133	14	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	lieu	liə	55		55
p133_0015_s00	images/p133_0015_s00.png	0	133	15	0	train	matched	upper_only	visual_segment_single_tone__lower_null	in	iŋ	33	33	
p133_0016_s00	images/p133_0016_s00.png	0	133	16	0	train	matched	upper_only	visual_segment_single_tone__lower_null	chi	tɕʰi	33	33	
p133_0016_s01	images/p133_0016_s01.png	0	133	16	1	train	matched	upper_only	visual_segment_single_tone__lower_null	shiq	ɕiʔ	3	3	
p133_0017_s00	images/p133_0017_s00.png	0	133	17	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	bi	bi	11	11	
p133_0017_s01	images/p133_0017_s01.png	1	133	17	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	dau	dɤ	11		11
p133_0018_s00	images/p133_0018_s00.png	0	133	18	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	na	na	115	115	
p133_0018_s01	images/p133_0018_s01.png	1	133	18	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	huo	huɒ	55		55
p133_0018_s02	images/p133_0018_s02.png	0	133	18	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shian	ɕiaŋ	52	52	
p133_0019_s00	images/p133_0019_s00.png	1	133	19	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	shin	ɕiŋ	33		33
p133_0019_s01	images/p133_0019_s01.png	1	133	19	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	55		55
p133_0020_s00	images/p133_0020_s00.png	0	133	20	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	me	mᴇ	11	11	
p133_0020_s01	images/p133_0020_s01.png	1	133	20	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tseon	tsəŋ	55		55
p133_0020_s02	images/p133_0020_s02.png	1	133	20	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	52		52
p133_0021_s00	images/p133_0021_s00.png	0	133	21	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ghaen	ɦæ̃	11	11	
p133_0021_s01	images/p133_0021_s01.png	1	133	21	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	hau	hɤ	55		55
p133_0021_s02	images/p133_0021_s02.png	0	133	21	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	chi	tɕʰi	52	52	
p133_0022_s00	images/p133_0022_s00.png	1	133	22	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	ien	iẽ	33		33
p133_0022_s01	images/p133_0022_s01.png	1	133	22	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	hu	hu	55		55
p133_0022_s02	images/p133_0022_s02.png	1	133	22	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	52		52
p133_0024_s00	images/p133_0024_s00.png	1	133	24	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	gni	ȵi	11		11
p133_0024_s01	images/p133_0024_s01.png	1	133	24	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	11		11
p133_0024_s02	images/p133_0024_s02.png	1	133	24	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	11		11
p133_0025_s00	images/p133_0025_s00.png	0	133	25	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	gni	ȵi	11	11	
p133_0025_s01	images/p133_0025_s01.png	0	133	25	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	bu	bu	11	11	
p133_0025_s02	images/p133_0025_s02.png	1	133	25	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	11		11
p133_0026_s00	images/p133_0026_s00.png	0	133	26	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	oq	oʔ	3	3	
p133_0026_s01	images/p133_0026_s01.png	1	133	26	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	yaq	ɦaʔ	5		5
p133_0026_s02	images/p133_0026_s02.png	0	133	26	2	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	deu	də	55	55	
p133_0026_s03	images/p133_0026_s03.png	1	133	26	3	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	chi	tɕʰi	55		55
p134_0001_s00	images/p134_0001_s00.png	1	134	1	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	sau	sɤ	33		33
p134_0001_s01	images/p134_0001_s01.png	1	134	1	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	tsheu	tsʰə	55		55
p134_0002_s00	images/p134_0002_s00.png	0	134	2	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	yan	ɦaŋ	11	11	
p134_0002_s01	images/p134_0002_s01.png	1	134	2	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	sau	sɤ	55		55
p134_0002_s02	images/p134_0002_s02.png	1	134	2	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsheu	tsʰə	52		52
p134_0003_s00	images/p134_0003_s00.png	0	134	3	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	shin	ɕiŋ	33	33	
p134_0003_s01	images/p134_0003_s01.png	1	134	3	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsheu	tsʰə	55		55
p134_0004_s00	images/p134_0004_s00.png	1	134	4	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	gheen	ɦẽ	11		11
p134_0004_s01	images/p134_0004_s01.png	1	134	4	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	soen	sø̃	11		11
p134_0004_s02	images/p134_0004_s02.png	0	134	4	2	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	tsheu	tsʰə	11	11	
p134_0006_s00	images/p134_0006_s00.png	0	134	6	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	sy	sɿ	335	335	
p134_0006_s01	images/p134_0006_s01.png	1	134	6	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	phaq	pʰaʔ	5		5
p134_0006_s02	images/p134_0006_s02.png	1	134	6	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsheu	tsʰə	52		52
p134_0007_s00	images/p134_0007_s00.png	0	134	7	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	zaq	zaʔ	1	1	
p134_0007_s01	images/p134_0007_s01.png	1	134	7	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	gnieu	ȵiə	55		55
p134_0007_s02	images/p134_0007_s02.png	0	134	7	2	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	deu	də	55	55	
p134_0007_s03	images/p134_0007_s03.png	0	134	7	3	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	tsheu	tsʰə	55	55	
p134_0008_s00	images/p134_0008_s00.png	0	134	8	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	u	u	33	33	
p134_0008_s01	images/p134_0008_s01.png	1	134	8	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	ciau	tɕiɤ	55		55
p134_0008_s02	images/p134_0008_s02.png	0	134	8	2	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	mhau	hmɤ	55	55	
p134_0008_s03	images/p134_0008_s03.png	1	134	8	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	55		55
p134_0008_s04	images/p134_0008_s04.png	1	134	8	4	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsheu	tsʰə	33		33
p134_0009_s00	images/p134_0009_s00.png	0	134	9	0	train	matched	upper_only	visual_segment_single_tone__lower_null	zy	zɿ	11	11	
p134_0009_s01	images/p134_0009_s01.png	0	134	9	1	train	matched	upper_only	visual_segment_single_tone__lower_null	kuaon	kuɒŋ	52	52	
p134_0010_s00	images/p134_0010_s00.png	1	134	10	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	zeen	zẽ	11		11
p134_0010_s01	images/p134_0010_s01.png	0	134	10	1	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	kuaon	kuɒŋ	52	52	
p134_0011_s00	images/p134_0011_s00.png	0	134	11	0	train	matched	lower_only	visual_segment_single_tone__lower_null	zy	zɿ	11	11	
p134_0011_s01	images/p134_0011_s01.png	1	134	11	1	train	matched	lower_only	visual_segment_selected_as_lower	sy	sɿ	55		55
p134_0012_s00	images/p134_0012_s00.png	0	134	12	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	kuon	kuoŋ	33	33	
p134_0012_s01	images/p134_0012_s01.png	1	134	12	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	fu	fu	52		52
p134_0013_s00	images/p134_0013_s00.png	1	134	13	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	zhien	ʑiẽ	11		11
p134_0013_s01	images/p134_0013_s01.png	1	134	13	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	sy	sɿ	55		55
p134_0014_s00	images/p134_0014_s00.png	1	134	14	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	gho	ɦɒ	115		115
p134_0014_s01	images/p134_0014_s01.png	1	134	14	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	sy	sɿ	52		52
p134_0015_s00	images/p134_0015_s00.png	1	134	15	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	khe	kʰᴇ	33		33
p134_0015_s01	images/p134_0015_s01.png	1	134	15	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	tsau	tsɤ	52		52
p134_0016_s00	images/p134_0016_s00.png	1	134	16	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	khe	kʰᴇ	33		33
p134_0016_s01	images/p134_0016_s01.png	1	134	16	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	the	tʰᴇ	52		52
p134_0017_s00	images/p134_0017_s00.png	1	134	17	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	loq	loʔ	1		1
p134_0017_s01	images/p134_0017_s01.png	1	134	17	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	moq	moʔ	5		5
p134_0018_s00	images/p134_0018_s00.png	1	134	18	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p134_0018_s01	images/p134_0018_s01.png	1	134	18	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	seq	sᴇʔ	54		54
p134_0019_s00	images/p134_0019_s00.png	0	134	19	0	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	lau	lɤ	115	115	
p134_0019_s01	images/p134_0019_s01.png	0	134	19	1	train	matched	both_upper_lower	visual_segment_single_tone__lower_null	ti	ti	55	55	
p134_0019_s02	images/p134_0019_s02.png	1	134	19	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsy	tsɿ	52		52
p134_0020_s00	images/p134_0020_s00.png	1	134	20	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	lau	lɤ	115		115
p134_0020_s01	images/p134_0020_s01.png	1	134	20	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	pe	pᴇ	55		55
p134_0020_s02	images/p134_0020_s02.png	1	134	20	2	train	matched	both_upper_lower	visual_segment_selected_as_lower	seu	sə	55		55
p134_0020_s03	images/p134_0020_s03.png	1	134	20	3	train	matched	both_upper_lower	visual_segment_selected_as_lower	li	li	52		52
p134_0021_s00	images/p134_0021_s00.png	0	134	21	0	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	ku	ku	335	335	
p134_0021_s01	images/p134_0021_s01.png	0	134	21	1	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	pe	pᴇ	55	55	
p134_0021_s02	images/p134_0021_s02.png	0	134	21	2	train	weak_match	both_upper_lower	visual_segment_single_tone__lower_null	seu	sə	55	55	
p134_0021_s03	images/p134_0021_s03.png	1	134	21	3	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	li	li	52		52
p134_0022_s00	images/p134_0022_s00.png	0	134	22	0	train	matched	upper_only	visual_segment_single_tone__lower_null	naen	næ̃	231	231	
p134_0024_s00	images/p134_0024_s00.png	1	134	24	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	naen	næ̃	11		11
p134_0024_s01	images/p134_0024_s01.png	1	134	24	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	faen	fæ̃	52		52
p135_0000_s00	images/p135_0000_s00.png	1	135	0	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	keq	kᴇʔ	3		3
p135_0000_s01	images/p135_0000_s01.png	1	135	0	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	mau	mɤ	55		55
p135_0001_s00	images/p135_0001_s00.png	1	135	1	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	deu	də	11		11
p135_0001_s01	images/p135_0001_s01.png	1	135	1	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	mau	mɤ	55		55
p135_0002_s00	images/p135_0002_s00.png	1	135	2	0	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	gho	ɦɒ	115		115
p135_0002_s01	images/p135_0002_s01.png	1	135	2	1	train	weak_match	both_upper_lower	visual_segment_selected_as_lower	mau	mɤ	52		52
p135_0003_s00	images/p135_0003_s00.png	1	135	3	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	nge	ŋᴇ	115		115
p135_0003_s01	images/p135_0003_s01.png	1	135	3	1	train	matched	both_upper_lower	visual_segment_selected_as_lower	shiq	ɕiʔ	54		54
p135_0004_s00	images/p135_0004_s00.png	0	135	4	0	train	low_match	upper_only	visual_segment_single_tone__lower_null	tsy	tsɿ	33	33	
p135_0004_s01	images/p135_0004_s01.png	0	135	4	1	train	low_match	upper_only	visual_segment_single_tone__lower_null	zhien	ʑiẽ	52	52	
p135_0005_s00	images/p135_0005_s00.png	1	135	5	0	train	matched	both_upper_lower	visual_segment_selected_as_lower	tsy	tsɿ	33		33
