page	row_index	hanzi	wupin	ipa_digits	match_score	candidate_headword	image	pdf_text
170	20	烹炒猪肉	pheen33tshau55tsy55gnio52	pʰẽ33tsʰɤ55tsɿ55ȵiɒ52	0.3333	中炒	review/images/page_170_0020.png	"中炒tSOIJ~hs""o铲烹炒猪肉、节、业苗、豆腐千、苹芫等做成的"
170	21	菜肴	tshe33yau33	tsʰᴇ33ɦɤ33	0.0	懒恪饼子	review/images/page_170_0021.png	懒恪饼子1无阻do招pil)货tse岱指猪肉剌成肉饼子后蒸成的菜籵。
170	22	懒惰饼子	laen115do55pin55tsy52	læ̃115dɒ55piŋ55tsɿ52	0.0	货	review/images/page_170_0022.png	懒恪饼子1无阻do招pil)货tse岱指猪肉剌成肉饼子后蒸成的菜籵。
170	26	白斩鸡	baq1tsaen55ci52	baʔ1tsæ̃55tɕi52	0.4	臼斩	review/images/page_170_0026.png	臼斩X鸟ba?r1ts无炉t~ i 5!
170	29	霉干菜语肉	me11keen55tshe55gniu55gnio52	mᴇ11kẽ55tsʰᴇ55ȵy55ȵiɒ52	0.4	伪丁菜炬肉	review/images/page_170_0029.png	伪丁菜炬肉m础k哮tS1点u裴0,io?2.1T菜和猪肉久蒸做成的菜在
170	30	火腿炖老鸭	hu335the55toen55lau55aeq54	hu335tʰᴇ55tø̃55lɤ55æʔ54	0.0	点	review/images/page_170_0030.png	伪丁菜炬肉m础k哮tS1点u裴0,io?2.1T菜和猪肉久蒸做成的菜在
170	31	菜肴	tshe33yau33	tsʰᴇ33ɦɤ33	0.0	火腿炖老鸭	review/images/page_170_0031.png	火腿炖老鸭bu335 t怪如睬lo : :如忧老鸭加火腿等仵料久炖做成的
170	32	併拢熬菜	pin3355555lon55ngau55tshe52	piŋ3355555loŋ55ŋɤ55tsʰᴇ52	0.0	如睬	review/images/page_170_0032.png	火腿炖老鸭bu335 t怪如睬lo : :如忧老鸭加火腿等仵料久炖做成的
171	15	末	mheq45	hmᴇʔ45	0.0	茶水	review/images/page_171_0015.png	茶dzo231( l )白开水：去冲壶～来IJ( 2 )茶水：杀叶扑i鱼．为
171	21	酒合酒	cieu335keq5cieu52	tɕiə335kᴇʔ5tɕiə52	0.3333	洒合洒	review/images/page_171_0021.png	洒合洒t,;i沪ke背t,;i'ls'护以洒为加籵做成的洒，极个后劲。
171	24	白酒	baq1cieu55	baʔ1tɕiə55	0.4	铲白洒	review/images/page_171_0024.png	烧洒so如i¥铲白洒。
172	0	第六章	di11loq1tsaon11	di11loʔ1tsɒŋ11	0.0	冰淇淋	review/images/page_172_0000.png	冰淇淋PUJ甘d~谌lil)铲
172	1	冰淇淋	pin33ji55lin52	piŋ33dʑi55liŋ52	0.0	铲	review/images/page_172_0001.png	冰淇淋PUJ甘d~谌lil)铲
172	4	旱烟	gheen115ien52	ɦẽ115iẽ52	0.4	烟邸限	review/images/page_172_0004.png	If烟邸限52
172	7	糖	daon231	dɒŋ231	0.0	背	review/images/page_172_0007.png	甜食di础z~背
172	15	牛皮糖	gnieu11bi55daon52	ȵiə11bi55dɒŋ52	0.3333	牛	review/images/page_172_0015.png	牛皮糖O,i¥和b常doIJ铲一种有韧性的软糖。
172	24	腌制的橄榄	ien33tsy55tiq5kaen55laen52	iẽ33tsɿ55tiʔ5kæ̃55læ̃52	0.4444	敲扁橄榄	review/images/page_172_0024.png	敲扁橄榄kh咄pi卿k元铲l无炉
172	25	敲扁橄榄	khau33pien55kaen55laen52	kʰɤ33piẽ55kæ̃55læ̃52	0.0	元	review/images/page_172_0025.png	敲扁橄榄kh咄pi卿k元铲l无炉
172	31	柿饼	zy115pin52	zɿ115piŋ52	0.0	压	review/images/page_172_0031.png	小胡桃肉(pio335fiun' do;压io?;!山核桃仁。
173	15	粢	tshy33	tsʰɿ33	0.0	糯米饭	review/images/page_173_0015.png	栥［米］饭ts宁[m曲]v昢糯米饭。
173	22	油子	yeu11tsy55	ɦə11tsɿ55	0.4	油馈了	review/images/page_173_0022.png	油馈了fii¥铲s无铲t罚铲油饼。
173	23	油饼	yeu11pin55	ɦə11piŋ55	0.0	罚	review/images/page_173_0023.png	油馈了fii¥铲s无铲t罚铲油饼。
174	0	第六章	di11loq1tsaon11	di11loʔ1tsɒŋ11	0.0	乱肵西甘良	review/images/page_174_0000.png	乱肵西甘良die铲t~i¥芬l),ia1JHi酉甘良。
174	1	制作	tsy33tseq3	tsɿ33tsᴇʔ3	0.0	芬	review/images/page_174_0001.png	乱肵西甘良die铲t~i¥芬l),ia1JHi酉甘良。
174	2	甜酒酿	dien11cieu55gnian52	diẽ11tɕiə55ȵiaŋ52	0.0	酉甘良	review/images/page_174_0002.png	乱肵西甘良die铲t~i¥芬l),ia1JHi酉甘良。
174	14	花生油	huo33san55yeu52	huɒ33saŋ55ɦə52	0.3333	花牛汕	review/images/page_174_0014.png	花牛汕huo昔Sal)~~fii¥铲
174	25	甜面酱	dien11mien55cian52	diẽ11miẽ55tɕiaŋ52	0.0	什	review/images/page_174_0025.png	豆板茜d¥llp元铲t~ial)什
174	27	酱油	cian33yeu33	tɕiaŋ33ɦə33	0.0	湘汕	review/images/page_174_0027.png	湘汕t~iaIJ33 fii础
174	28	母子油	mu115tsy55yeu52	mu115tsɿ55ɦə52	0.0	础	review/images/page_174_0028.png	湘汕t~iaIJ33 fii础
174	29	太油	tha33yeu33	tʰa33ɦə33	0.4	母子油	review/images/page_174_0029.png	母子油mu盄ts甘汽沁铲
174	30	醋	tshu33	tsʰu33	0.0	太汕	review/images/page_174_0030.png	太汕tha33 fii¥]和一种品质较好的附油。
174	31	米醋	mi115tshu52	mi115tsʰu52	0.0	戙	review/images/page_174_0031.png	"戙ts""u'3"
174	32	红糖	won11daon52	ɦoŋ11dɒŋ52	0.0	米酌	review/images/page_174_0032.png	米酌mil 甘ts11un
175	1	白糖	baq1daon52	baʔ1dɒŋ52	0.0	铲	review/images/page_175_0001.png	炀糖dii1擂dOI)铲
175	4	红砂糖	won11so55daon52	ɦoŋ11sɒ55dɒŋ52	0.0	油	review/images/page_175_0004.png	赤砂糖tshe?j5SO~油doJJ铲红砂糖。
175	26	棉絮	mien11shi55	miẽ11ɕi55	0.0	如	review/images/page_175_0026.png	棉花絮mi研huo如m 棉絮。
176	7	富春纺	fu33tsheen33faon33	fu33tsʰẽ33fɒŋ33	0.3333	常存纺	review/images/page_176_0007.png	"常存纺旷ts""睬fol):铲一种绸了，常川来做衣服出了。"
176	16	灯芯绒	teon33gnion52	təŋ33ȵioŋ52	0.25	火兀芯勾戈	review/images/page_176_0016.png	火兀芯勾戈t~l)1~c ilJ{~n,ioJJ铲
176	21	丝绵	sy33mien52	sɿ33miẽ52	0.4	奻绵呻	review/images/page_176_0021.png	奻绵呻m啤
176	28	羊皮	yan11bi52	ɦaŋ11bi52	0.0	铲	review/images/page_176_0028.png	货限狼皮fiUDIJ铲ts阿铲lDJJ铲bi铲
176	30	零头布	ihin33deu55pu52	hiŋ33də55pu52	0.0	铲	review/images/page_176_0030.png	初皮fiiaIJ和bi铲
177	15	小	shiau335	ɕiɤ335	0.3333	小布衫	review/images/page_177_0015.png	小［布］衫~io335[pu切s元”中式内衣＾
178	0	第六章	di11loq1tsaon11	di11loʔ1tsɒŋ11	0.0	卫生裤	review/images/page_178_0000.png	卫生裤fiuE盄Sal);谢贮ul;
178	1	卫生裤	we115san55khu52	ɦᴇ115saŋ55kʰu52	0.0	谢	review/images/page_178_0001.png	卫生裤fiuE盄Sal);谢贮ul;
178	7	背裕	pe33yu55	pᴇ33ɦy55	0.0	仵搭	review/images/page_178_0007.png	仵搭p E33t无~5
178	21	两裆裤	lian115taon55khu52	liaŋ115tɒŋ55kʰu52	0.0	胪	review/images/page_178_0021.png	萌档裤m甜tOI)~胪u~~ 小孩穿的个会霖出屁股的裤千。
178	24	裙	jioen231	dʑiø̃231	0.0	染	review/images/page_178_0024.png	山鸡皮d元和tci 染ib谐婴儿穿的连衣祈。
178	29	一口钟	iq3kheu55tson52	iʔ3kʰə55tsoŋ52	0.3333	一	review/images/page_178_0029.png	一11 钟ie芹k11¥贷tso旷小孩穿的披风(
178	30	蜡烛包	laeq1tsoq5pa52	læʔ1tsoʔ5pa52	0.0	贷	review/images/page_178_0030.png	一11 钟ie芹k11¥贷tso旷小孩穿的披风(
179	2	肩	cien52	tɕiẽ52	0.0	拓庐	review/images/page_179_0002.png	拓庐thO怀ty i守领和启之间的距离L
179	3	肩	cien52	tɕiẽ52	0.0	牁启	review/images/page_179_0003.png	牁启k如tyi睬呐腋之间的礼埠
179	6	袖口头	zhieu11kheu11deu11	ʑiə11kʰə11də11	0.3333	袖	review/images/page_179_0006.png	"袖口叩"" kh¥铲( 1 ) 袖丘( 2 )袖II 儿"
179	12	衩	tsho52	tsʰɒ52	0.0	烟下摆	review/images/page_179_0012.png	下祝头fio凅呻d烟下摆，
179	17	裤脚	khu33ciaq3	kʰu33tɕiaʔ3	0.0	汗	review/images/page_179_0017.png	裤脚符k忙t(i;ia汗ku础裕腿。
179	18	裤脚头	khu33ciaq3deu33	kʰu33tɕiaʔ3də33	0.0	补车	review/images/page_179_0018.png	补车JI却k11uu如a?;s裤叩儿。
179	19	袋袋	de11de11	dᴇ11dᴇ11	0.0	如	review/images/page_179_0019.png	补车JI却k11uu如a?;s裤叩儿。
179	20	抄袋	tshau33de55	tsʰɤ33dᴇ55	0.0	裤脚头	review/images/page_179_0020.png	裤脚头k11u13 t~ ia?~'d础
179	21	外	nga11	ŋa11	0.0	础	review/images/page_179_0021.png	裤脚头k11u13 t~ ia?~'d础
179	22	面儿	mien115gni52	miẽ115ȵi52	0.0	袋袋	review/images/page_179_0022.png	袋袋dE11 d忒衣服兜儿()
179	23	里	li113	li113	0.0	抄袋	review/images/page_179_0023.png	抄袋ts11o{~d忒1 1J 插了的衣服兜儿。
179	24	里子	li115tsy52	li115tsɿ52	0.0	外月	review/images/page_179_0024.png	外月1J忒b元和伽儿
179	28	衣纽儿	i33gnieu55gni52	i33ȵiə55ȵi52	0.0	纠禄	review/images/page_179_0028.png	纠禄[,l,i泄Ph諒
179	29	纽	gnieu113	ȵiə113	0.0	諒	review/images/page_179_0029.png	纠禄[,l,i泄Ph諒
180	0	第六章	di11loq1tsaon11	di11loʔ1tsɒŋ11	0.0	纽扣	review/images/page_180_0000.png	纽扣凡议盄K肾g
180	2	扣眼	kheu33ngaen33	kʰə33ŋæ̃33	0.0	拐对	review/images/page_180_0002.png	拐对Q n汜怀kh¥~{r 母扣儿，
180	3	捺扣	naeq1kheu55	næʔ1kʰə55	0.4	母扣儿	review/images/page_180_0003.png	拐对Q n汜怀kh¥~{r 母扣儿，
180	5	帽	ma11	ma11	0.0	帕	review/images/page_180_0005.png	帕mo 11
180	6	帽檐儿	ma11yen11gni11	ma11ɦẽ11ȵi11	0.2857	铲帕梢儿	review/images/page_180_0006.png	"阳］鸭舌头[mo"" ] 汜?~5zc?;3 d1i'铲帕梢儿。"
180	9	草帽	tshau335ma52	tsʰɤ335ma52	0.0	咄旧	review/images/page_180_0009.png	铜盆帜dOIJ轩b础m咄旧II、l的一种礼矶
180	12	的绒帽	tiq3gnion55ma52	tiʔ3ȵioŋ55ma52	0.0	片	review/images/page_180_0012.png	汕豆腐叭Ifii)(轩d)(~~ fiu l\mo片一种把叽凇拉下米可以招住整个头部
180	14	箬帽	gniaq1ma55	ȵiaʔ1ma55	0.0	瓜皮	review/images/page_180_0014.png	秋帕to灯){~~mol~ 瓜皮,~u
180	20	拦馋袋	ihaen33daen55de52	hiæ̃33dæ̃55dᴇ52	0.3333	栏搀袋	review/images/page_180_0020.png	栏搀袋l无铲z元铲d式
180	23	衲	neq23	nᴇʔ23	0.0	钠	review/images/page_180_0023.png	钠ne,23 垫了。
180	28	腰带	iau33ta55	iɤ33ta55	0.0	铲	review/images/page_180_0028.png	绑腿po矿t诈铲
181	16	棉鞋	mien11gha52	miẽ11ɦa52	0.0	部	review/images/page_181_0016.png	棉花佳mi础huo部a扩棉鞋。
181	20	套鞋	thau33gha33	tʰɤ33ɦa33	0.3333	包括套鞋球鞋	review/images/page_181_0020.png	雨鞋fiy盄fia铲下雨天穿的鞋，包括套鞋、球鞋。
181	21	橡胶雨鞋	jian115kau55yu55gha52	dʑiaŋ115kɤ55ɦy55ɦa52	0.3333	套鞋	review/images/page_181_0021.png	套鞋th沪fia铲橡胶雨鞋。
181	25	木拖鞋	moq1tha55gha52	moʔ1tʰa55ɦa52	0.3333	木	review/images/page_181_0025.png	木拖鞋mo?叶o;; fia铲
181	31	破烂的鞋	pha33laen33tiq3gha33	pʰa33læ̃33tiʔ3ɦa33	0.0	甘	review/images/page_181_0031.png	破鞋丹phallfia甘b元铲破烂的鞋。
182	18	簪	tseen52	tsẽ52	0.0	芒	review/images/page_182_0018.png	别针bie汗ts芒
182	27	辫子	bien115tsy52	biẽ115tsɿ52	0.0	铲	review/images/page_182_0027.png	平顶［头] biJJ铲tit)~~' [d¥ 铲］平头。
183	20	疆步	cian33bu55	tɕiaŋ33bu55	0.4	硝踞步	review/images/page_183_0020.png	硝踞步t~ia咄th无?15bu片
184	0	第六章	di11loq1tsaon11	di11loʔ1tsɒŋ11	0.0	台	review/images/page_184_0000.png	台f J d前m础墙r J. 大f I,, 
184	1	台门	the33meen52	tʰᴇ33mẽ52	0.0	础墙	review/images/page_184_0001.png	台f J d前m础墙r J. 大f I,, 
184	2	墙门	jian11meen52	dʑiaŋ11mẽ52	0.0	二	review/images/page_184_0002.png	二fJ 刓m础台门内的门口
184	3	二门	gni11meen11	ȵi11mẽ11	0.25	础台门内的门	review/images/page_184_0003.png	二fJ 刓m础台门内的门口
184	4	台门内的门	the33meen55ne55tiq5meen52	tʰᴇ33mẽ55nᴇ55tiʔ5mẽ52	0.25	前门祁	review/images/page_184_0004.png	前门祁i甜m础
184	5	前门	jien11meen52	dʑiẽ11mẽ52	0.0	后	review/images/page_184_0005.png	后f I fi邓m砌
184	6	后门	gheu115meen52	ɦə115mẽ52	0.0	砌	review/images/page_184_0006.png	后f I fi邓m砌
184	14	内也	ne11gha11	nᴇ11ɦa11	0.0	而在萧墙之	review/images/page_184_0014.png	内墙，《论语．季氏》：“吾恐季氏之忧个在颖臾．而在萧墙之
184	15	巷牌	ghaon11ba11	ɦɒŋ11ba11	0.4	柱牌阮	review/images/page_184_0015.png	柱牌阮1J 11 ba铲牌坊：只罗钥钱多，～抬过诃。
184	16	房子	vaon11tsy55	vɒŋ11tsɿ55	0.0	谿	review/images/page_184_0016.png	防(- VOI)汴ts1谿
184	17	屋	uoq45	uoʔ45	0.0	压	review/images/page_184_0017.png	压uo?45
184	21	房门	vaon11meen52	vɒŋ11mẽ52	0.0	碑	review/images/page_184_0021.png	防f j VOi)和m碑
184	30	里间	li115kaen52	li115kæ̃52	0.0	咄卧卒	review/images/page_184_0030.png	房小头VOi)铲l擂d咄卧＇卒。
185	5	吃饭间	keq3vaen55kaen52	kᴇʔ3væ̃55kæ̃52	0.3333	吃	review/images/page_185_0005.png	［吃；t反间t忒ie许v畔K元52
185	23	房外的墙	vaon11nga55tiq5jian52	vɒŋ11ŋa55tiʔ5dʑiaŋ52	0.0	础	review/images/page_185_0023.png	墙头d4ia1J趴f 1d础房外的墙。
185	24	房侧的墙	vaon11tseq5tiq5jian52	vɒŋ11tsᴇʔ5tiʔ5dʑiaŋ52	0.3333	巾墙	review/images/page_185_0024.png	巾墙s諒也iat]甘房侧的墙，中间高两侧低，形似“山” 字C
185	25	山墙	saen33jian52	sæ̃33dʑiaŋ52	0.0	字	review/images/page_185_0025.png	巾墙s諒也iat]甘房侧的墙，中间高两侧低，形似“山” 字C
186	0	第六章	di11loq1tsaon11	di11loʔ1tsɒŋ11	0.0	地捆	review/images/page_186_0000.png	地捆di11ko?f
186	1	地搁	di11koq1	di11koʔ1	0.4	楼搁棚	review/images/page_186_0001.png	楼搁棚l础ko?15sre?1! 义拧楼板的木条。
186	2	楼搁栅	ieu11koq5saq54	iə11koʔ5saʔ54	0.0	地坪	review/images/page_186_0002.png	地坪di 11 bilJ铲大方{i亿
186	3	地坪	di11bin11	di11biŋ11	0.0	亿	review/images/page_186_0003.png	地坪di 11 bilJ铲大方{i亿
186	4	门	meen231	mẽ231	0.0	个方	review/images/page_186_0004.png	l、7 个方me铲foIJ52fll~{ 。
186	6	门槛	meen11khaen55	mẽ11kʰæ̃55	0.0	栓	review/images/page_186_0006.png	I、] 栓m础s萨
186	8	门杠	meen11gan55	mẽ11ɡaŋ55	0.0	甘	review/images/page_186_0008.png	门杠m础kolJ甘
186	27	栅埒子	saq3laeq5tsy52	saʔ3læʔ5tsɿ52	0.0	棚诗十	review/images/page_186_0027.png	棚诗十s芘?1$ 1 汜背ts1铲栏杆c
186	28	烟肉	ien33gnio55	iẽ33ȵiɒ55	0.0	背	review/images/page_186_0028.png	棚诗十s芘?1$ 1 汜背ts1铲栏杆c
186	29	井	cin335	tɕiŋ335	0.0	砌	review/images/page_186_0029.png	•!l);J砌i睬tSh Ol)s2
186	30	井栏	cin335laen52	tɕiŋ335læ̃52	0.0	丿	review/images/page_186_0030.png	丿「t~il)J.JS
186	32	井台	cin335the52	tɕiŋ335tʰᴇ52	0.0	料片口的心栏	review/images/page_186_0032.png	井栏tc;;i1J33S I 元料片口的心栏l
187	2	阴沟	in33keu52	iŋ33kə52	0.0	接水的水湍眢	review/images/page_187_0002.png	水祈s产Ii¥扎木如在梢F接水的水湍眢。
187	10	鸡	ci52	tɕi52	0.0	现蹄	review/images/page_187_0010.png	现蹄tc,.i 讯{bu的
188	0	真集	tseen33jiq5	tsẽ33dʑiʔ5	0.0	第七章	review/images/page_188_0000.png	第七章绍兴方言分类词汇（中）
188	1	用首	yon11seu11	ɦoŋ11sə11	0.3333	家具用品	review/images/page_188_0001.png	11. 家具、用品
188	16	三屉桌	saen33thi55tsoq54	sæ̃33tʰi55tsoʔ54	0.0	中	review/images/page_188_0016.png	打字台t叨335芍梦中伊三厄桌。
188	18	吃饭桌	keq3vaen55tsoq54	kᴇʔ3væ̃55tsoʔ54	0.0	岱梳妆台	review/images/page_188_0018.png	梳头桌cy制咄tso岱梳妆台。
189	9	背椅	pe33i55	pᴇ33i55	0.0	恺	review/images/page_189_0009.png	"恺背椅gE""p咄y铲"
189	24	矮凳	a335teon52	a335təŋ52	0.4	小板凳	review/images/page_189_0024.png	小凳~i0335tdl)~1 小板凳。
189	25	马扎	mha33tsaq5	hma33tsaʔ5	0.0	矮凳	review/images/page_189_0025.png	矮凳a335tdl)甘
189	28	椅垫	i335dien52	i335diẽ52	0.0	英语	review/images/page_189_0028.png	沙发so~托f无许英语sofa 的音译。
189	29	橱	jiu231	dʑy231	0.0	椅垫	review/images/page_189_0029.png	椅垫沪泊眈
190	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	衣	review/images/page_190_0000.png	衣枷i ~M~y铲
190	1	衣橱	i33jiu52	i33dʑy52	0.0	铲	review/images/page_190_0001.png	衣枷i ~M~y铲
190	3	三门大橱	saen33meen55da55jiu52	sæ̃33mẽ55da55dʑy52	0.0	諒	review/images/page_190_0003.png	二门大橱s諒m础do扎d~y梦
190	12	床脚柜	zaon11ciaq5jiu52	zɒŋ11tɕiaʔ5dʑy52	0.0	轩	review/images/page_190_0012.png	休脚柜ZOIJ轩t¥ia农飞U E片
190	28	竹榻	tsoq3thaeq5	tsoʔ3tʰæʔ5	0.4	背竹床	review/images/page_190_0028.png	竹跻tso许d汜背竹床。
190	29	凳上使用	teon33zan33sy33yon33	təŋ33zaŋ33sɿ33ɦoŋ33	0.0	竹桯	review/images/page_190_0029.png	竹桯tso符t'、无符竹床而。床面和竹踏冲17 同，需架设在床上或长
190	30	床埒竹	zaon11laeq5tsoq54	zɒŋ11læʔ5tsoʔ54	0.2857	符竹床而	review/images/page_190_0030.png	竹桯tso符t'、无符竹床而。床面和竹踏冲17 同，需架设在床上或长
191	20	铺盖	phu33ke55	pʰu33kᴇ55	0.0	出	review/images/page_191_0020.png	网［线］袋nlOI) 出[ci拟]d咄
191	21	被头	bi115deu52	bi115də52	0.0	铺盖	review/images/page_191_0021.png	铺盖p11u~3k忒
191	25	棉被	mien11bi55	miẽ11bi55	0.0	扩	review/images/page_191_0025.png	棉被mi砑bi扩
192	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	县	review/images/page_192_0000.png	祁戈夕卜J-1 bil :~IJa县b元铲
192	11	枕巾	tseen335cin52	tsẽ335tɕiŋ52	0.0	沪	review/images/page_192_0011.png	ts沪tr;il)52 
192	13	草席	tshau335jiq54	tsʰɤ335dʑiʔ54	0.0	吩切	review/images/page_192_0013.png	1'):JM ts吩切e?甘
192	21	帐杆棒	tsan33keen33baon33	tsaŋ33kẽ33bɒŋ33	0.4	帐个	review/images/page_192_0021.png	帐个I林tsaIJ 13k卿bOI)炽细竹竿
192	22	撑杆棒	tshan33keen55baon52	tsʰaŋ33kẽ55bɒŋ52	0.0	飞	review/images/page_192_0022.png	"rt个Ft朵ts""alJ飞1keWboIJW"
192	26	草垫子	tshau335dien55tsy52	tsʰɤ335diẽ55tsɿ52	0.3333	垫	review/images/page_192_0026.png	1'/!. 垫(-tS11沪di拟ts·1矿
192	28	蒲墩	bu11toen52	bu11tø̃52	0.0	忒	review/images/page_192_0028.png	棕热tso赤di忒
192	29	稿荐	kau335cien52	kɤ335tɕiẽ52	0.0	浦墩	review/images/page_192_0029.png	浦墩bu和t护捕叶或竹叶做的小的肝势丘
193	0	生活笑	san33weq5shiau52	saŋ33ɦᴇʔ5ɕiɤ52	0.3333	生栝笢	review/images/page_193_0000.png	生栝笢Sa1J1ifiue?汃3da默放~I线川具的容器。
193	2	烘罩	huon33tsau55	huoŋ33tsɤ55	0.4	烘邢單	review/images/page_193_0002.png	烘邢單hUOIJ豻bu铲tso;i 烘T尿布的竹叩
193	3	囤窠	doen11kho52	dø̃11kʰɒ52	0.0	铲	review/images/page_193_0003.png	烘邢單hUOIJ豻bu铲tso;i 烘T尿布的竹叩
193	7	灶眼	tsa33ngaen33	tsa33ŋæ̃33	0.4	元贮灶	review/images/page_193_0007.png	火ll眼tso331J元贮灶:I、l 。
193	18	通火棍	thon33hu55kuen52	tʰoŋ33hu55kuẽ52	0.4	火掀	review/images/page_193_0018.png	火掀hu335<; ie52 火铲千。
193	19	火锨	hu335shien52	hu335ɕiẽ52	0.4	火铲千	review/images/page_193_0019.png	火掀hu335<; ie52 火铲千。
193	24	镬	woq23	ɦoʔ23	0.0	钮	review/images/page_193_0024.png	钮fiuo?23
193	27	镬	woq23	ɦoʔ23	0.0	炒锅	review/images/page_193_0027.png	铣锁dio什1 fiuo?~3炒锅。
194	0	第七章	di11chiq1tsaon11	di11tɕʰiʔ1tsɒŋ11	0.0	什怍讨	review/images/page_194_0000.png	WJ 才J{A\ kol)科tsol) ;~ku '21什怍讨。
194	1	钢宗锅	kaon33tson55ku52	kɒŋ33tsoŋ55ku52	0.4	暧锅	review/images/page_194_0001.png	暧锅n础ku5~火锅
194	3	整盘	tseon335boen52	tsəŋ335bø̃52	0.0	签熟咄	review/images/page_194_0003.png	签熟咄b0的1礼
194	12	高脚	kau33ciaq5	kɤ33tɕiaʔ5	0.0	忒	review/images/page_194_0012.png	钝盖fiuo?r k忒
194	19	瓢	biau231	biɤ231	0.0	飘	review/images/page_194_0019.png	飘bio2111计］芦飘
194	21	铜吊	don11tiau55	doŋ11tiɤ55	0.0	个	review/images/page_194_0021.png	个1小节dolJ沪tio甘令同彻l 丿j(I、丿r
194	22	淘萝	dau11lo52	dɤ11lɒ52	0.0	沪	review/images/page_194_0022.png	个1小节dolJ沪tio甘令同彻l 丿j(I、丿r
194	23	筲箕	sau33ci52	sɤ33tɕi52	0.0	丿	review/images/page_194_0023.png	个1小节dolJ沪tio甘令同彻l 丿j(I、丿r
194	24	筅帚	shien335tseu52	ɕiẽ335tsə52	0.0	淘萝	review/images/page_194_0024.png	淘萝do铲lo的淘米川的小竹萝
194	26	碗	uoen335	uø̃335	0.0	罚炊帚	review/images/page_194_0026.png	笐帚沁mts¥罚炊帚，
194	28	碗扎底	uoen335tsaq5ti52	uø̃335tsaʔ5ti52	0.0	肪叫	review/images/page_194_0028.png	肪叫L丿11 u0335ts汜？仇i铲lwH的底闷。
194	29	碗的底圈	uoen335tiq5ti55jien52	uø̃335tiʔ5ti55dʑiẽ52	0.0	汜	review/images/page_194_0029.png	肪叫L丿11 u0335ts汜？仇i铲lwH的底闷。
194	30	高脚碗	kau33ciaq5uoen52	kɤ33tɕiaʔ5uø̃52	0.0	的底闷	review/images/page_194_0030.png	肪叫L丿11 u0335ts汜？仇i铲lwH的底闷。
194	31	底圈高的碗	ti335jien55kau55tiq5uoen52	ti335dʑiẽ55kɤ55tiʔ5uø̃52	0.25	心脚碗	review/images/page_194_0031.png	心脚碗ko科tepia?扣础底怡I,闷的碗C
194	32	短底碗	toen335ti55uoen52	tø̃335ti55uø̃52	0.0	扣	review/images/page_194_0032.png	心脚碗ko科tepia?扣础底怡I,闷的碗C
195	1	酒盅	cieu335tson52	tɕiə335tsoŋ52	0.0	洒盂	review/images/page_195_0001.png	洒盂t<;;i芒tso旷小汹杯。
195	4	酒呷	cieu335haeq54	tɕiə335hæʔ54	0.0	一	review/images/page_195_0004.png	急苏壶t<;;ie?15 su~}fiu~~• 一种方形的洒壶。
195	10	瓢羹	biau11kan52	biɤ11kaŋ52	0.0	炉	review/images/page_195_0010.png	筷筒k归沪do9炉
195	11	莲子飘美	lien11tsy55phiau55me52	liẽ11tsɿ55pʰiɤ55mᴇ52	0.3333	飘哭	review/images/page_195_0011.png	飘哭bio和ka1J s1邯］赏。
195	24	盖碗	ke33uoen33	kᴇ33uø̃33	0.0	础	review/images/page_195_0024.png	闷盖碗m e1 1k畔u础盖碗
195	27	暖壶	noen115wu52	nø̃115ɦu52	0.4	甘暧壶	review/images/page_195_0027.png	热水壶0,ie?i3s1W fiu甘暧壶。
196	2	油墩	yeu11toen52	ɦə11tø̃52	0.4	汕墩褪	review/images/page_196_0002.png	汕墩褪fiiy和t睬baIJg 较矮的说。
196	9	大水缸	da11sy11kaon11	da11sɿ11kɒŋ11	0.0	跺	review/images/page_196_0009.png	七石缸t凸e?j5za?跺D l) s2 大水缸，容韬一般在七石以上。
196	21	接近取食	ciq3jin55chiu55zeoq54	tɕiʔ3dʑiŋ55tɕʰy55zəʔ54	0.0	汜	review/images/page_196_0021.png	狗气煞K严tc;咄s汜n! 一种喂鸡的食槽，有挡狗的器具，狗不能
196	27	麦秆	maq1keen55	maʔ1kẽ55	0.4	铲麦杆	review/images/page_196_0027.png	麦杆草ma?f3k础tsho铲麦杆。
196	29	解屑	ka335shiq54	ka335ɕiʔ54	0.0	忏	review/images/page_196_0029.png	创花柴bo11huo忏za铲
197	13	洋油	yan11yeu52	ɦaŋ11ɦə52	0.0	铲	review/images/page_197_0013.png	汗油和aJJ甘I fii¥ 铲
198	3	洋油灯	yan11yeu55teon52	ɦaŋ11ɦə55təŋ52	0.0	羊	review/images/page_198_0003.png	i羊11=13 贞「fiial)n I fi j 1{;~I tal)52 
198	24	暖炉	noen115lu52	nø̃115lu52	0.0	嗳灶	review/images/page_198_0024.png	嗳灶n础lu智
198	28	热水瓶	gniq1sy55bin52	ȵiʔ1sɿ55biŋ52	0.0	向丿	review/images/page_198_0028.png	，才八丿j(J脱0,ie??s1铲bitJ约lliffi少11 1 、J-1[义0爰丿廿l'向丿j(Jf瓦。
199	18	浇水壶	ciau33sy55wu52	tɕiɤ33sɿ55ɦu52	0.3333	浇	review/images/page_199_0018.png	浇水壶t~io甘s1切~5 fiu铲喷壶。
