row_id,page,hanzi,wupin,alt_wupin,note,legacy_ipa_ocr,has_wupin,source,ipa_from_wupin,ipa_conversion_status,ipa_label_source,wupin_from_ipa,wupin_from_ipa_status
r00582,144,螺蛳鲭,lo11sy55chin52,,鱼喜欢吃螺蛳,,True,result_all_converted.xlsx,lo¹¹sy⁵⁵tɕʰiŋ⁵²,ok,rule_from_trusted_wupin,lo11sy55chin52,ok
r00583,144,鲇鱼,gniaen11yu52,ng2,,,True,result_all_converted.xlsx,ȵiæ̃¹¹ɦu⁵²,ok,rule_from_trusted_wupin,gniaen11yu52,ok
r00584,144,鲈鱼,lu11yu52,ng2,,tluŋ,True,result_all_converted.xlsx,lu¹¹ɦu⁵²,ok,rule_from_trusted_wupin,lu11yu52,ok
r00585,144,编鱼,pien33yu52,ng2,,tlpiẽŋ,True,result_all_converted.xlsx,piẽ³³ɦu⁵²,ok,rule_from_trusted_wupin,pien33yu52,ok
r00586,144,似鳊而小,zy115pien555555shiau52,,眼珠带红色,,True,result_all_converted.xlsx,zy¹¹⁵piẽ⁵⁵⁵⁵⁵⁵ɕiɒ⁵²,ok,rule_from_trusted_wupin,zy115pien555555shiau52,ok
r00587,144,鱼,yu231,ng2,,ttsŋ,True,result_all_converted.xlsx,ɦu²³¹,ok,rule_from_trusted_wupin,yu231,ok
r00588,144,鳜花,ci33huo33,c;e,鲈鱼鳜鱼鳜也写作,,True,result_all_converted.xlsx,tɕi³³huo³³,ok,rule_from_trusted_wupin,ci33huo33,ok
r00589,144,乌鳢鱼,u33li55yu52,ng2,黑鱼,,True,result_all_converted.xlsx,u³³li⁵⁵ɦu⁵²,ok,rule_from_trusted_wupin,u33li55yu52,ok
r00590,144,缺颡,chioeq3saon52,chioq7;chioq7,一种和鲇鱼相似的无鳞鱼大口头腹黄背鳍,,True,result_all_converted.xlsx,tɕʰiøʔ³sɒŋ⁵²,ok,rule_from_trusted_wupin,chioeq3saon52,ok
r00591,144,似刺,zy115tshy52,,,l,True,result_all_converted.xlsx,zy¹¹⁵tsʰy⁵²,ok,rule_from_trusted_wupin,zy115tshy52,ok
r00592,144,泥鳅,gni11chieu52,gni2;gni6,,ltȵiti,True,result_all_converted.xlsx,ȵi¹¹tɕʰiɤ⁵²,ok,rule_from_trusted_wupin,gni11chieu52,ok
r00593,144,黄鳝,huaon52,waon2,,iɦuɒŋzẽll,True,result_all_converted.xlsx,huɒŋ⁵²,ok,rule_from_trusted_wupin,huaon52,ok
r00594,144,鳝鱼,yu231,ng2,,,True,result_all_converted.xlsx,ɦu²³¹,ok,rule_from_trusted_wupin,yu231,ok
r00595,144,长鱼,tsan335yu52,tsan3;dzan2ng2,,kidzaŋŋi,True,result_all_converted.xlsx,tsaŋ³³⁵ɦu⁵²,ok,rule_from_trusted_wupin,tsan335yu52,ok
r00596,144,土鲋,thu335bu52,,一种很像鲈鱼的小鱼头大尾小,,True,result_all_converted.xlsx,tʰu³³⁵bu⁵²,ok,rule_from_trusted_wupin,thu335bu52,ok
r00597,144,土鲋鱼,thu335bu55yu52,ng2,,,True,result_all_converted.xlsx,tʰu³³⁵bu⁵⁵ɦu⁵²,ok,rule_from_trusted_wupin,thu335bu55yu52,ok
r00598,144,黄鱼,huaon33yu52,waon2ng2,,iɦuɒŋiŋ,True,result_all_converted.xlsx,huɒŋ³³ɦu⁵²,ok,rule_from_trusted_wupin,huaon33yu52,ok
r00599,144,鲳片鱼,tshaon33phien55yu52,ng2,平鱼,,True,result_all_converted.xlsx,tsʰɒŋ³³pʰiẽ⁵⁵ɦu⁵²,ok,rule_from_trusted_wupin,tshaon33phien55yu52,ok
r00600,144,鲚鱼,zhi115yu52,ng2,风尾鱼,,True,result_all_converted.xlsx,ʑi¹¹⁵ɦu⁵²,ok,rule_from_trusted_wupin,zhi115yu52,ok
r00601,144,箬鳎鱼,gniaq1thaeq5yu52,ghiaq8;zoq8ng2,,,True,result_all_converted.xlsx,ȵiaʔ¹tʰæʔ⁵ɦu⁵²,ok,rule_from_trusted_wupin,gniaq1thaeq5yu52,ok
r00602,144,比目鱼,pi335moq5yu52,ng2,,,True,result_all_converted.xlsx,pi³³⁵moʔ⁵ɦu⁵²,ok,rule_from_trusted_wupin,pi335moq5yu52,ok
r00603,144,鱼,yu231,ng2,,ttsŋ,True,result_all_converted.xlsx,ɦu²³¹,ok,rule_from_trusted_wupin,yu231,ok
r00604,145,乌贼,u33zhiq5,dzeoq8;dzeoq8;zeoq8,鱼,uzəʔŋ,True,result_all_converted.xlsx,u³³ʑiʔ⁵,ok,rule_from_trusted_wupin,u33zhiq5,ok
r00605,145,鳗,moen231,,,tm,True,result_all_converted.xlsx,møŋ²³¹,ok,rule_from_trusted_wupin,moen231,ok
r00606,145,鳗线,moen11shien55,,鳗鱼苗,ɕiẽti,True,result_all_converted.xlsx,møŋ¹¹ɕiẽ⁵⁵,ok,rule_from_trusted_wupin,moen11shien55,ok
r00607,145,银鱼,gnin11yu52,ng2,幼鳗,ŋiiŋŋ,True,result_all_converted.xlsx,ȵiŋ¹¹ɦu⁵²,ok,rule_from_trusted_wupin,gnin11yu52,ok
r00608,145,鱼秧,yu11ian52,ng2,鱼苗,fkŋiaŋll,True,result_all_converted.xlsx,ɦu¹¹iaŋ⁵²,ok,rule_from_trusted_wupin,yu11ian52,ok
r00609,145,鱼鳞,yu11lin52,ng2,,ttŋliŋ,True,result_all_converted.xlsx,ɦu¹¹liŋ⁵²,ok,rule_from_trusted_wupin,yu11lin52,ok
r00610,145,庵,een52,,,,True,result_all_converted.xlsx,ẽ⁵²,ok,rule_from_trusted_wupin,een52,ok
r00611,145,划水,wo11sy55,wo2;uo1;waq8sy3;se3,,lkɦuost,True,result_all_converted.xlsx,ɦo¹¹sy⁵⁵,ok,rule_from_trusted_wupin,wo11sy55,ok
r00612,145,鱼鳍,yu11ji52,ng2,,,True,result_all_converted.xlsx,ɦu¹¹dʑi⁵²,ok,rule_from_trusted_wupin,yu11ji52,ok
r00613,145,鱼泡泡,yu11phau55phau52,ng2phau1;phau5;phau5;phau5phau1;phau5;phau5;phau5,鱼腰,itŋpʰɒpʰɒf,True,result_all_converted.xlsx,ɦu¹¹pʰɒ⁵⁵pʰɒ⁵²,ok,rule_from_trusted_wupin,yu11phau55phau52,ok
r00614,145,泡泡,phau33phau52,phau1;phau5;phau5;phau5phau1;phau5;phau5;phau5,,tpʰɒpʰɒ,True,result_all_converted.xlsx,pʰɒ³³pʰɒ⁵²,ok,rule_from_trusted_wupin,phau33phau52,ok
r00615,145,鳃,se52,,,ts,True,result_all_converted.xlsx,se⁵²,ok,rule_from_trusted_wupin,se52,ok
r00616,145,虾,shia52,ho1;1o1;gho2,,ho,True,result_all_converted.xlsx,ɕia⁵²,ok,rule_from_trusted_wupin,shia52,ok
r00617,145,老弹虾,lau115daen55shia52,lau4;lau6daen6;daen6ho1;1o1;gho2,大虾,lɒæ̃hok,True,result_all_converted.xlsx,lɒ¹¹⁵dæ̃⁵⁵ɕia⁵²,ok,rule_from_trusted_wupin,lau115daen55shia52,ok
r00618,145,老虾公,lau115shia55kuon52,lau4;lau6ho1;1o1;gho2,特大的虾,llɒhokuoŋ,True,result_all_converted.xlsx,lɒ¹¹⁵ɕia⁵⁵kuoŋ⁵²,ok,rule_from_trusted_wupin,lau115shia55kuon52,ok
r00619,145,饭虾,vaen11shia52,vaen2;vaen6ho1;1o1;gho2,小虾,tvho,True,result_all_converted.xlsx,væ̃¹¹ɕia⁵²,ok,rule_from_trusted_wupin,vaen11shia52,ok
r00620,145,虾米,shia33mi55,ho1;1o1;gho2,,kkkhomik,True,result_all_converted.xlsx,ɕia³³mi⁵⁵,ok,rule_from_trusted_wupin,shia33mi55,ok
r00621,145,带子虾,ta33tsy33shia33,tsy3;tseq7ho1;1o1;gho2,带子的虾,tatshoiff,True,result_all_converted.xlsx,ta³³tsy³³ɕia³³,ok,rule_from_trusted_wupin,ta33tsy33shia33,ok
r00622,145,子虾,tsy335shia52,tsy3;tseq7ho1;1o1;gho2,,tsho,True,result_all_converted.xlsx,tsy³³⁵ɕia⁵²,ok,rule_from_trusted_wupin,tsy335shia52,ok
r00623,145,蟹,ha335,,螃蟹,hak,True,result_all_converted.xlsx,ha³³⁵,ok,rule_from_trusted_wupin,ha335,ok
r00624,145,田蟹,dien11ha55,,,lldiẽha,True,result_all_converted.xlsx,diẽ¹¹ha⁵⁵,ok,rule_from_trusted_wupin,dien11ha55,ok
r00625,145,白玉蟹,baq1gnioq5ha52,,,lbaʔnioʔha,True,result_all_converted.xlsx,baʔ¹ȵioʔ⁵ha⁵²,ok,rule_from_trusted_wupin,baq1gnioq5ha52,ok
r00626,145,小螃蟹,shiau335baon55ha52,,,,True,result_all_converted.xlsx,ɕiɒ³³⁵bɒŋ⁵⁵ha⁵²,ok,rule_from_trusted_wupin,shiau335baon55ha52,ok
r00627,145,毛大蟹,mhau33da55ha52,mhau1;mau2do6,,mdolhall,True,result_all_converted.xlsx,m̥ɒ³³da⁵⁵ha⁵²,ok,rule_from_trusted_wupin,mhau33da55ha52,ok
r00628,145,横甲蟹,wan11ciaq5ha52,wan2;wan6;wan6;uan1ciaq7;kaeq7,,tlɦuaŋkʔhaɦuaŋkɕʔha,True,result_all_converted.xlsx,ɦaŋ¹¹tɕiaʔ⁵ha⁵²,ok,rule_from_trusted_wupin,wan11ciaq5ha52,ok
r00629,145,海螃蟹,he335baon55ha52,,,,True,result_all_converted.xlsx,he³³⁵bɒŋ⁵⁵ha⁵²,ok,rule_from_trusted_wupin,he335baon55ha52,ok
r00630,145,团脐,doen11ji52,doen2;doen2zhi2;zhi2;zhi2,指雌蟹的圆脐,dø̃dikl,True,result_all_converted.xlsx,døŋ¹¹dʑi⁵²,ok,rule_from_trusted_wupin,doen11ji52,ok
r00631,145,长脐,tsan335ji52,tsan3;dzan2zhi2;zhi2;zhi2,,dzaŋdʑi,True,result_all_converted.xlsx,tsaŋ³³⁵dʑi⁵²,ok,rule_from_trusted_wupin,tsan335ji52,ok
r00632,145,河蚌,gho11ban55,,,ɦobaŋ,True,result_all_converted.xlsx,ɦo¹¹baŋ⁵⁵,ok,rule_from_trusted_wupin,gho11ban55,ok
r00633,145,水蛤,sy335keq54,sy3;se3,蛤蜊,zkskʔt,True,result_all_converted.xlsx,sy³³⁵kəʔ⁵⁴,ok,rule_from_trusted_wupin,sy335keq54,ok
r00634,145,湖蛤,wu11keq5,,,ɦuk,True,result_all_converted.xlsx,ɦu¹¹kəʔ⁵,ok,rule_from_trusted_wupin,wu11keq5,ok
r00635,146,第六章,di11loq1tsaon11,,绍兴方言分类词汇上,,True,result_all_converted.xlsx,di¹¹loʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin,di11loq1tsaon11,ok
r00636,146,麻蛤,mo11keq5,mo2;mo2;mo2;mo2,麻,mokʔkl,True,result_all_converted.xlsx,mo¹¹kəʔ⁵,ok,rule_from_trusted_wupin,mo11keq5,ok
r00637,146,黄蚬,huaon33shioen55,waon2,,ɦuɒŋiø,True,result_all_converted.xlsx,huɒŋ³³ɕiøŋ⁵⁵,ok,rule_from_trusted_wupin,huaon33shioen55,ok
r00638,146,子,tsy335,tsy3;tseq7,,,True,result_all_converted.xlsx,tsy³³⁵,ok,rule_from_trusted_wupin,tsy335,ok
r00639,146,螺蛳,lo11sy52,,,los,True,result_all_converted.xlsx,lo¹¹sy⁵²,ok,rule_from_trusted_wupin,lo11sy52,ok
r00640,146,田螺,dien11lo52,,,lldiẽlo,True,result_all_converted.xlsx,diẽ¹¹lo⁵²,ok,rule_from_trusted_wupin,dien11lo52,ok
r00641,146,土铁,thu335thiq54,,黄泥螺,tʰtʰiʔi,True,result_all_converted.xlsx,tʰu³³⁵tʰiʔ⁵⁴,ok,rule_from_trusted_wupin,thu335thiq54,ok
r00642,146,青蛙田鸡,chin33uo55dien55ci52,,青蛙,tit,True,result_all_converted.xlsx,tɕʰiŋ³³uo⁵⁵diẽ⁵⁵tɕi⁵²,ok,rule_from_trusted_wupin,chin33uo55dien55ci52,ok
r00643,146,田鸡,dien11ci52,,,llldiẽtɕi,True,result_all_converted.xlsx,diẽ¹¹tɕi⁵²,ok,rule_from_trusted_wupin,dien11ci52,ok
r00644,146,水鸡,sy335ci52,sy3;se3,,kstɕi,True,result_all_converted.xlsx,sy³³⁵tɕi⁵²,ok,rule_from_trusted_wupin,sy335ci52,ok
r00645,146,癞刺蛤,la11tshy11keq1,,蛤蟆,,True,result_all_converted.xlsx,la¹¹tsʰy¹¹kəʔ¹,ok,rule_from_trusted_wupin,la11tshy11keq1,ok
r00646,146,虾蟆,shia33mo52,ho1;1o1;gho2,蝌蚪,fɦomo,True,result_all_converted.xlsx,ɕia³³mo⁵²,ok,rule_from_trusted_wupin,shia33mo52,ok
r00647,146,乌龟,u33ciu52,cru1;kue1,,utɕy,True,result_all_converted.xlsx,u³³tɕiɤ⁵²,ok,rule_from_trusted_wupin,u33ciu52,ok
r00648,146,甲鱼,ciaq3yu52,ciaq7;kaeq7ng2,,lklfkaŋŋi,True,result_all_converted.xlsx,tɕiaʔ³ɦu⁵²,ok,rule_from_trusted_wupin,ciaq3yu52,ok
r00649,146,虫豸,dzon11dzy55,,渣虫子,,True,result_all_converted.xlsx,dzoŋ¹¹dzy⁵⁵,ok,rule_from_trusted_wupin,dzon11dzy55,ok
r00650,146,蛇虫百脚,zo11dzon55paq5ciaq54,,指虫子和爬行动物,lzodzoŋpaʔtɕiaʔfffl,True,result_all_converted.xlsx,zo¹¹dzoŋ⁵⁵paʔ⁵tɕiaʔ⁵⁴,ok,rule_from_trusted_wupin,zo11dzon55paq5ciaq54,ok
r00651,146,蚕,zeen231,zeen2;zoen2,,zẽ,True,result_all_converted.xlsx,zẽ²³¹,ok,rule_from_trusted_wupin,zeen231,ok
r00652,146,蚕宝宝,zeen11pau55pau52,zeen2;zoen2,,izẽpɒpɒtl,True,result_all_converted.xlsx,zẽ¹¹pɒ⁵⁵pɒ⁵²,ok,rule_from_trusted_wupin,zeen11pau55pau52,ok
r00653,146,对蚕的爱称,te33zeen33tiq3e33tsheon33,to5;te5;te5zeen2;zoen2tsheon5,,,True,result_all_converted.xlsx,te³³zẽ³³tiʔ³e³³tsʰəŋ³³,ok,rule_from_trusted_wupin,te33zeen33tiq3e33tsheon33,ok
r00654,146,茧,cien335,,蚕茧,itɕiẽti,True,result_all_converted.xlsx,tɕiẽ³³⁵,ok,rule_from_trusted_wupin,cien335,ok
r00655,146,蚕姑娘,zeen11ku55gnian52,zeen2;zoen2,,kzẽkuiaŋt,True,result_all_converted.xlsx,zẽ¹¹ku⁵⁵ȵiaŋ⁵²,ok,rule_from_trusted_wupin,zeen11ku55gnian52,ok
r00656,146,指蚕蛹,tsy335zeen55ion52,zeen2;zoen2,,,True,result_all_converted.xlsx,tsy³³⁵zẽ⁵⁵ioŋ⁵²,ok,rule_from_trusted_wupin,tsy335zeen55ion52,ok
r00657,146,蛾,ngo231,,蚕蛾,ŋo,True,result_all_converted.xlsx,ŋo²³¹,ok,rule_from_trusted_wupin,ngo231,ok
r00658,146,蚕子,zeen11tsy55,zeen2;zoen2tsy3;tseq7,蚕卵,fzẽtsl,True,result_all_converted.xlsx,zẽ¹¹tsy⁵⁵,ok,rule_from_trusted_wupin,zeen11tsy55,ok
r00659,146,蜜蜂,miq1fon52,,,miʔfoŋ,True,result_all_converted.xlsx,miʔ¹foŋ⁵²,ok,rule_from_trusted_wupin,miq1fon52,ok
r00660,146,黄蜂,huaon33fon52,waon2,马蜂,itɦuɒŋfoŋ,True,result_all_converted.xlsx,huɒŋ³³foŋ⁵²,ok,rule_from_trusted_wupin,huaon33fon52,ok
r00661,146,长脚黄蜂,tsan335ciaq5huaon55fon52,tsan3;dzan2waon2,,ldzaŋtiaʔɦuɒŋfoŋ,True,result_all_converted.xlsx,tsaŋ³³⁵tɕiaʔ⁵huɒŋ⁵⁵foŋ⁵²,ok,rule_from_trusted_wupin,tsan335ciaq5huaon55fon52,ok
r00662,146,蝴蝶,wu11diaq5,diq8,,fɦudiaʔ,True,result_all_converted.xlsx,ɦu¹¹diaʔ⁵,ok,rule_from_trusted_wupin,wu11diaq5,ok
r00663,146,蜻蜓,chin33tien55,shin1;shin1din2,,fɕiŋdiŋs,True,result_all_converted.xlsx,tɕʰiŋ³³tiẽ⁵⁵,ok,rule_from_trusted_wupin,chin33tien55,ok
r00664,146,蛐蛐,chiu33chiu33,,蟀,,True,result_all_converted.xlsx,tɕʰiɤ³³tɕʰiɤ³³,ok,rule_from_trusted_wupin,chiu33chiu33,ok
r00665,146,灶壁鸡,tsa33piq3ci33,tsau5,一种很像蟋蟀的昆虫常在厨房出没,tsɒpiʔtɕif,True,result_all_converted.xlsx,tsa³³piʔ³tɕi³³,ok,rule_from_trusted_wupin,tsa33piq3ci33,ok
r00666,146,绩婆婆,ciq3bo55bo52,mo2mo2,儿,tɕiʔtɕiaʑbobos,True,result_all_converted.xlsx,tɕiʔ³bo⁵⁵bo⁵²,ok,rule_from_trusted_wupin,ciq3bo55bo52,ok
r00667,147,油唧蛉,yeu11ciq5lin52,yeu2;yeu6,油葫芦,,True,result_all_converted.xlsx,ɦɤ¹¹tɕiʔ⁵liŋ⁵²,ok,rule_from_trusted_wupin,yeu11ciq5lin52,ok
r00668,147,虼蜢,keq3man55,keq7;geq8,蚱蜢蝗虫,,True,result_all_converted.xlsx,kəʔ³maŋ⁵⁵,ok,rule_from_trusted_wupin,keq3man55,ok
r00669,147,春米佬,tsheen33mi55lau52,,尖头蜢春训读字本字为搡,fsɒŋmilɒii,True,result_all_converted.xlsx,tsʰẽ³³mi⁵⁵lɒ⁵²,ok,rule_from_trusted_wupin,tsheen33mi55lau52,ok
r00670,147,惰米,do115mi52,bon;9op,,,True,result_all_converted.xlsx,do¹¹⁵mi⁵²,ok,rule_from_trusted_wupin,do115mi52,ok
r00671,147,蛄,ku52,,蝼蛄,,True,result_all_converted.xlsx,ku⁵²,ok,rule_from_trusted_wupin,ku52,ok
r00672,147,曲蟮,chioeq3zeen55,chioq7;chioq7zeen4;zoen4,蚯蚓,,True,result_all_converted.xlsx,tɕʰiøʔ³zẽ⁵⁵,ok,rule_from_trusted_wupin,chioeq3zeen55,ok
r00673,147,蜒螺,yen11lo52,,蜒,,True,result_all_converted.xlsx,ɦəŋ¹¹lo⁵²,ok,rule_from_trusted_wupin,yen11lo52,ok
r00674,147,带壳蜒螺,ta33khoq3yen33lo33,,蜗牛,,True,result_all_converted.xlsx,ta³³kʰoʔ³ɦəŋ³³lo³³,ok,rule_from_trusted_wupin,ta33khoq3yen33lo33,ok
r00675,147,炸,tso33,,,,True,result_all_converted.xlsx,tso³³,ok,rule_from_trusted_wupin,tso33,ok
r00676,147,知了,tsy33iiau55,iiau4,,ltsliɒ,True,result_all_converted.xlsx,tsy³³iiɒ⁵⁵,ok,rule_from_trusted_wupin,tsy33iiau55,ok
r00677,147,虼螂,keq3laon52,keq7;geq8,螳螂,,True,result_all_converted.xlsx,kəʔ³lɒŋ⁵²,ok,rule_from_trusted_wupin,keq3laon52,ok
r00678,147,解树螂,ka335zhiu55laon52,ka5;ka5;cia3;cia5;cia5,天牛,kaʑylŋk,True,result_all_converted.xlsx,ka³³⁵ʑiɤ⁵⁵lɒŋ⁵²,ok,rule_from_trusted_wupin,ka335zhiu55laon52,ok
r00679,147,臭屁虫,tsheu33phi33dzon33,,臭蝽,tsʰɤpidzoŋ,True,result_all_converted.xlsx,tsʰɤ³³pʰi³³dzoŋ³³,ok,rule_from_trusted_wupin,tsheu33phi33dzon33,ok
r00680,147,火萤虫,hu335yin55dzon52,,萤火虫,kilihuɦiŋdzoŋikl,True,result_all_converted.xlsx,hu³³⁵ɦiŋ⁵⁵dzoŋ⁵²,ok,rule_from_trusted_wupin,hu335yin55dzon52,ok
r00681,147,金虫,cin33dzon52,,金龟子,llltɕiŋdzoŋtf,True,result_all_converted.xlsx,tɕiŋ³³dzoŋ⁵²,ok,rule_from_trusted_wupin,cin33dzon52,ok
r00682,147,西瓜虫,shi33kuo55dzon52,,,lkɕikuodzoŋkfk,True,result_all_converted.xlsx,ɕi³³kuo⁵⁵dzoŋ⁵²,ok,rule_from_trusted_wupin,shi33kuo55dzon52,ok
r00683,147,袋皮虫,de11bi11dzon11,,一种自织口袋在中间等待羽化的小毛虫,tbzŋllllk,True,result_all_converted.xlsx,de¹¹bi¹¹dzoŋ¹¹,ok,rule_from_trusted_wupin,de11bi11dzon11,ok
r00684,147,毛蝴蝶,mhau33wu55diaq54,mhau1;mau2diq8,蛾子,mɒɦudiaʔf,True,result_all_converted.xlsx,m̥ɒ³³ɦu⁵⁵diaʔ⁵⁴,ok,rule_from_trusted_wupin,mhau33wu55diaq54,ok
r00685,147,杨痢毛,lian11li55mhau52,lian6;fiar1o;yan2;yan2;yan6mhau1;mau2,刺蛾的幼虫有花纹身上有毒刺,,True,result_all_converted.xlsx,liaŋ¹¹li⁵⁵m̥ɒ⁵²,ok,rule_from_trusted_wupin,lian11li55mhau52,ok
r00686,147,柏痢,paq3li55,,柏树上生长的刺蛾绿色,ldʑiɤlʔktk,True,result_all_converted.xlsx,paʔ³li⁵⁵,ok,rule_from_trusted_wupin,paq3li55,ok
r00687,147,白蚁,baq1mi55,mi4;gni2,,baʔmiŋ,True,result_all_converted.xlsx,baʔ¹mi⁵⁵,ok,rule_from_trusted_wupin,baq1mi55,ok
r00688,147,蛀虫,ciu33dzon33,,,lltɕydzoŋ,True,result_all_converted.xlsx,tɕiɤ³³dzoŋ³³,ok,rule_from_trusted_wupin,ciu33dzon33,ok
r00689,147,蠹虫,tu33dzon33,,鱼,,True,result_all_converted.xlsx,tu³³dzoŋ³³,ok,rule_from_trusted_wupin,tu33dzon33,ok
r00690,147,米,mi113,,蛀虫一种吃米的白色肉虫,kmikuakil,True,result_all_converted.xlsx,mi¹¹³,ok,rule_from_trusted_wupin,mi113,ok
r00691,147,米痱,mi115fi52,,米中的一种螨类沾身后奇痒难忍,,True,result_all_converted.xlsx,mi¹¹⁵fi⁵²,ok,rule_from_trusted_wupin,mi115fi52,ok
r00692,147,螺,lo231,,子虫米中的一种黑色小虫长有一个长,,True,result_all_converted.xlsx,lo²³¹,ok,rule_from_trusted_wupin,lo231,ok
r00693,147,鼻子,beq1tsy55,biq8;biq8tsy3;tseq7,很像象鼻子,fl,True,result_all_converted.xlsx,bəʔ¹tsy⁵⁵,ok,rule_from_trusted_wupin,beq1tsy55,ok
r00694,147,蜿蚁,uoen335mi52,mi4;gni2,蚂蚁,,True,result_all_converted.xlsx,uøŋ³³⁵mi⁵²,ok,rule_from_trusted_wupin,uoen335mi52,ok
r00695,147,结蛛,ciq3ciu52,,蜘蛛,tiʔtyl,True,result_all_converted.xlsx,tɕiʔ³tɕiɤ⁵²,ok,rule_from_trusted_wupin,ciq3ciu52,ok
r00696,148,第六章,di11loq1tsaon11,,绍兴方言分类词汇上,,True,result_all_converted.xlsx,di¹¹loʔ¹tsɒŋ¹¹,ok,rule_from_trusted_wupin,di11loq1tsaon11,ok
r00697,148,结蛛罗绷,ciq3ciu55lo55pan52,,蜘蛛网,tiʔtɕylopaŋk,True,result_all_converted.xlsx,tɕiʔ³tɕiɤ⁵⁵lo⁵⁵paŋ⁵²,ok,rule_from_trusted_wupin,ciq3ciu55lo55pan52,ok
r00698,148,雪子,shiq3tsy55,tsy3;tseq7,子,fɕiʔts,True,result_all_converted.xlsx,ɕiʔ³tsy⁵⁵,ok,rule_from_trusted_wupin,shiq3tsy55,ok
r00699,148,子案,tsy335een52,tsy3;tseq7,,,True,result_all_converted.xlsx,tsy³³⁵ẽ⁵²,ok,rule_from_trusted_wupin,tsy335een52,ok
r00700,148,壁老虎,piq3lau55hu52,lau4;lau6,蝇虎,lpiʔlɒhu,True,result_all_converted.xlsx,piʔ³lɒ⁵⁵hu⁵²,ok,rule_from_trusted_wupin,piq3lau55hu52,ok
r00701,148,蝘蜓蛇,ien335tien55zo52,din2,壁虎,,True,result_all_converted.xlsx,iẽ³³⁵tiẽ⁵⁵zo⁵²,ok,rule_from_trusted_wupin,ien335tien55zo52,ok
r00702,148,苍蝇,tshaon33in52,,,tsʰɒŋiŋ,True,result_all_converted.xlsx,tsʰɒŋ³³iŋ⁵²,ok,rule_from_trusted_wupin,tshaon33in52,ok
r00703,148,金苍蝇,cin33tshaon55in52,,,stiŋttsʰɒŋiŋl,True,result_all_converted.xlsx,tɕiŋ³³tsʰɒŋ⁵⁵iŋ⁵²,ok,rule_from_trusted_wupin,cin33tshaon55in52,ok
r00704,148,屎苍蝇,u33tshaon33in33,,,lkutsʰɒŋiŋi,True,result_all_converted.xlsx,u³³tsʰɒŋ³³iŋ³³,ok,rule_from_trusted_wupin,u33tshaon33in33,ok
r00705,148,卧切,ngo11chiq1,,,l,True,result_all_converted.xlsx,ŋo¹¹tɕʰiʔ¹,ok,rule_from_trusted_wupin,ngo11chiq1,ok
r00706,148,麻苍蝇,mo11tshaon55in52,mo2;mo2;mo2;mo2,,ksmotsʰɒŋiŋ,True,result_all_converted.xlsx,mo¹¹tsʰɒŋ⁵⁵iŋ⁵²,ok,rule_from_trusted_wupin,mo11tshaon55in52,ok
r00707,148,蛆虫,chi33dzon52,chiu1,,,True,result_all_converted.xlsx,tɕʰi³³dzoŋ⁵²,ok,rule_from_trusted_wupin,chi33dzon52,ok
r00708,148,蛆,chi52,chiu1,,,True,result_all_converted.xlsx,tɕʰi⁵²,ok,rule_from_trusted_wupin,chi52,ok
r00709,148,蚂,mo113,,,,True,result_all_converted.xlsx,mo¹¹³,ok,rule_from_trusted_wupin,mo113,ok
r00710,148,牛豸,gnieu11dzy55,,一种大的蚂蟥,,True,result_all_converted.xlsx,ȵiɤ¹¹dzy⁵⁵,ok,rule_from_trusted_wupin,gnieu11dzy55,ok
r00711,148,牛虻,gnieu11man52,man2;maon2,,,True,result_all_converted.xlsx,ȵiɤ¹¹maŋ⁵²,ok,rule_from_trusted_wupin,gnieu11man52,ok
r00712,148,瞎虻,haeq3man52,man2;maon2,,,True,result_all_converted.xlsx,hæʔ³maŋ⁵²,ok,rule_from_trusted_wupin,haeq3man52,ok
r00713,148,蚊虫,meen11dzon52,meen2;veen2,,mdzoŋ,True,result_all_converted.xlsx,mẽ¹¹dzoŋ⁵²,ok,rule_from_trusted_wupin,meen11dzon52,ok
r00714,148,蛔丝,we11sy52,,虫儿,,True,result_all_converted.xlsx,ɦe¹¹sy⁵²,ok,rule_from_trusted_wupin,we11sy52,ok
r00715,148,水蛆,sy335chi52,sy3;se3chiu1,子了,,True,result_all_converted.xlsx,sy³³⁵tɕʰi⁵²,ok,rule_from_trusted_wupin,sy335chi52,ok
r00716,148,倒督蛆,tau335toq5chi52,tau5chiu1,,,True,result_all_converted.xlsx,tɒ³³⁵toʔ⁵tɕʰi⁵²,ok,rule_from_trusted_wupin,tau335toq5chi52,ok
r00717,148,臭虫,tsheu33dzon33,,,tsʰɤdzoŋ,True,result_all_converted.xlsx,tsʰɤ³³dzoŋ³³,ok,rule_from_trusted_wupin,tsheu33dzon33,ok
r00718,148,虱子,seq3tsy55,seoq7;seoq7tsy3;tseq7,,sʔts,True,result_all_converted.xlsx,səʔ³tsy⁵⁵,ok,rule_from_trusted_wupin,seq3tsy55,ok
r00719,148,虼蚤,keq3tsau55,keq7;geq8,,,True,result_all_converted.xlsx,kəʔ³tsɒ⁵⁵,ok,rule_from_trusted_wupin,keq3tsau55,ok
r00720,148,跳蚤,thiau33tsau33,diau2,,,True,result_all_converted.xlsx,tʰiɒ³³tsɒ³³,ok,rule_from_trusted_wupin,thiau33tsau33,ok
