sample_id	variant	source_split	wupin	ipa_digits_from_wupin	wupin_back	standalone_wupin_back	exact	standalone_exact	forward_status	backward_status
pdf021_p143_0018	original_export	train	paeq3kuoen52	pæʔ3kuø̃52	paeq3kuoen52	paeq3kuoen52	1	1	ok	ok
pdf021_p143_0019	original_export	train	paeq3ko52	pæʔ3kɒ52	paeq3ko52	paeq3ko52	1	1	ok	ok
pdf021_p143_0020	original_export	train	huaon33an52	huɒŋ33aŋ52	huaon33an52	huaon33an52	1	1	ok	ok
pdf021_p143_0021	original_export	train	wo11mi11	ɦuɒ11mi11	wo11mi11	wo11mi11	1	1	ok	ok
pdf021_p143_0022	original_export	train	baq1deu55kuon52	baʔ1də55kuoŋ52	baq1deu55kuon52	baq1deu55kuon52	1	1	ok	ok
pdf021_p143_0023	original_export	train	ioen33ian52	iø̃33iaŋ52	ioen33ian52	ioen33ian52	1	1	ok	ok
pdf021_p143_0024	original_export	train	ngaen11ngo11	ŋæ̃11ŋɒ11	ngaen11ngo11	ngaen11ngo11	1	1	ok	ok
pdf021_p143_0026	original_export	train	ya115aeq54	ɦia115æʔ54	ya115aeq54	ya115aeq54	1	1	ok	ok
pdf021_p143_0027	original_export	train	tsan335ciaq5lu52	tsaŋ335tɕiaʔ5lu52	tsan335ciaq5lu52	tsan335ciaq5lu52	1	1	ok	ok
pdf021_p143_0028	original_export	train	ciq3yu52	tɕiʔ3ɦy52	ciq3yu52	ciq3yu52	1	1	ok	ok
pdf021_p143_0029	original_export	train	baq1ciq5	baʔ1tɕiʔ5	baq1ciq5	baq1ciq5	1	1	ok	ok
pdf022_p144_0001	original_export	train	deu231	də231	deu231	deu231	1	1	ok	ok
pdf022_p144_0002	original_export	train	li115soeq54	li115søʔ54	li115soeq54	li115soeq54	1	1	ok	ok
pdf022_p144_0003	original_export	train	li115yu52	li115ɦy52	li115yu52	li115yu52	1	1	ok	ok
pdf022_p144_0004	original_export	train	lien11yu52	liẽ11ɦy52	lien11yu52	lien11yu52	1	1	ok	ok
pdf022_p144_0005	original_export	train	kaon335deu55yu52	kɒŋ335də55ɦy52	kaon335deu55yu52	kaon335deu55yu52	1	1	ok	ok
pdf022_p144_0007	original_export	train	yu231	ɦy231	yu231	yu231	1	1	ok	ok
pdf022_p144_0008	original_export	train	baq1tiau52	baʔ1tiɤ52	baq1tiau52	baq1tiau52	1	1	ok	ok
pdf022_p144_0009	original_export	train	yu231	ɦy231	yu231	yu231	1	1	ok	ok
pdf022_p144_0010	original_export	train	tsy335	tsy335	tsy335	tsy335	1	1	ok	ok
pdf022_p144_0011	original_export	train	lo11sy55chin52	lɒ11sy55tɕʰiŋ52	lo11sy55chin52	lo11sy55chin52	1	1	ok	ok
pdf022_p144_0012	original_export	train	gniaen11yu52	ȵiæ̃11ɦy52	gniaen11yu52	gniaen11yu52	1	1	ok	ok
pdf022_p144_0013	original_export	train	lu11yu52	lu11ɦy52	lu11yu52	lu11yu52	1	1	ok	ok
pdf022_p144_0014	original_export	train	pien33yu52	piẽ33ɦy52	pien33yu52	pien33yu52	1	1	ok	ok
pdf022_p144_0015	original_export	train	zy115pien555555shiau52	zy115piẽ555555ɕiɤ52	zy115pien555555shiau52	zy115pien555555shiau52	1	1	ok	ok
pdf022_p144_0016	original_export	train	yu231	ɦy231	yu231	yu231	1	1	ok	ok
pdf022_p144_0017	original_export	train	ci33huo33	tɕi33huɒ33	ci33huo33	ci33huo33	1	1	ok	ok
pdf022_p144_0018	original_export	train	u33li55yu52	u33li55ɦy52	u33li55yu52	u33li55yu52	1	1	ok	ok
pdf022_p144_0019	original_export	train	chioeq3saon52	tɕʰiøʔ3sɒŋ52	chioeq3saon52	chioeq3saon52	1	1	ok	ok
pdf022_p144_0021	original_export	train	gni11chieu52	ȵi11tɕʰiə52	gni11chieu52	gni11chieu52	1	1	ok	ok
pdf022_p144_0022	original_export	train	huaon52	huɒŋ52	huaon52	huaon52	1	1	ok	ok
pdf022_p144_0024	original_export	train	tsan335yu52	tsaŋ335ɦy52	tsan335yu52	tsan335yu52	1	1	ok	ok
pdf022_p144_0025	original_export	train	thu335bu52	tʰu335bu52	thu335bu52	thu335bu52	1	1	ok	ok
pdf022_p144_0026	original_export	train	thu335bu55yu52	tʰu335bu55ɦy52	thu335bu55yu52	thu335bu55yu52	1	1	ok	ok
pdf022_p144_0027	original_export	train	huaon33yu52	huɒŋ33ɦy52	huaon33yu52	huaon33yu52	1	1	ok	ok
pdf022_p144_0028	original_export	train	tshaon33phien55yu52	tsʰɒŋ33pʰiẽ55ɦy52	tshaon33phien55yu52	tshaon33phien55yu52	1	1	ok	ok
pdf022_p144_0029	original_export	train	zhi115yu52	ʑi115ɦy52	zhi115yu52	zhi115yu52	1	1	ok	ok
pdf022_p144_0030	original_export	train	gniaq1thaeq5yu52	ȵiaʔ1tʰæʔ5ɦy52	gniaq1thaeq5yu52	gniaq1thaeq5yu52	1	1	ok	ok
pdf022_p144_0032	original_export	train	yu231	ɦy231	yu231	yu231	1	1	ok	ok
pdf023_p145_0000	original_export	train	u33zhiq5	u33ʑiʔ5	u33zhiq5	u33zhiq5	1	1	ok	ok
pdf023_p145_0001	original_export	train	moen231	mø̃231	moen231	moen231	1	1	ok	ok
pdf023_p145_0002	original_export	train	moen11shien55	mø̃11ɕiẽ55	moen11shien55	moen11shien55	1	1	ok	ok
pdf023_p145_0003	original_export	train	gnin11yu52	ȵiŋ11ɦy52	gnin11yu52	gnin11yu52	1	1	ok	ok
pdf023_p145_0004	original_export	train	yu11ian52	ɦy11iaŋ52	yu11ian52	yu11ian52	1	1	ok	ok
pdf023_p145_0005	original_export	train	yu11lin52	ɦy11liŋ52	yu11lin52	yu11lin52	1	1	ok	ok
pdf023_p145_0006	original_export	train	een52	ẽ52	een52	een52	1	1	ok	ok
pdf023_p145_0007	original_export	train	wo11sy55	ɦuɒ11sy55	wo11sy55	wo11sy55	1	1	ok	ok
pdf023_p145_0009	original_export	train	yu11phau55phau52	ɦy11pʰɤ55pʰɤ52	yu11phau55phau52	yu11phau55phau52	1	1	ok	ok
pdf023_p145_0010	original_export	train	phau33phau52	pʰɤ33pʰɤ52	phau33phau52	phau33phau52	1	1	ok	ok
pdf023_p145_0011	original_export	train	se52	sᴇ52	se52	se52	1	1	ok	ok
pdf023_p145_0012	original_export	train	shia52	ɕia52	shia52	shia52	1	1	ok	ok
pdf023_p145_0013	original_export	train	lau115daen55shia52	lɤ115dæ̃55ɕia52	lau115daen55shia52	lau115daen55shia52	1	1	ok	ok
pdf023_p145_0014	original_export	train	lau115shia55kuon52	lɤ115ɕia55kuoŋ52	lau115shia55kuon52	lau115shia55kuon52	1	1	ok	ok
pdf023_p145_0015	original_export	train	vaen11shia52	væ̃11ɕia52	vaen11shia52	vaen11shia52	1	1	ok	ok
pdf023_p145_0016	original_export	train	shia33mi55	ɕia33mi55	shia33mi55	shia33mi55	1	1	ok	ok
pdf023_p145_0017	original_export	train	ta33tsy33shia33	ta33tsy33ɕia33	ta33tsy33shia33	ta33tsy33shia33	1	1	ok	ok
pdf023_p145_0018	original_export	train	tsy335shia52	tsy335ɕia52	tsy335shia52	tsy335shia52	1	1	ok	ok
pdf023_p145_0019	original_export	train	ha335	ha335	ha335	ha335	1	1	ok	ok
pdf023_p145_0020	original_export	train	dien11ha55	diẽ11ha55	dien11ha55	dien11ha55	1	1	ok	ok
pdf023_p145_0021	original_export	train	baq1gnioq5ha52	baʔ1ȵioʔ5ha52	baq1gnioq5ha52	baq1gnioq5ha52	1	1	ok	ok
pdf023_p145_0023	original_export	train	mhau33da55ha52	hmɤ33da55ha52	mhau33da55ha52	mhau33da55ha52	1	1	ok	ok
pdf023_p145_0024	original_export	train	wan11ciaq5ha52	ɦuaŋ11tɕiaʔ5ha52	wan11ciaq5ha52	wan11ciaq5ha52	1	1	ok	ok
pdf023_p145_0026	original_export	train	doen11ji52	dø̃11dʑi52	doen11ji52	doen11ji52	1	1	ok	ok
pdf023_p145_0027	original_export	train	tsan335ji52	tsaŋ335dʑi52	tsan335ji52	tsan335ji52	1	1	ok	ok
pdf023_p145_0028	original_export	train	gho11ban55	ɦɒ11baŋ55	gho11ban55	gho11ban55	1	1	ok	ok
pdf023_p145_0029	original_export	train	sy335keq54	sy335kᴇʔ54	sy335keq54	sy335keq54	1	1	ok	ok
pdf023_p145_0030	original_export	train	wu11keq5	ɦu11kᴇʔ5	wu11keq5	wu11keq5	1	1	ok	ok
pdf024_p146_0001	original_export	train	mo11keq5	mɒ11kᴇʔ5	mo11keq5	mo11keq5	1	1	ok	ok
pdf024_p146_0002	original_export	train	huaon33shioen55	huɒŋ33ɕiø̃55	huaon33shioen55	huaon33shioen55	1	1	ok	ok
pdf024_p146_0003	original_export	train	tsy335	tsy335	tsy335	tsy335	1	1	ok	ok
pdf024_p146_0004	original_export	train	lo11sy52	lɒ11sy52	lo11sy52	lo11sy52	1	1	ok	ok
pdf024_p146_0005	original_export	train	dien11lo52	diẽ11lɒ52	dien11lo52	dien11lo52	1	1	ok	ok
pdf024_p146_0006	original_export	train	thu335thiq54	tʰu335tʰiʔ54	thu335thiq54	thu335thiq54	1	1	ok	ok
pdf024_p146_0007	original_export	train	chin33uo55dien55ci52	tɕʰiŋ33uɒ55diẽ55tɕi52	chin33uo55dien55ci52	chin33uo55dien55ci52	1	1	ok	ok
pdf024_p146_0008	original_export	train	dien11ci52	diẽ11tɕi52	dien11ci52	dien11ci52	1	1	ok	ok
pdf024_p146_0009	original_export	train	sy335ci52	sy335tɕi52	sy335ci52	sy335ci52	1	1	ok	ok
pdf024_p146_0010	original_export	train	la11tshy11keq1	la11tsʰy11kᴇʔ1	la11tshy11keq1	la11tshy11keq1	1	1	ok	ok
pdf024_p146_0011	original_export	train	shia33mo52	ɕia33mɒ52	shia33mo52	shia33mo52	1	1	ok	ok
pdf024_p146_0012	original_export	train	u33ciu52	u33tɕy52	u33ciu52	u33ciu52	1	1	ok	ok
pdf024_p146_0013	original_export	train	ciaq3yu52	tɕiaʔ3ɦy52	ciaq3yu52	ciaq3yu52	1	1	ok	ok
pdf024_p146_0014	original_export	train	dzon11dzy55	dzoŋ11dzy55	dzon11dzy55	dzon11dzy55	1	1	ok	ok
pdf024_p146_0015	original_export	train	zo11dzon55paq5ciaq54	zɒ11dzoŋ55paʔ5tɕiaʔ54	zo11dzon55paq5ciaq54	zo11dzon55paq5ciaq54	1	1	ok	ok
pdf024_p146_0017	original_export	train	zeen11pau55pau52	zẽ11pɤ55pɤ52	zeen11pau55pau52	zeen11pau55pau52	1	1	ok	ok
pdf024_p146_0018	original_export	train	te33zeen33tiq3e33tsheon33	tᴇ33zẽ33tiʔ3ᴇ33tsʰəŋ33	te33zeen33tiq3e33tsheon33	te33zeen33tiq3e33tsheon33	1	1	ok	ok
pdf024_p146_0019	original_export	train	cien335	tɕiẽ335	cien335	cien335	1	1	ok	ok
pdf024_p146_0020	original_export	train	zeen11ku55gnian52	zẽ11ku55ȵiaŋ52	zeen11ku55gnian52	zeen11ku55gnian52	1	1	ok	ok
pdf024_p146_0021	original_export	train	tsy335zeen55ion52	tsy335zẽ55ioŋ52	tsy335zeen55ion52	tsy335zeen55ion52	1	1	ok	ok
pdf024_p146_0022	original_export	train	ngo231	ŋɒ231	ngo231	ngo231	1	1	ok	ok
pdf024_p146_0023	original_export	train	zeen11tsy55	zẽ11tsy55	zeen11tsy55	zeen11tsy55	1	1	ok	ok
pdf024_p146_0024	original_export	train	miq1fon52	miʔ1foŋ52	miq1fon52	miq1fon52	1	1	ok	ok
pdf024_p146_0025	original_export	train	huaon33fon52	huɒŋ33foŋ52	huaon33fon52	huaon33fon52	1	1	ok	ok
pdf024_p146_0026	original_export	train	tsan335ciaq5huaon55fon52	tsaŋ335tɕiaʔ5huɒŋ55foŋ52	tsan335ciaq5huaon55fon52	tsan335ciaq5huaon55fon52	1	1	ok	ok
pdf024_p146_0027	original_export	train	wu11diaq5	ɦu11diaʔ5	wu11diaq5	wu11diaq5	1	1	ok	ok
pdf024_p146_0028	original_export	train	chin33tien55	tɕʰiŋ33tiẽ55	chin33tien55	chin33tien55	1	1	ok	ok
pdf024_p146_0029	original_export	train	chiu33chiu33	tɕʰy33tɕʰy33	chiu33chiu33	chiu33chiu33	1	1	ok	ok
pdf024_p146_0030	original_export	train	tsa33piq3ci33	tsa33piʔ3tɕi33	tsa33piq3ci33	tsa33piq3ci33	1	1	ok	ok
pdf025_p147_0000	original_export	train	yeu11ciq5lin52	ɦiə11tɕiʔ5liŋ52	yeu11ciq5lin52	yeu11ciq5lin52	1	1	ok	ok
pdf025_p147_0001	original_export	train	keq3man55	kᴇʔ3maŋ55	keq3man55	keq3man55	1	1	ok	ok
pdf025_p147_0002	original_export	train	tsheen33mi55lau52	tsʰẽ33mi55lɤ52	tsheen33mi55lau52	tsheen33mi55lau52	1	1	ok	ok
pdf025_p147_0003	original_export	train	do115mi52	dɒ115mi52	do115mi52	do115mi52	1	1	ok	ok
pdf025_p147_0004	original_export	train	ku52	ku52	ku52	ku52	1	1	ok	ok
pdf025_p147_0005	original_export	train	chioeq3zeen55	tɕʰiøʔ3zẽ55	chioeq3zeen55	chioeq3zeen55	1	1	ok	ok
pdf025_p147_0006	original_export	train	yen11lo52	ɦiẽ11lɒ52	yen11lo52	yen11lo52	1	1	ok	ok
pdf025_p147_0007	original_export	train	ta33khoq3yen33lo33	ta33kʰoʔ3ɦiẽ33lɒ33	ta33khoq3yen33lo33	ta33khoq3yen33lo33	1	1	ok	ok
pdf025_p147_0008	original_export	train	tso33	tsɒ33	tso33	tso33	1	1	ok	ok
pdf025_p147_0009	original_export	train	tsy33iiau55	tsy33iiɤ55	tsy33iiau55	tsy33iiau55	1	1	ok	ok
pdf025_p147_0010	original_export	train	keq3laon52	kᴇʔ3lɒŋ52	keq3laon52	keq3laon52	1	1	ok	ok
pdf025_p147_0011	original_export	train	ka335zhiu55laon52	ka335ʑy55lɒŋ52	ka335zhiu55laon52	ka335zhiu55laon52	1	1	ok	ok
pdf025_p147_0012	original_export	train	tsheu33phi33dzon33	tsʰə33pʰi33dzoŋ33	tsheu33phi33dzon33	tsheu33phi33dzon33	1	1	ok	ok
pdf025_p147_0013	original_export	train	hu335yin55dzon52	hu335ɦiŋ55dzoŋ52	hu335yin55dzon52	hu335yin55dzon52	1	1	ok	ok
pdf025_p147_0014	original_export	train	cin33dzon52	tɕiŋ33dzoŋ52	cin33dzon52	cin33dzon52	1	1	ok	ok
pdf025_p147_0015	original_export	train	shi33kuo55dzon52	ɕi33kuɒ55dzoŋ52	shi33kuo55dzon52	shi33kuo55dzon52	1	1	ok	ok
pdf025_p147_0016	original_export	train	de11bi11dzon11	dᴇ11bi11dzoŋ11	de11bi11dzon11	de11bi11dzon11	1	1	ok	ok
pdf025_p147_0017	original_export	train	mhau33wu55diaq54	hmɤ33ɦu55diaʔ54	mhau33wu55diaq54	mhau33wu55diaq54	1	1	ok	ok
pdf025_p147_0018	original_export	train	lian11li55mhau52	liaŋ11li55hmɤ52	lian11li55mhau52	lian11li55mhau52	1	1	ok	ok
pdf025_p147_0019	original_export	train	paq3li55	paʔ3li55	paq3li55	paq3li55	1	1	ok	ok
pdf025_p147_0020	original_export	train	baq1mi55	baʔ1mi55	baq1mi55	baq1mi55	1	1	ok	ok
pdf025_p147_0021	original_export	train	ciu33dzon33	tɕy33dzoŋ33	ciu33dzon33	ciu33dzon33	1	1	ok	ok
pdf025_p147_0022	original_export	train	tu33dzon33	tu33dzoŋ33	tu33dzon33	tu33dzon33	1	1	ok	ok
pdf025_p147_0023	original_export	train	mi113	mi113	mi113	mi113	1	1	ok	ok
pdf025_p147_0024	original_export	train	mi115fi52	mi115fi52	mi115fi52	mi115fi52	1	1	ok	ok
pdf025_p147_0025	original_export	train	lo231	lɒ231	lo231	lo231	1	1	ok	ok
pdf025_p147_0026	original_export	train	beq1tsy55	bᴇʔ1tsy55	beq1tsy55	beq1tsy55	1	1	ok	ok
pdf025_p147_0027	original_export	train	uoen335mi52	uø̃335mi52	uoen335mi52	uoen335mi52	1	1	ok	ok
pdf025_p147_0028	original_export	train	ciq3ciu52	tɕiʔ3tɕy52	ciq3ciu52	ciq3ciu52	1	1	ok	ok
pdf026_p148_0001	original_export	val	ciq3ciu55lo55pan52	tɕiʔ3tɕy55lɒ55paŋ52	ciq3ciu55lo55pan52	ciq3ciu55lo55pan52	1	1	ok	ok
pdf026_p148_0002	original_export	train	shiq3tsy55	ɕiʔ3tsy55	shiq3tsy55	shiq3tsy55	1	1	ok	ok
pdf026_p148_0003	original_export	train	tsy335een52	tsy335ẽ52	tsy335een52	tsy335een52	1	1	ok	ok
pdf026_p148_0004	original_export	val	piq3lau55hu52	piʔ3lɤ55hu52	piq3lau55hu52	piq3lau55hu52	1	1	ok	ok
pdf026_p148_0005	original_export	val	ien335tien55zo52	iẽ335tiẽ55zɒ52	ien335tien55zo52	ien335tien55zo52	1	1	ok	ok
pdf026_p148_0006	original_export	val	tshaon33in52	tsʰɒŋ33iŋ52	tshaon33in52	tshaon33in52	1	1	ok	ok
pdf026_p148_0007	original_export	val	cin33tshaon55in52	tɕiŋ33tsʰɒŋ55iŋ52	cin33tshaon55in52	cin33tshaon55in52	1	1	ok	ok
pdf026_p148_0008	original_export	val	u33tshaon33in33	u33tsʰɒŋ33iŋ33	u33tshaon33in33	u33tshaon33in33	1	1	ok	ok
pdf026_p148_0010	original_export	val	mo11tshaon55in52	mɒ11tsʰɒŋ55iŋ52	mo11tshaon55in52	mo11tshaon55in52	1	1	ok	ok
pdf026_p148_0011	original_export	train	chi33dzon52	tɕʰi33dzoŋ52	chi33dzon52	chi33dzon52	1	1	ok	ok
pdf026_p148_0012	original_export	train	chi52	tɕʰi52	chi52	chi52	1	1	ok	ok
pdf026_p148_0013	original_export	train	mo113	mɒ113	mo113	mo113	1	1	ok	ok
pdf026_p148_0014	original_export	train	gnieu11dzy55	ȵiə11dzy55	gnieu11dzy55	gnieu11dzy55	1	1	ok	ok
pdf026_p148_0015	original_export	train	gnieu11man52	ȵiə11maŋ52	gnieu11man52	gnieu11man52	1	1	ok	ok
pdf026_p148_0016	original_export	train	haeq3man52	hæʔ3maŋ52	haeq3man52	haeq3man52	1	1	ok	ok
pdf026_p148_0017	original_export	val	meen11dzon52	mẽ11dzoŋ52	meen11dzon52	meen11dzon52	1	1	ok	ok
pdf026_p148_0018	original_export	train	we11sy52	ɦuᴇ11sy52	we11sy52	we11sy52	1	1	ok	ok
pdf026_p148_0019	original_export	train	sy335chi52	sy335tɕʰi52	sy335chi52	sy335chi52	1	1	ok	ok
pdf026_p148_0020	original_export	val	tau335toq5chi52	tɤ335toʔ5tɕʰi52	tau335toq5chi52	tau335toq5chi52	1	1	ok	ok
pdf026_p148_0021	original_export	val	tsheu33dzon33	tsʰə33dzoŋ33	tsheu33dzon33	tsheu33dzon33	1	1	ok	ok
pdf026_p148_0022	original_export	train	seq3tsy55	sᴇʔ3tsy55	seq3tsy55	seq3tsy55	1	1	ok	ok
pdf026_p148_0023	original_export	train	keq3tsau55	kᴇʔ3tsɤ55	keq3tsau55	keq3tsau55	1	1	ok	ok
pdf026_p148_0025	original_export	train	tsaon33laon52	tsɒŋ33lɒŋ52	tsaon33laon52	tsaon33laon52	1	1	ok	ok
pdf026_p148_0026	original_export	val	zo231	zɒ231	zo231	zo231	1	1	ok	ok
pdf026_p148_0027	original_export	val	hu335lien55zo52	hu335liẽ55zɒ52	hu335lien55zo52	hu335lien55zo52	1	1	ok	ok
pdf026_p148_0028	original_export	val	u33sau55zo52	u33sɤ55zɒ52	u33sau55zo52	u33sau55zo52	1	1	ok	ok
pdf026_p148_0029	original_export	val	tsoq3yiq5chin52	tsoʔ3ɦiʔ5tɕʰiŋ52	tsoq3yiq5chin52	tsoq3yiq5chin52	1	1	ok	ok
pdf026_p148_0030	original_export	val	wu115bu55zo52	ɦu115bu55zɒ52	wu115bu55zo52	wu115bu55zo52	1	1	ok	ok
pdf027_p149_0000	original_export	test	shioen33doeq3zy33	ɕiø̃33døʔ3zy33	shioen33doeq3zy33	shioen33doeq3zy33	1	1	ok	ok
pdf027_p149_0001	original_export	train	li11dzaen55phoq54	li11dzæ̃55pʰoʔ54	li11dzaen55phoq54	li11dzaen55phoq54	1	1	ok	ok
pdf027_p149_0002	original_export	test	man11zo52	maŋ11zɒ52	man11zo52	man11zo52	1	1	ok	ok
pdf027_p149_0003	original_export	test	da11zo11	da11zɒ11	da11zo11	da11zo11	1	1	ok	ok
pdf027_p149_0004	original_export	test	sy33ciaq3zo33	sy33tɕiaʔ3zɒ33	sy33ciaq3zo33	sy33ciaq3zo33	1	1	ok	ok
pdf027_p149_0006	original_export	train	shiq3tsy55	ɕiʔ3tsy55	shiq3tsy55	shiq3tsy55	1	1	ok	ok
pdf027_p149_0007	original_export	train	meen115kuon52	mẽ115kuoŋ52	meen115kuon52	meen115kuon52	1	1	ok	ok
pdf027_p149_0008	original_export	train	meen11shieu55	mẽ11ɕiə55	meen11shieu55	meen11shieu55	1	1	ok	ok
pdf027_p149_0009	original_export	train	chioeq3san52	tɕʰiøʔ3saŋ52	chioeq3san52	chioeq3san52	1	1	ok	ok
pdf027_p149_0010	original_export	test	san33du52	saŋ33du52	san33du52	san33du52	1	1	ok	ok
pdf027_p149_0011	original_export	test	gnieu231	ȵiə231	gnieu231	gnieu231	1	1	ok	ok
pdf027_p149_0012	original_export	test	huaon33gnieu52	huɒŋ33ȵiə52	huaon33gnieu52	huaon33gnieu52	1	1	ok	ok
pdf027_p149_0013	original_export	test	yon11gnieu52	ɦioŋ11ȵiə52	yon11gnieu52	yon11gnieu52	1	1	ok	ok
pdf027_p149_0014	original_export	test	sy335ku55gnieu52	sy335ku55ȵiə52	sy335ku55gnieu52	sy335ku55gnieu52	1	1	ok	ok
pdf027_p149_0015	original_export	train	ku335gnieu52	ku335ȵiə52	ku335gnieu52	ku335gnieu52	1	1	ok	ok
pdf027_p149_0016	original_export	test	deq1gnieu52	dᴇʔ1ȵiə52	deq1gnieu52	deq1gnieu52	1	1	ok	ok
pdf027_p149_0017	original_export	train	deq1gnieu52	dᴇʔ1ȵiə52	deq1gnieu52	deq1gnieu52	1	1	ok	ok
pdf027_p149_0018	original_export	test	mha52	hma52	mha52	mha52	1	1	ok	ok
pdf027_p149_0019	original_export	test	yon11mha52	ɦioŋ11hma52	yon11mha52	yon11mha52	1	1	ok	ok
pdf027_p149_0020	original_export	test	tshy33mha52	tsʰy33hma52	tshy33mha52	tshy33mha52	1	1	ok	ok
pdf027_p149_0021	original_export	test	shiau335mha52	ɕiɤ335hma52	shiau335mha52	shiau335mha52	1	1	ok	ok
pdf027_p149_0022	original_export	test	li231	li231	li231	li231	1	1	ok	ok
pdf027_p149_0023	original_export	test	li11keu55	li11kə55	li11keu55	li11keu55	1	1	ok	ok
pdf027_p149_0024	original_export	test	yon11li52	ɦioŋ11li52	yon11li52	yon11li52	1	1	ok	ok
pdf027_p149_0025	original_export	test	tshy33li52	tsʰy33li52	tshy33li52	tshy33li52	1	1	ok	ok
pdf027_p149_0026	original_export	test	shiau335li52	ɕiɤ335li52	shiau335li52	shiau335li52	1	1	ok	ok
pdf027_p149_0027	original_export	test	gnio11tsy11	ȵiɒ11tsy11	gnio11tsy11	gnio11tsy11	1	1	ok	ok
pdf027_p149_0028	original_export	test	gnio11gnio11	ȵiɒ11ȵiɒ11	gnio11gnio11	gnio11gnio11	1	1	ok	ok
pdf028_p150_0000	original_export	train	di11loq1tsaon11	di11loʔ1tsɒŋ11	di11loq1tsaon11	di11loq1tsaon11	1	1	ok	ok
pdf028_p150_0002	original_export	train	phoq3tsy52	pʰoʔ3tsy52	phoq3tsy52	phoq3tsy52	1	1	ok	ok
pdf028_p150_0003	original_export	train	tsy33gnian52	tsy33ȵiaŋ52	tsy33gnian52	tsy33gnian52	1	1	ok	ok
pdf028_p150_0004	original_export	train	tsy52	tsy52	tsy52	tsy52	1	1	ok	ok
pdf028_p150_0005	original_export	train	yan231	ɦiaŋ231	yan231	yan231	1	1	ok	ok
pdf028_p150_0006	original_export	train	saen33yan52	sæ̃33ɦiaŋ52	saen33yan52	saen33yan52	1	1	ok	ok
pdf028_p150_0007	original_export	train	wu11yan52	ɦu11ɦiaŋ52	wu11yan52	wu11yan52	1	1	ok	ok
pdf028_p150_0008	original_export	train	mien11yan52	miẽ11ɦiaŋ52	mien11yan52	mien11yan52	1	1	ok	ok
pdf028_p150_0009	original_export	train	yon11koq5yan52	ɦioŋ11koʔ5ɦiaŋ52	yon11koq5yan52	yon11koq5yan52	1	1	ok	ok
pdf028_p150_0010	original_export	train	tshy33koq5yan52	tsʰy33koʔ5ɦiaŋ52	tshy33koq5yan52	tshy33koq5yan52	1	1	ok	ok
pdf028_p150_0011	original_export	train	shiau335yan52	ɕiɤ335ɦiaŋ52	shiau335yan52	shiau335yan52	1	1	ok	ok
pdf028_p150_0013	original_export	train	yon11keu55	ɦioŋ11kə55	yon11keu55	yon11keu55	1	1	ok	ok
pdf028_p150_0014	original_export	train	tshy33keu55	tsʰy33kə55	tshy33keu55	tshy33keu55	1	1	ok	ok
pdf028_p150_0015	original_export	train	shiau335keu52	ɕiɤ335kə52	shiau335keu52	shiau335keu52	1	1	ok	ok
pdf028_p150_0016	original_export	train	laon11keu55	lɒŋ11kə55	laon11keu55	laon11keu55	1	1	ok	ok
pdf028_p150_0017	original_export	train	shi33yan55keu52	ɕi33ɦiaŋ55kə52	shi33yan55keu52	shi33yan55keu52	1	1	ok	ok
pdf028_p150_0018	original_export	train	po33gni55keu52	pɒ33ȵi55kə52	po33gni55keu52	po33gni55keu52	1	1	ok	ok
pdf028_p150_0019	original_export	train	mau231	mɤ231	mau231	mau231	1	1	ok	ok
pdf028_p150_0020	original_export	train	yon11mau52	ɦioŋ11mɤ52	yon11mau52	yon11mau52	1	1	ok	ok
pdf028_p150_0021	original_export	train	tshy33mau52	tsʰy33mɤ52	tshy33mau52	tshy33mau52	1	1	ok	ok
pdf028_p150_0022	original_export	train	shiau335mau52	ɕiɤ335mɤ52	shiau335mau52	shiau335mau52	1	1	ok	ok
pdf028_p150_0023	original_export	train	ci52	tɕi52	ci52	ci52	1	1	ok	ok
pdf028_p150_0024	original_export	train	yon11ci52	ɦioŋ11tɕi52	yon11ci52	yon11ci52	1	1	ok	ok
pdf028_p150_0025	original_export	train	ko33ko55ci52	kɒ33kɒ55tɕi52	ko33ko55ci52	ko33ko55ci52	1	1	ok	ok
pdf028_p150_0026	original_export	train	don11tsy55ci52	doŋ11tsy55tɕi52	don11tsy55ci52	don11tsy55ci52	1	1	ok	ok
pdf028_p150_0027	original_export	train	tsy335ci52	tsy335tɕi52	tsy335ci52	tsy335ci52	1	1	ok	ok
pdf028_p150_0028	original_export	train	chi335sau55yon55ci52	tɕʰi335sɤ55ɦioŋ55tɕi52	chi335sau55yon55ci52	chi335sau55yon55ci52	1	1	ok	ok
pdf028_p150_0029	original_export	train	shien33ci33	ɕiẽ33tɕi33	shien33ci33	shien33ci33	1	1	ok	ok
pdf028_p150_0030	original_export	train	chi33sy33we33tsy33	tɕʰi33sy33ɦuᴇ33tsy33	chi33sy33we33tsy33	chi33sy33we33tsy33	1	1	ok	ok
pdf028_p150_0031	original_export	train	poen33ciaq3lau33	pø̃33tɕiaʔ3lɤ33	poen33ciaq3lau33	poen33ciaq3lau33	1	1	ok	ok
pdf029_p151_0000	original_export	train	ci33bo52	tɕi33bɒ52	ci33bo52	ci33bo52	1	1	ok	ok
pdf029_p151_0001	original_export	train	tshy33ci55bo52	tsʰy33tɕi55bɒ52	tshy33ci55bo52	tshy33ci55bo52	1	1	ok	ok
