row_id	page	row_index	hanzi	wupin	image	quality	tone_position	syllable_index	wupin_base	wupin_initial	wupin_final	ipa_base	selected_tone	upper_tone	lower_tone	tone_policy	ipa_selected	conversion_error
p185_0014	185	14	廊檐下	laon11yen55gho52	train/images/page_185_0014.png	matched	both_upper_lower	1	yen	y	en	ɦẽ	55		55	visual_segment_selected_as_lower	ɦẽ55	
p185_0014	185	14	廊檐下	laon11yen55gho52	train/images/page_185_0014.png	matched	both_upper_lower	2	gho	gh	o	ɦɒ	52	52		visual_segment_single_tone__lower_null	ɦɒ52	
p185_0015	185	15	梁	lian231	train/images/page_185_0015.png	matched	upper_only	0	lian	l	ian	liaŋ	231	231		visual_segment_single_tone__lower_null	liaŋ231	
p185_0016	185	16	屋梁	uoq3lian52	train/images/page_185_0016.png	matched	lower_only	0	uoq		uoq	uoʔ	3		3	visual_segment_selected_as_lower	uoʔ3	
p185_0016	185	16	屋梁	uoq3lian52	train/images/page_185_0016.png	matched	lower_only	1	lian	l	ian	liaŋ	52		52	visual_segment_selected_as_lower	liaŋ52	
p185_0017	185	17	廊柱	laon11jiu55	train/images/page_185_0017.png	matched	both_upper_lower	0	laon	l	aon	lɒŋ	11		11	visual_segment_selected_as_lower	lɒŋ11	
p185_0017	185	17	廊柱	laon11jiu55	train/images/page_185_0017.png	matched	both_upper_lower	1	jiu	j	iu	dʑy	55		55	visual_segment_selected_as_lower	dʑy55	
p185_0018	185	18	柱脚	jiu115ciaq54	train/images/page_185_0018.png	matched	both_upper_lower	0	jiu	j	iu	dʑy	115		115	visual_segment_selected_as_lower	dʑy115	
p185_0018	185	18	柱脚	jiu115ciaq54	train/images/page_185_0018.png	matched	both_upper_lower	1	ciaq	c	iaq	tɕiaʔ	54		54	visual_segment_selected_as_lower	tɕiaʔ54	
p185_0019	185	19	墩嗓	toen33saon52	review/images/page_185_0019.png	weak_match	both_upper_lower	0	toen	t	oen	tø̃	33		33	visual_segment_selected_as_lower	tø̃33	
p185_0019	185	19	墩嗓	toen33saon52	review/images/page_185_0019.png	weak_match	both_upper_lower	1	saon	s	aon	sɒŋ	52	52		visual_segment_single_tone__lower_null	sɒŋ52	
p185_0020	185	20	橡子	jian115tsy52	train/images/page_185_0020.png	matched	both_upper_lower	0	jian	j	ian	dʑiaŋ	115		115	visual_segment_selected_as_lower	dʑiaŋ115	
p185_0020	185	20	橡子	jian115tsy52	train/images/page_185_0020.png	matched	both_upper_lower	1	tsy	ts	y	tsɿ	52	52		visual_segment_single_tone__lower_null	tsɿ52	
p185_0021	185	21	標条	pips11tiau52	review/images/page_185_0021.png	weak_match	both_upper_lower	0	pips	p	ips	piʔs	11		11	visual_segment_selected_as_lower	piʔs11	
p185_0021	185	21	標条	pips11tiau52	review/images/page_185_0021.png	weak_match	both_upper_lower	1	tiau	t	iau	tiɤ	52		52	visual_segment_selected_as_lower	tiɤ52	
p185_0022	185	22	墙头	jian11deu52	train/images/page_185_0022.png	matched	upper_only	0	jian	j	ian	dʑiaŋ	11	11		visual_segment_single_tone__lower_null	dʑiaŋ11	
p185_0022	185	22	墙头	jian11deu52	train/images/page_185_0022.png	matched	upper_only	1	deu	d	eu	də	52	52		visual_segment_single_tone__lower_null	də52	
p185_0023	185	23	房外的墙	vaon11nga55tiq5jian52	review/images/page_185_0023.png	low_match	both_upper_lower	0	vaon	v	aon	vɒŋ	11	11		visual_segment_single_tone__lower_null	vɒŋ11	
p185_0023	185	23	房外的墙	vaon11nga55tiq5jian52	review/images/page_185_0023.png	low_match	both_upper_lower	1	nga	ng	a	ŋa	55	55		visual_segment_single_tone__lower_null	ŋa55	
p185_0023	185	23	房外的墙	vaon11nga55tiq5jian52	review/images/page_185_0023.png	low_match	both_upper_lower	2	tiq	t	iq	tiʔ	5		5	visual_segment_selected_as_lower	tiʔ5	
p185_0023	185	23	房外的墙	vaon11nga55tiq5jian52	review/images/page_185_0023.png	low_match	both_upper_lower	3	jian	j	ian	dʑiaŋ	52		52	visual_segment_selected_as_lower	dʑiaŋ52	
p185_0024	185	24	房侧的墙	vaon11tseq5tiq5jian52		unmatched	no_image	0	vaon	v	aon	vɒŋ	11	11		tone_position_unknown__lower_null	vɒŋ11	
p185_0024	185	24	房侧的墙	vaon11tseq5tiq5jian52		unmatched	no_image	1	tseq	ts	eq	tsᴇʔ	5	5		tone_position_unknown__lower_null	tsᴇʔ5	
p185_0024	185	24	房侧的墙	vaon11tseq5tiq5jian52		unmatched	no_image	2	tiq	t	iq	tiʔ	5	5		tone_position_unknown__lower_null	tiʔ5	
p185_0024	185	24	房侧的墙	vaon11tseq5tiq5jian52		unmatched	no_image	3	jian	j	ian	dʑiaŋ	52	52		tone_position_unknown__lower_null	dʑiaŋ52	
p185_0025	185	25	山墙	saen33jian52	review/images/page_185_0025.png	weak_match	both_upper_lower	0	saen	s	aen	sæ̃	33		33	visual_segment_selected_as_lower	sæ̃33	
p185_0025	185	25	山墙	saen33jian52	review/images/page_185_0025.png	weak_match	both_upper_lower	1	jian	j	ian	dʑiaŋ	52		52	visual_segment_selected_as_lower	dʑiaŋ52	
p185_0026	185	26	隔墙	kaq3jian52	review/images/page_185_0026.png	low_match	no_detected_tone_digits	0	kaq	k	aq	kaʔ	3	3		visual_segment_single_tone__lower_null	kaʔ3	
p185_0026	185	26	隔墙	kaq3jian52	review/images/page_185_0026.png	low_match	no_detected_tone_digits	1	jian	j	ian	dʑiaŋ	52	52		visual_segment_single_tone__lower_null	dʑiaŋ52	
p185_0027	185	27	墙脚	jian11ciaq5	train/images/page_185_0027.png	matched	both_upper_lower	0	jian	j	ian	dʑiaŋ	11	11		visual_segment_single_tone__lower_null	dʑiaŋ11	
p185_0027	185	27	墙脚	jian11ciaq5	train/images/page_185_0027.png	matched	both_upper_lower	1	ciaq	c	iaq	tɕiaʔ	5		5	visual_segment_selected_as_lower	tɕiaʔ5	
p185_0028	185	28	天花板	thien33huo55paen52	train/images/page_185_0028.png	matched	upper_only	0	thien	th	ien	tʰiẽ	33	33		visual_segment_single_tone__lower_null	tʰiẽ33	
p185_0028	185	28	天花板	thien33huo55paen52	train/images/page_185_0028.png	matched	upper_only	1	huo	h	uo	huɒ	55	55		visual_segment_single_tone__lower_null	huɒ55	
p185_0028	185	28	天花板	thien33huo55paen52	train/images/page_185_0028.png	matched	upper_only	2	paen	p	aen	pæ̃	52	52		visual_segment_single_tone__lower_null	pæ̃52	
p185_0029	185	29	地搁板	di11koq1paen11	train/images/page_185_0029.png	matched	both_upper_lower	0	di	d	i	di	11	11		visual_segment_single_tone__lower_null	di11	
p185_0029	185	29	地搁板	di11koq1paen11	train/images/page_185_0029.png	matched	both_upper_lower	1	koq	k	oq	koʔ	1	1		visual_segment_single_tone__lower_null	koʔ1	
p185_0029	185	29	地搁板	di11koq1paen11	train/images/page_185_0029.png	matched	both_upper_lower	2	paen	p	aen	pæ̃	11		11	visual_segment_selected_as_lower	pæ̃11	
p185_0030	185	30	地板	di11paen11	review/images/page_185_0030.png	weak_match	no_detected_tone_digits	0	di	d	i	di	11	11		visual_segment_single_tone__lower_null	di11	
p185_0030	185	30	地板	di11paen11	review/images/page_185_0030.png	weak_match	no_detected_tone_digits	1	paen	p	aen	pæ̃	11	11		visual_segment_single_tone__lower_null	pæ̃11	
p186_0000	186	0	第六章	di11loq1tsaon11		unmatched	no_image	0	di	d	i	di	11	11		tone_position_unknown__lower_null	di11	
p186_0000	186	0	第六章	di11loq1tsaon11		unmatched	no_image	1	loq	l	oq	loʔ	1	1		tone_position_unknown__lower_null	loʔ1	
p186_0000	186	0	第六章	di11loq1tsaon11		unmatched	no_image	2	tsaon	ts	aon	tsɒŋ	11	11		tone_position_unknown__lower_null	tsɒŋ11	
p186_0001	186	1	地搁	di11koq1	review/images/page_186_0001.png	weak_match	both_upper_lower	0	di	d	i	di	11	11		visual_segment_single_tone__lower_null	di11	
p186_0001	186	1	地搁	di11koq1	review/images/page_186_0001.png	weak_match	both_upper_lower	1	koq	k	oq	koʔ	1		1	visual_segment_selected_as_lower	koʔ1	
p186_0002	186	2	楼搁栅	ieu11koq5saq54	train/images/page_186_0002.png	matched	both_upper_lower	0	ieu		ieu	iə	11		11	visual_segment_selected_as_lower	iə11	
p186_0002	186	2	楼搁栅	ieu11koq5saq54	train/images/page_186_0002.png	matched	both_upper_lower	1	koq	k	oq	koʔ	5		5	visual_segment_selected_as_lower	koʔ5	
p186_0002	186	2	楼搁栅	ieu11koq5saq54	train/images/page_186_0002.png	matched	both_upper_lower	2	saq	s	aq	saʔ	54		54	visual_segment_selected_as_lower	saʔ54	
p186_0003	186	3	地坪	di11bin11	train/images/page_186_0003.png	matched	upper_only	0	di	d	i	di	11	11		visual_segment_single_tone__lower_null	di11	
p186_0003	186	3	地坪	di11bin11	train/images/page_186_0003.png	matched	upper_only	1	bin	b	in	biŋ	11	11		visual_segment_single_tone__lower_null	biŋ11	
p186_0004	186	4	门	meen231	review/images/page_186_0004.png	low_match	both_upper_lower	0	meen	m	een	mẽ	231		231	visual_segment_selected_as_lower	mẽ231	
p186_0005	186	5	门枋	meen11faon52		unmatched	no_image	0	meen	m	een	mẽ	11	11		tone_position_unknown__lower_null	mẽ11	
p186_0005	186	5	门枋	meen11faon52		unmatched	no_image	1	faon	f	aon	fɒŋ	52	52		tone_position_unknown__lower_null	fɒŋ52	
p186_0006	186	6	门槛	meen11khaen55	train/images/page_186_0006.png	matched	both_upper_lower	0	meen	m	een	mẽ	11	11		visual_segment_single_tone__lower_null	mẽ11	
p186_0006	186	6	门槛	meen11khaen55	train/images/page_186_0006.png	matched	both_upper_lower	1	khaen	kh	aen	kʰæ̃	55		55	visual_segment_selected_as_lower	kʰæ̃55	
p186_0007	186	7	门栓	meen11seen52	review/images/page_186_0007.png	weak_match	upper_only	0	meen	m	een	mẽ	11	11		visual_segment_single_tone__lower_null	mẽ11	
p186_0007	186	7	门栓	meen11seen52	review/images/page_186_0007.png	weak_match	upper_only	1	seen	s	een	sẽ	52	52		visual_segment_single_tone__lower_null	sẽ52	
p186_0008	186	8	门杠	meen11gan55	train/images/page_186_0008.png	matched	lower_only	0	meen	m	een	mẽ	11	11		visual_segment_single_tone__lower_null	mẽ11	
p186_0008	186	8	门杠	meen11gan55	train/images/page_186_0008.png	matched	lower_only	1	gan	g	an	ɡaŋ	55		55	visual_segment_selected_as_lower	ɡaŋ55	
p186_0009	186	9	天打煞	thien33to55saeq54	train/images/page_186_0009.png	matched	both_upper_lower	0	thien	th	ien	tʰiẽ	33	33		visual_segment_single_tone__lower_null	tʰiẽ33	
p186_0009	186	9	天打煞	thien33to55saeq54	train/images/page_186_0009.png	matched	both_upper_lower	1	to	t	o	tɒ	55		55	visual_segment_selected_as_lower	tɒ55	
p186_0009	186	9	天打煞	thien33to55saeq54	train/images/page_186_0009.png	matched	both_upper_lower	2	saeq	s	aeq	sæʔ	54		54	visual_segment_selected_as_lower	sæʔ54	
p186_0010	186	10	门销	meen11shiau52	train/images/page_186_0010.png	matched	both_upper_lower	0	meen	m	een	mẽ	11		11	visual_segment_selected_as_lower	mẽ11	
p186_0010	186	10	门销	meen11shiau52	train/images/page_186_0010.png	matched	both_upper_lower	1	shiau	sh	iau	ɕiɤ	52	52		visual_segment_single_tone__lower_null	ɕiɤ52	
p186_0011	186	11	排门	ba11meen52	train/images/page_186_0011.png	matched	both_upper_lower	0	ba	b	a	ba	11		11	visual_segment_selected_as_lower	ba11	
p186_0011	186	11	排门	ba11meen52	train/images/page_186_0011.png	matched	both_upper_lower	1	meen	m	een	mẽ	52		52	visual_segment_selected_as_lower	mẽ52	
p186_0012	186	12	窗门	tshaon33meen52	train/images/page_186_0012.png	matched	both_upper_lower	0	tshaon	tsh	aon	tsʰɒŋ	33	33		visual_segment_single_tone__lower_null	tsʰɒŋ33	
p186_0012	186	12	窗门	tshaon33meen52	train/images/page_186_0012.png	matched	both_upper_lower	1	meen	m	een	mẽ	52		52	visual_segment_selected_as_lower	mẽ52	
p186_0013	186	13	风窗	fon33tshaon52	train/images/page_186_0013.png	matched	both_upper_lower	0	fon	f	on	foŋ	33		33	visual_segment_selected_as_lower	foŋ33	
p186_0013	186	13	风窗	fon33tshaon52	train/images/page_186_0013.png	matched	both_upper_lower	1	tshaon	tsh	aon	tsʰɒŋ	52		52	visual_segment_selected_as_lower	tsʰɒŋ52	
p186_0014	186	14	槽窗	za11tshaon52	review/images/page_186_0014.png	weak_match	both_upper_lower	0	za	z	a	za	11		11	visual_segment_selected_as_lower	za11	
p186_0014	186	14	槽窗	za11tshaon52	review/images/page_186_0014.png	weak_match	both_upper_lower	1	tshaon	tsh	aon	tsʰɒŋ	52		52	visual_segment_selected_as_lower	tsʰɒŋ52	
p186_0015	186	15	老虎窗	lau115hu55tshaon52	train/images/page_186_0015.png	matched	both_upper_lower	0	lau	l	au	lɤ	115		115	visual_segment_selected_as_lower	lɤ115	
p186_0015	186	15	老虎窗	lau115hu55tshaon52	train/images/page_186_0015.png	matched	both_upper_lower	1	hu	h	u	hu	55		55	visual_segment_selected_as_lower	hu55	
p186_0015	186	15	老虎窗	lau115hu55tshaon52	train/images/page_186_0015.png	matched	both_upper_lower	2	tshaon	tsh	aon	tsʰɒŋ	52	52		visual_segment_single_tone__lower_null	tsʰɒŋ52	
p186_0016	186	16	天窗	thien33tshaon52	review/images/page_186_0016.png	weak_match	both_upper_lower	0	thien	th	ien	tʰiẽ	33		33	visual_segment_selected_as_lower	tʰiẽ33	
p186_0016	186	16	天窗	thien33tshaon52	review/images/page_186_0016.png	weak_match	both_upper_lower	1	tshaon	tsh	aon	tsʰɒŋ	52	52		visual_segment_single_tone__lower_null	tsʰɒŋ52	
p186_0017	186	17	窗根	tshaon33keon52	train/images/page_186_0017.png	matched	both_upper_lower	0	tshaon	tsh	aon	tsʰɒŋ	33		33	visual_segment_selected_as_lower	tsʰɒŋ33	
p186_0017	186	17	窗根	tshaon33keon52	train/images/page_186_0017.png	matched	both_upper_lower	1	keon	k	eon	kəŋ	52		52	visual_segment_selected_as_lower	kəŋ52	
p186_0018	186	18	窗格子	tshaon33kaq5tsy52	train/images/page_186_0018.png	matched	no_detected_tone_digits	0	tshaon	tsh	aon	tsʰɒŋ	33	33		visual_segment_single_tone__lower_null	tsʰɒŋ33	
p186_0018	186	18	窗格子	tshaon33kaq5tsy52	train/images/page_186_0018.png	matched	no_detected_tone_digits	1	kaq	k	aq	kaʔ	5	5		visual_segment_single_tone__lower_null	kaʔ5	
p186_0018	186	18	窗格子	tshaon33kaq5tsy52	train/images/page_186_0018.png	matched	no_detected_tone_digits	2	tsy	ts	y	tsɿ	52	52		visual_segment_single_tone__lower_null	tsɿ52	
p186_0019	186	19	窗台	tshaon33the52	train/images/page_186_0019.png	matched	both_upper_lower	0	tshaon	tsh	aon	tsʰɒŋ	33		33	visual_segment_selected_as_lower	tsʰɒŋ33	
p186_0019	186	19	窗台	tshaon33the52	train/images/page_186_0019.png	matched	both_upper_lower	1	the	th	e	tʰᴇ	52		52	visual_segment_selected_as_lower	tʰᴇ52	
p186_0020	186	20	阳台	yan11the52	train/images/page_186_0020.png	matched	both_upper_lower	0	yan	y	an	ɦaŋ	11	11		visual_segment_single_tone__lower_null	ɦaŋ11	
p186_0020	186	20	阳台	yan11the52	train/images/page_186_0020.png	matched	both_upper_lower	1	the	th	e	tʰᴇ	52		52	visual_segment_selected_as_lower	tʰᴇ52	
p186_0021	186	21	晒台	sa33the33	train/images/page_186_0021.png	matched	both_upper_lower	0	sa	s	a	sa	33	33		visual_segment_single_tone__lower_null	sa33	
p186_0021	186	21	晒台	sa33the33	train/images/page_186_0021.png	matched	both_upper_lower	1	the	th	e	tʰᴇ	33		33	visual_segment_selected_as_lower	tʰᴇ33	
p186_0022	186	22	平台	bin11the52	train/images/page_186_0022.png	matched	both_upper_lower	0	bin	b	in	biŋ	11	11		visual_segment_single_tone__lower_null	biŋ11	
p186_0022	186	22	平台	bin11the52	train/images/page_186_0022.png	matched	both_upper_lower	1	the	th	e	tʰᴇ	52		52	visual_segment_selected_as_lower	tʰᴇ52	
p186_0023	186	23	扶梯	bu11thi52	train/images/page_186_0023.png	matched	lower_only	0	bu	b	u	bu	11	11		visual_segment_single_tone__lower_null	bu11	
p186_0023	186	23	扶梯	bu11thi52	train/images/page_186_0023.png	matched	lower_only	1	thi	th	i	tʰi	52		52	visual_segment_selected_as_lower	tʰi52	
p186_0024	186	24	胡梯	lu11thi52	train/images/page_186_0024.png	matched	both_upper_lower	0	lu	l	u	lu	11		11	visual_segment_selected_as_lower	lu11	
p186_0024	186	24	胡梯	lu11thi52	train/images/page_186_0024.png	matched	both_upper_lower	1	thi	th	i	tʰi	52		52	visual_segment_selected_as_lower	tʰi52	
p186_0025	186	25	扶梯档	bu11thi55taon52	train/images/page_186_0025.png	matched	both_upper_lower	0	bu	b	u	bu	11		11	visual_segment_selected_as_lower	bu11	
p186_0025	186	25	扶梯档	bu11thi55taon52	train/images/page_186_0025.png	matched	both_upper_lower	1	thi	th	i	tʰi	55		55	visual_segment_selected_as_lower	tʰi55	
p186_0025	186	25	扶梯档	bu11thi55taon52	train/images/page_186_0025.png	matched	both_upper_lower	2	taon	t	aon	tɒŋ	52		52	visual_segment_selected_as_lower	tɒŋ52	
p186_0026	186	26	扶栏	bu11laen52	train/images/page_186_0026.png	matched	both_upper_lower	0	bu	b	u	bu	11		11	visual_segment_selected_as_lower	bu11	
p186_0026	186	26	扶栏	bu11laen52	train/images/page_186_0026.png	matched	both_upper_lower	1	laen	l	aen	læ̃	52		52	visual_segment_selected_as_lower	læ̃52	
p186_0027	186	27	栅埒子	saq3laeq5tsy52	review/images/page_186_0027.png	low_match	both_upper_lower	0	saq	s	aq	saʔ	3	3		visual_segment_single_tone__lower_null	saʔ3	
p186_0027	186	27	栅埒子	saq3laeq5tsy52	review/images/page_186_0027.png	low_match	both_upper_lower	1	laeq	l	aeq	læʔ	5		5	visual_segment_selected_as_lower	læʔ5	
p186_0027	186	27	栅埒子	saq3laeq5tsy52	review/images/page_186_0027.png	low_match	both_upper_lower	2	tsy	ts	y	tsɿ	52		52	visual_segment_selected_as_lower	tsɿ52	
p186_0028	186	28	烟肉	ien33gnio55	review/images/page_186_0028.png	low_match	both_upper_lower	0	ien		ien	iẽ	33		33	visual_segment_selected_as_lower	iẽ33	
p186_0028	186	28	烟肉	ien33gnio55	review/images/page_186_0028.png	low_match	both_upper_lower	1	gnio	gn	io	ȵiɒ	55	55		visual_segment_single_tone__lower_null	ȵiɒ55	
p186_0029	186	29	井	cin335	review/images/page_186_0029.png	low_match	upper_only	0	cin	c	in	tɕiŋ	335	335		visual_segment_single_tone__lower_null	tɕiŋ335	
p186_0030	186	30	井栏	cin335laen52	train/images/page_186_0030.png	matched	upper_only	0	cin	c	in	tɕiŋ	335	335		visual_segment_single_tone__lower_null	tɕiŋ335	
p186_0030	186	30	井栏	cin335laen52	train/images/page_186_0030.png	matched	upper_only	1	laen	l	aen	læ̃	52	52		visual_segment_single_tone__lower_null	læ̃52	
p186_0031	186	31	井口的石栏	cin335kheu55tiq5zaq5laen52		unmatched	no_image	0	cin	c	in	tɕiŋ	335	335		tone_position_unknown__lower_null	tɕiŋ335	
p186_0031	186	31	井口的石栏	cin335kheu55tiq5zaq5laen52		unmatched	no_image	1	kheu	kh	eu	kʰə	55	55		tone_position_unknown__lower_null	kʰə55	
p186_0031	186	31	井口的石栏	cin335kheu55tiq5zaq5laen52		unmatched	no_image	2	tiq	t	iq	tiʔ	5	5		tone_position_unknown__lower_null	tiʔ5	
p186_0031	186	31	井口的石栏	cin335kheu55tiq5zaq5laen52		unmatched	no_image	3	zaq	z	aq	zaʔ	5	5		tone_position_unknown__lower_null	zaʔ5	
p186_0031	186	31	井口的石栏	cin335kheu55tiq5zaq5laen52		unmatched	no_image	4	laen	l	aen	læ̃	52	52		tone_position_unknown__lower_null	læ̃52	
p186_0032	186	32	井台	cin335the52	review/images/page_186_0032.png	low_match	no_detected_tone_digits	0	cin	c	in	tɕiŋ	335	335		visual_segment_single_tone__lower_null	tɕiŋ335	
p186_0032	186	32	井台	cin335the52	review/images/page_186_0032.png	low_match	no_detected_tone_digits	1	the	th	e	tʰᴇ	52	52		visual_segment_single_tone__lower_null	tʰᴇ52	
p187_0000	187	0	地容子	di11yon11tsy11	train/images/page_187_0000.png	matched	both_upper_lower	0	di	d	i	di	11	11		visual_segment_single_tone__lower_null	di11	
p187_0000	187	0	地容子	di11yon11tsy11	train/images/page_187_0000.png	matched	both_upper_lower	1	yon	y	on	ɦoŋ	11	11		visual_segment_single_tone__lower_null	ɦoŋ11	
p187_0000	187	0	地容子	di11yon11tsy11	train/images/page_187_0000.png	matched	both_upper_lower	2	tsy	ts	y	tsɿ	11		11	visual_segment_selected_as_lower	tsɿ11	
p187_0001	187	1	水雷	sy335le52	review/images/page_187_0001.png	weak_match	lower_only	0	sy	s	y	sɿ	335	335		visual_segment_single_tone__lower_null	sɿ335	
p187_0001	187	1	水雷	sy335le52	review/images/page_187_0001.png	weak_match	lower_only	1	le	l	e	lᴇ	52		52	visual_segment_selected_as_lower	lᴇ52	
p187_0002	187	2	阴沟	in33keu52	review/images/page_187_0002.png	weak_match	both_upper_lower	0	in		in	iŋ	33		33	visual_segment_selected_as_lower	iŋ33	
p187_0002	187	2	阴沟	in33keu52	review/images/page_187_0002.png	weak_match	both_upper_lower	1	keu	k	eu	kə	52		52	visual_segment_selected_as_lower	kə52	
p187_0003	187	3	阳沟	yan11keu52	review/images/page_187_0003.png	weak_match	no_detected_tone_digits	0	yan	y	an	ɦaŋ	11	11		visual_segment_single_tone__lower_null	ɦaŋ11	
p187_0003	187	3	阳沟	yan11keu52	review/images/page_187_0003.png	weak_match	no_detected_tone_digits	1	keu	k	eu	kə	52	52		visual_segment_single_tone__lower_null	kə52	
p187_0004	187	4	窖缸	kau33kaon33	review/images/page_187_0004.png	weak_match	upper_only	0	kau	k	au	kɤ	33	33		visual_segment_single_tone__lower_null	kɤ33	
p187_0004	187	4	窖缸	kau33kaon33	review/images/page_187_0004.png	weak_match	upper_only	1	kaon	k	aon	kɒŋ	33	33		visual_segment_single_tone__lower_null	kɒŋ33	
p187_0005	187	5	猪圈间	tsy33jien55kaen52	train/images/page_187_0005.png	matched	lower_only	0	tsy	ts	y	tsɿ	33	33		visual_segment_single_tone__lower_null	tsɿ33	
p187_0005	187	5	猪圈间	tsy33jien55kaen52	train/images/page_187_0005.png	matched	lower_only	1	jien	j	ien	dʑiẽ	55		55	visual_segment_selected_as_lower	dʑiẽ55	
p187_0005	187	5	猪圈间	tsy33jien55kaen52	train/images/page_187_0005.png	matched	lower_only	2	kaen	k	aen	kæ̃	52		52	visual_segment_selected_as_lower	kæ̃52	
p187_0006	187	6	牛圈间	gnieu11jien55kaen52	train/images/page_187_0006.png	matched	both_upper_lower	0	gnieu	gn	ieu	ȵiə	11	11		visual_segment_single_tone__lower_null	ȵiə11	
p187_0006	187	6	牛圈间	gnieu11jien55kaen52	train/images/page_187_0006.png	matched	both_upper_lower	1	jien	j	ien	dʑiẽ	55		55	visual_segment_selected_as_lower	dʑiẽ55	
p187_0006	187	6	牛圈间	gnieu11jien55kaen52	train/images/page_187_0006.png	matched	both_upper_lower	2	kaen	k	aen	kæ̃	52	52		visual_segment_single_tone__lower_null	kæ̃52	
p187_0007	187	7	狗窠	keu335kho52	review/images/page_187_0007.png	weak_match	upper_only	0	keu	k	eu	kə	335	335		visual_segment_single_tone__lower_null	kə335	
p187_0007	187	7	狗窠	keu335kho52	review/images/page_187_0007.png	weak_match	upper_only	1	kho	kh	o	kʰɒ	52	52		visual_segment_single_tone__lower_null	kʰɒ52	
p187_0008	187	8	鸡窠	ci33kho52	review/images/page_187_0008.png	weak_match	both_upper_lower	0	ci	c	i	tɕi	33		33	visual_segment_selected_as_lower	tɕi33	
p187_0008	187	8	鸡窠	ci33kho52	review/images/page_187_0008.png	weak_match	both_upper_lower	1	kho	kh	o	kʰɒ	52	52		visual_segment_single_tone__lower_null	kʰɒ52	
p187_0009	187	9	鸡笼	ci33lon52	train/images/page_187_0009.png	matched	both_upper_lower	0	ci	c	i	tɕi	33		33	visual_segment_selected_as_lower	tɕi33	
p187_0009	187	9	鸡笼	ci33lon52	train/images/page_187_0009.png	matched	both_upper_lower	1	lon	l	on	loŋ	52		52	visual_segment_selected_as_lower	loŋ52	
p187_0010	187	10	鸡	ci52	review/images/page_187_0010.png	low_match	both_upper_lower	0	ci	c	i	tɕi	52		52	visual_segment_selected_as_lower	tɕi52	
p188_0000	188	0	真集	tseen33jiq5	review/images/page_188_0000.png	low_match	no_detected_tone_digits	0	tseen	ts	een	tsẽ	33	33		visual_segment_single_tone__lower_null	tsẽ33	
p188_0000	188	0	真集	tseen33jiq5	review/images/page_188_0000.png	low_match	no_detected_tone_digits	1	jiq	j	iq	dʑiʔ	5	5		visual_segment_single_tone__lower_null	dʑiʔ5	
p188_0001	188	1	用首	yon11seu11	review/images/page_188_0001.png	low_match	upper_only	0	yon	y	on	ɦoŋ	11	11		visual_segment_single_tone__lower_null	ɦoŋ11	
p188_0001	188	1	用首	yon11seu11	review/images/page_188_0001.png	low_match	upper_only	1	seu	s	eu	sə	11	11		visual_segment_single_tone__lower_null	sə11	
p188_0002	188	2	硬木家生	ngan11moq1cia11san11	val/images/page_188_0002.png	matched	both_upper_lower	0	ngan	ng	an	ŋaŋ	11	11		visual_segment_single_tone__lower_null	ŋaŋ11	
p188_0002	188	2	硬木家生	ngan11moq1cia11san11	val/images/page_188_0002.png	matched	both_upper_lower	1	moq	m	oq	moʔ	1	1		visual_segment_single_tone__lower_null	moʔ1	
p188_0002	188	2	硬木家生	ngan11moq1cia11san11	val/images/page_188_0002.png	matched	both_upper_lower	2	cia	c	ia	tɕia	11		11	visual_segment_selected_as_lower	tɕia11	
p188_0002	188	2	硬木家生	ngan11moq1cia11san11	val/images/page_188_0002.png	matched	both_upper_lower	3	san	s	an	saŋ	11		11	visual_segment_selected_as_lower	saŋ11	
p188_0003	188	3	硬头家生	ngan11deu11cia11san11	val/images/page_188_0003.png	matched	upper_only	0	ngan	ng	an	ŋaŋ	11	11		visual_segment_single_tone__lower_null	ŋaŋ11	
p188_0003	188	3	硬头家生	ngan11deu11cia11san11	val/images/page_188_0003.png	matched	upper_only	1	deu	d	eu	də	11	11		visual_segment_single_tone__lower_null	də11	
p188_0003	188	3	硬头家生	ngan11deu11cia11san11	val/images/page_188_0003.png	matched	upper_only	2	cia	c	ia	tɕia	11	11		visual_segment_single_tone__lower_null	tɕia11	
p188_0003	188	3	硬头家生	ngan11deu11cia11san11	val/images/page_188_0003.png	matched	upper_only	3	san	s	an	saŋ	11	11		visual_segment_single_tone__lower_null	saŋ11	
p188_0004	188	4	清水货	chin33sy55hu52	val/images/page_188_0004.png	matched	both_upper_lower	0	chin	ch	in	tɕʰiŋ	33		33	visual_segment_selected_as_lower	tɕʰiŋ33	
p188_0004	188	4	清水货	chin33sy55hu52	val/images/page_188_0004.png	matched	both_upper_lower	1	sy	s	y	sɿ	55		55	visual_segment_selected_as_lower	sɿ55	
p188_0004	188	4	清水货	chin33sy55hu52	val/images/page_188_0004.png	matched	both_upper_lower	2	hu	h	u	hu	52		52	visual_segment_selected_as_lower	hu52	
p188_0005	188	5	桌子	tsoq3tsy55	val/images/page_188_0005.png	matched	upper_only	0	tsoq	ts	oq	tsoʔ	3	3		visual_segment_single_tone__lower_null	tsoʔ3	
p188_0005	188	5	桌子	tsoq3tsy55	val/images/page_188_0005.png	matched	upper_only	1	tsy	ts	y	tsɿ	55	55		visual_segment_single_tone__lower_null	tsɿ55	
